Gene	5637	SV-HUC-1	T24	UM-Uc-3
ITIH1	0.5	0.5	0.5	0.5
ITIH2	0.5	0.5	0.5	0.5
ITIH3	0.5	0.5	0.5	0.5
ITIH6	0.5	0.5	0.5	0.5
ITK	0.5	0.5	0.5	3.047851616
ITLN1	0.5	0.5	0.5	0.5
ITLN2	0.5	0.5	1.803725363	0.5
ITM2A	0.5	0.5	1.803725363	0.5
ITPK1-AS1	0.5	0.5	0.5	0.5
IYD	0.5	0.5	0.5	28.95459035
JMJD7-PLA2G4B	0.5	0.5	0.5	0.5
JSRP1	0.5	0.5	0.5	0.5
KBTBD5	0.5	0.5	0.5	0.5
KCNA1	0.5	0.5	0.5	0.5
KCNA3	0.5	0.5	0.5	0.5
KCNA4	0.5	0.5	0.5	0.5
KCNA5	0.5	0.5	0.5	1.523925808
KCNA6	0.5	0.5	0.5	3.047851616
KCNA10	0.5	0.5	0.5	0.5
KCNC2	0.5	0.5	0.5	0.5
KCND3	0.5	0.5	0.5	1.523925808
KCNE4	0.5	0.5	0.5	3.047851616
KCNG2	0.5	0.5	0.5	0.5
KCNG4	0.5	0.5	0.5	1.523925808
KCNH6	0.5	0.5	0.5	0.5
KCNIP4-IT1	0.5	0.5	0.5	0.5
KCNJ3	0.5	0.5	0.5	0.5
KCNJ13	0.5	0.5	0.5	0.5
KCNJ18	0.5	0.5	0.5	0.5
KCNK12	0.5	0.5	0.5	0.5
KCNK16	0.5	0.5	0.5	0.5
KCNK18	0.5	0.5	0.5	0.5
KCNMB2	0.5	0.5	0.5	0.5
KCNN2	0.5	0.5	0.5	10.66748066
KCNQ1DN	0.5	0.5	0.5	0.5
KCNV1	0.5	0.5	0.5	0.5
KCNV2	0.5	0.5	0.5	0.5
KCTD4	0.5	0.5	0.5	4.571777424
KCTD8	0.5	0.5	0.5	0.5
KCTD19	0.5	0.5	0.5	0.5
KDM4E	0.5	0.5	0.5	0.5
KERA	0.5	0.5	0.5	0.5
KHDC1L	0.5	0.5	0.5	0.5
KHDRBS2	0.5	0.5	0.5	0.5
KIAA0087	0.5	0.5	0.5	0.5
KIAA0408	0.5	0.5	0.5	0.5
KIAA1210	0.5	0.5	0.5	10.66748066
KIAA2022	0.5	0.5	0.5	0.5
KIF2B	0.5	0.5	0.5	0.5
KIR2DL3	0.5	0.5	0.5	0.5
KIR2DS4	0.5	0.5	0.5	1.523925808
KIR3DL1	0.5	0.5	0.5	0.5
KIR3DL2	0.5	0.5	0.5	0.5
KIR3DL3	0.5	0.5	0.5	0.5
KIR3DX1	0.5	0.5	0.5	1.523925808
KLF1	0.5	0.5	0.5	3.047851616
KLF17	0.5	0.5	7.214901452	27.43066454
KLHL1	0.5	0.5	0.5	0.5
KLHL6	0.5	0.5	0.5	0.5
KLHL14	0.5	0.5	28.85960581	1.523925808
KLHL33	0.5	0.5	0.5	0.5
KLHL34	0.5	0.5	0.5	0.5
KLK2	0.5	0.5	0.5	0.5
KLK11	0.5	0.5	0.5	0.5
KLK12	0.5	0.5	0.5	0.5
KLK15	0.5	0.5	0.5	0.5
KLKB1	0.5	0.5	0.5	0.5
KLKP1	0.5	0.5	0.5	0.5
KLRB1	0.5	0.5	0.5	0.5
KLRC4	0.5	0.5	1.803725363	0.5
KLRC4-KLRK1	0.5	0.5	0.5	0.5
KLRD1	0.5	0.5	0.5	0.5
KLRF1	0.5	0.5	0.5	0.5
KLRF2	0.5	0.5	0.5	0.5
KLRK1	0.5	0.5	0.5	0.5
KNCN	0.5	0.5	0.5	0.5
KNG1	0.5	0.5	0.5	0.5
KPRP	0.5	0.5	0.5	3.047851616
KRT2	0.5	0.5	0.5	6.095703232
KRT12	0.5	0.5	0.5	0.5
KRT18P55	0.5	0.5	0.5	1.523925808
KRT19P2	0.5	0.5	0.5	0.5
KRT20	0.5	0.5	0.5	0.5
KRT24	0.5	0.5	0.5	0.5
KRT25	0.5	0.5	0.5	0.5
KRT26	0.5	0.5	0.5	0.5
KRT28	0.5	0.5	0.5	0.5
KRT35	0.5	0.5	0.5	0.5
KRT37	0.5	0.5	0.5	0.5
KRT39	0.5	0.5	0.5	0.5
KRT40	0.5	0.5	0.5	0.5
KRT72	0.5	0.5	0.5	0.5
KRT73	0.5	0.5	0.5	0.5
KRT75	0.5	0.5	0.5	3.047851616
KRT76	0.5	0.5	0.5	0.5
KRT77	0.5	0.5	0.5	0.5
KRT82	0.5	0.5	0.5	0.5
KRT83	0.5	0.5	0.5	1.523925808
KRT84	0.5	0.5	0.5	0.5
KRT85	0.5	0.5	0.5	0.5
KRTAP1-1	0.5	0.5	0.5	0.5
KRTAP1-3	0.5	0.5	0.5	0.5
KRTAP3-1	0.5	0.5	0.5	0.5
KRTAP3-2	0.5	0.5	0.5	0.5
KRTAP3-3	0.5	0.5	0.5	0.5
KRTAP4-1	0.5	0.5	3.607450726	0.5
KRTAP4-2	0.5	0.5	0.5	0.5
KRTAP4-3	0.5	0.5	0.5	0.5
KRTAP4-4	0.5	0.5	0.5	0.5
KRTAP4-5	0.5	0.5	0.5	0.5
KRTAP4-6	0.5	0.5	0.5	0.5
KRTAP4-7	0.5	0.5	0.5	0.5
KRTAP4-8	0.5	0.5	0.5	0.5
KRTAP4-9	0.5	0.5	0.5	0.5
KRTAP4-11	0.5	0.5	0.5	0.5
KRTAP4-12	0.5	0.5	0.5	0.5
KRTAP5-1	0.5	0.5	0.5	0.5
KRTAP5-2	0.5	0.5	0.5	0.5
KRTAP5-3	0.5	0.5	0.5	0.5
KRTAP5-4	0.5	0.5	0.5	0.5
KRTAP5-5	0.5	0.5	0.5	0.5
KRTAP5-6	0.5	0.5	0.5	0.5
KRTAP5-7	0.5	0.5	0.5	0.5
KRTAP5-8	0.5	0.5	0.5	0.5
KRTAP5-9	0.5	0.5	0.5	1.523925808
KRTAP5-10	0.5	0.5	0.5	0.5
KRTAP5-11	0.5	0.5	0.5	0.5
KRTAP6-1	0.5	0.5	0.5	0.5
KRTAP6-2	0.5	0.5	0.5	0.5
KRTAP6-3	0.5	0.5	0.5	0.5
KRTAP7-1	0.5	0.5	0.5	0.5
KRTAP8-1	0.5	0.5	0.5	0.5
KRTAP9-1	0.5	0.5	0.5	0.5
KRTAP9-2	0.5	0.5	0.5	0.5
KRTAP9-3	0.5	0.5	0.5	0.5
KRTAP9-4	0.5	0.5	0.5	0.5
KRTAP9-8	0.5	0.5	0.5	0.5
KRTAP9-9	0.5	0.5	0.5	0.5
KRTAP10-1	0.5	0.5	0.5	0.5
KRTAP10-2	0.5	0.5	0.5	0.5
KRTAP10-3	0.5	0.5	0.5	0.5
KRTAP10-4	0.5	0.5	0.5	0.5
KRTAP10-5	0.5	0.5	0.5	0.5
KRTAP10-6	0.5	0.5	0.5	0.5
KRTAP10-7	0.5	0.5	0.5	0.5
KRTAP10-8	0.5	0.5	0.5	0.5
KRTAP10-9	0.5	0.5	0.5	0.5
KRTAP10-10	0.5	0.5	0.5	0.5
KRTAP10-11	0.5	0.5	0.5	0.5
KRTAP10-12	0.5	0.5	0.5	0.5
KRTAP11-1	0.5	0.5	0.5	0.5
KRTAP12-1	0.5	0.5	0.5	0.5
KRTAP12-2	0.5	0.5	0.5	0.5
KRTAP12-3	0.5	0.5	0.5	0.5
KRTAP12-4	0.5	0.5	0.5	0.5
KRTAP13-1	0.5	0.5	0.5	0.5
KRTAP13-2	0.5	0.5	0.5	0.5
KRTAP13-3	0.5	0.5	0.5	0.5
KRTAP13-4	0.5	0.5	0.5	0.5
KRTAP15-1	0.5	0.5	0.5	0.5
KRTAP16-1	0.5	0.5	0.5	0.5
KRTAP17-1	0.5	0.5	0.5	0.5
KRTAP19-1	0.5	0.5	0.5	0.5
KRTAP19-2	0.5	0.5	0.5	0.5
KRTAP19-3	0.5	0.5	0.5	0.5
KRTAP19-4	0.5	0.5	0.5	0.5
KRTAP19-5	0.5	0.5	0.5	0.5
KRTAP19-6	0.5	0.5	0.5	0.5
KRTAP19-7	0.5	0.5	0.5	0.5
KRTAP19-8	0.5	0.5	0.5	0.5
KRTAP20-1	0.5	0.5	0.5	0.5
KRTAP20-2	0.5	0.5	0.5	0.5
KRTAP20-3	0.5	0.5	0.5	0.5
KRTAP20-4	0.5	0.5	0.5	0.5
KRTAP21-1	0.5	0.5	0.5	0.5
KRTAP21-2	0.5	0.5	0.5	0.5
KRTAP21-3	0.5	0.5	0.5	0.5
KRTAP22-1	0.5	0.5	0.5	0.5
KRTAP22-2	0.5	0.5	0.5	0.5
KRTAP23-1	0.5	0.5	0.5	0.5
KRTAP24-1	0.5	0.5	0.5	0.5
KRTAP25-1	0.5	0.5	0.5	0.5
KRTAP26-1	0.5	0.5	0.5	0.5
KRTAP27-1	0.5	0.5	0.5	0.5
KTI12	0.5	0.5	0.5	0.5
KY	0.5	0.5	0.5	0.5
LACRT	0.5	0.5	0.5	0.5
LAG3	0.5	0.5	1.803725363	13.71533227
LALBA	0.5	0.5	0.5	0.5
LAMP5	0.5	0.5	0.5	0.5
LAX1	0.5	0.5	0.5	0.5
LBP	0.5	0.5	0.5	0.5
LCE1A	0.5	0.5	0.5	0.5
LCE1D	0.5	0.5	0.5	0.5
LCE2A	0.5	0.5	0.5	0.5
LCE2B	0.5	0.5	0.5	0.5
LCE2C	0.5	0.5	0.5	0.5
LCE2D	0.5	0.5	0.5	0.5
LCE3A	0.5	0.5	0.5	0.5
LCE3B	0.5	0.5	0.5	0.5
LCE3C	0.5	0.5	0.5	0.5
LCE3D	0.5	0.5	0.5	0.5
LCE3E	0.5	0.5	0.5	0.5
LCE4A	0.5	0.5	0.5	0.5
LCE5A	0.5	0.5	0.5	0.5
LCE6A	0.5	0.5	0.5	0.5
LCN1	0.5	0.5	0.5	1.523925808
LCN6	0.5	0.5	0.5	0.5
LCN8	0.5	0.5	0.5	0.5
LCN9	0.5	0.5	0.5	0.5
LCN12	0.5	0.5	0.5	1.523925808
LCNL1	0.5	0.5	0.5	0.5
LCT	0.5	0.5	0.5	0.5
LDHAL6A	0.5	0.5	0.5	0.5
LDHAL6B	0.5	0.5	0.5	0.5
LDLRAD1	0.5	0.5	0.5	0.5
LECT1	0.5	0.5	0.5	0.5
LECT2	0.5	0.5	0.5	0.5
LEFTY2	0.5	0.5	0.5	1.523925808
LELP1	0.5	0.5	0.5	0.5
LENEP	0.5	0.5	0.5	0.5
LEP	0.5	0.5	0.5	0.5
LEUTX	0.5	0.5	0.5	0.5
LGALS2	0.5	0.5	0.5	0.5
LGALS12	0.5	0.5	0.5	0.5
LGALS13	0.5	0.5	0.5	0.5
LGALS14	0.5	0.5	0.5	0.5
LGALS16	0.5	0.5	0.5	0.5
LGALS17A	0.5	0.5	0.5	0.5
LGI1	0.5	0.5	0.5	0.5
LHCGR	0.5	0.5	0.5	0.5
LHFPL3	0.5	0.5	1.803725363	0.5
LHX8	0.5	0.5	0.5	0.5
LILRA1	0.5	0.5	0.5	0.5
LILRA2	0.5	0.5	0.5	0.5
LILRA3	0.5	0.5	0.5	0.5
LILRA4	0.5	0.5	0.5	0.5
LILRA5	0.5	0.5	0.5	0.5
LILRA6	0.5	0.5	0.5	0.5
LILRB1	0.5	0.5	0.5	0.5
LILRB2	0.5	0.5	0.5	0.5
LILRB3	0.5	0.5	0.5	1.523925808
LILRB4	0.5	0.5	0.5	0.5
LILRB5	0.5	0.5	0.5	0.5
LILRP2	0.5	0.5	0.5	0.5
LIM2	0.5	0.5	0.5	0.5
LIN28A	0.5	0.5	0.5	0.5
LINC00028	0.5	0.5	0.5	0.5
LINC00029	0.5	0.5	0.5	0.5
LINC00032	0.5	0.5	0.5	0.5
LINC00051	0.5	0.5	0.5	0.5
LINC00052	0.5	0.5	0.5	4.571777424
LINC00092	0.5	0.5	0.5	0.5
LINC00102	0.5	0.5	0.5	0.5
LINC00111	0.5	0.5	0.5	0.5
LINC00112	0.5	0.5	0.5	0.5
LINC00113	0.5	0.5	0.5	0.5
LINC00114	0.5	0.5	0.5	0.5
LINC00159	0.5	0.5	0.5	0.5
LINC00160	0.5	0.5	0.5	0.5
LINC00161	0.5	0.5	0.5	0.5
LINC00173	0.5	0.5	1.803725363	24.38281293
LINC00189	0.5	0.5	0.5	0.5
LINC00200	0.5	0.5	0.5	0.5
LINC00207	0.5	0.5	0.5	0.5
LINC00208	0.5	0.5	0.5	0.5
LINC00221	0.5	0.5	0.5	0.5
LINC00226	0.5	0.5	0.5	0.5
LINC00229	0.5	0.5	0.5	0.5
LINC00238	0.5	0.5	0.5	0.5
LINC00244	0.5	0.5	0.5	0.5
LINC00246A	0.5	0.5	0.5	0.5
LINC00246B	0.5	0.5	0.5	0.5
LINC00251	0.5	0.5	0.5	0.5
LINC00254	0.5	0.5	0.5	0.5
LINC00264	0.5	0.5	0.5	0.5
LINC00271	0.5	0.5	0.5	0.5
LINC00272	0.5	0.5	0.5	0.5
LINC00273	0.5	0.5	0.5	0.5
LINC00277	0.5	0.5	0.5	0.5
LINC00282	0.5	0.5	0.5	0.5
LINC00284	0.5	0.5	0.5	0.5
LINC00290	0.5	0.5	0.5	0.5
LINC00293	0.5	0.5	0.5	0.5
LINC00299	0.5	0.5	0.5	0.5
LINC00301	0.5	0.5	0.5	0.5
LINC00304	0.5	0.5	0.5	0.5
LINC00305	0.5	0.5	0.5	0.5
LINC00307	0.5	0.5	0.5	0.5
LINC00308	0.5	0.5	0.5	0.5
LINC00309	0.5	0.5	0.5	0.5
LINC00311	0.5	0.5	0.5	0.5
LINC00314	0.5	0.5	0.5	0.5
LINC00315	0.5	0.5	1.803725363	0.5
LINC00317	0.5	0.5	0.5	89.91162267
LINC00320	0.5	0.5	0.5	0.5
LINC00326	0.5	0.5	0.5	0.5
LINC00330	0.5	0.5	0.5	0.5
LINC00336	0.5	0.5	3.607450726	0.5
LINC00343	0.5	0.5	0.5	0.5
LINC00347	0.5	0.5	0.5	0.5
LINC00348	0.5	0.5	0.5	1.523925808
LINC00410	0.5	0.5	0.5	0.5
LINC00426	0.5	0.5	0.5	0.5
LINC00442	0.5	0.5	0.5	0.5
LINC00469	0.5	0.5	0.5	0.5
LINC00470	0.5	0.5	0.5	0.5
LINC00474	0.5	0.5	0.5	0.5
LINC00477	0.5	0.5	0.5	0.5
LINC00483	0.5	0.5	0.5	0.5
LINC00486	0.5	0.5	0.5	0.5
LINC00487	0.5	0.5	0.5	0.5
LINC00488	0.5	0.5	0.5	0.5
LINC00507	0.5	0.5	0.5	0.5
LINC00514	0.5	0.5	0.5	0.5
LINC00521	0.5	0.5	0.5	0.5
LINC00523	0.5	0.5	0.5	0.5
LINC00538	0.5	0.5	0.5	0.5
LINC00547	0.5	0.5	0.5	0.5
LINC00548	0.5	0.5	0.5	1.523925808
LINC00550	0.5	0.5	0.5	0.5
LINC00558	0.5	0.5	0.5	0.5
LINC00575	0.5	0.5	0.5	0.5
LINC00577	0.5	0.5	0.5	0.5
LINC00582	0.5	0.5	0.5	0.5
LINC00583	0.5	0.5	0.5	0.5
LINC00588	0.5	0.5	0.5	0.5
LINC00593	0.5	0.5	0.5	0.5
LINC00596	0.5	0.5	0.5	0.5
LINC00599	0.5	0.5	0.5	0.5
LINGO4	0.5	0.5	0.5	0.5
LIPF	0.5	0.5	0.5	0.5
LIPI	0.5	0.5	0.5	0.5
LIPJ	0.5	0.5	0.5	0.5
LIPK	0.5	0.5	0.5	0.5
LIPM	0.5	0.5	0.5	0.5
LIPN	0.5	0.5	0.5	0.5
LIX1	0.5	0.5	0.5	0.5
LMAN1L	0.5	0.5	0.5	0.5
LMOD3	0.5	0.5	0.5	0.5
LMX1A	0.5	0.5	0.5	0.5
LOC1720	0.5	0.5	0.5	0.5
LOC63930	0.5	0.5	0.5	0.5
LOC84931	0.5	0.5	0.5	0.5
LOC93432	0.5	0.5	0.5	0.5
LOC116437	0.5	0.5	0.5	0.5
LOC120824	0.5	0.5	0.5	0.5
LOC126536	0.5	0.5	0.5	1.523925808
LOC144742	0.5	0.5	0.5	0.5
LOC145216	0.5	0.5	0.5	0.5
LOC145474	0.5	0.5	0.5	0.5
LOC145820	0.5	0.5	0.5	0.5
LOC146481	0.5	0.5	0.5	0.5
LOC146513	0.5	0.5	0.5	0.5
LOC147093	0.5	0.5	0.5	0.5
LOC148145	0.5	0.5	0.5	0.5
LOC148696	0.5	0.5	0.5	0.5
LOC148824	0.5	0.5	0.5	0.5
LOC149086	0.5	0.5	0.5	0.5
LOC149373	0.5	0.5	0.5	0.5
LOC149837	0.5	0.5	0.5	51.81347747
LOC149950	0.5	0.5	0.5	0.5
LOC150185	0.5	0.5	0.5	0.5
LOC150568	0.5	0.5	0.5	3.047851616
LOC150622	0.5	0.5	0.5	0.5
LOC150935	0.5	0.5	0.5	0.5
LOC151171	0.5	0.5	0.5	0.5
LOC151484	0.5	0.5	0.5	0.5
LOC151658	0.5	0.5	0.5	0.5
LOC152225	0.5	0.5	14.4298029	19.8110355
LOC153469	0.5	0.5	0.5	0.5
LOC153910	0.5	0.5	1.803725363	6.095703232
LOC154449	0.5	0.5	0.5	0.5
LOC154872	0.5	0.5	0.5	0.5
LOC157273	0.5	0.5	0.5	0.5
LOC158434	0.5	0.5	0.5	0.5
LOC158435	0.5	0.5	0.5	0.5
LOC158696	0.5	0.5	0.5	24.38281293
LOC170425	0.5	0.5	3.607450726	45.71777424
LOC200726	0.5	0.5	0.5	0.5
LOC200772	0.5	0.5	0.5	0.5
LOC201477	0.5	0.5	0.5	0.5
LOC201617	0.5	0.5	0.5	9.143554848
LOC221122	0.5	0.5	0.5	0.5
LOC253044	0.5	0.5	0.5	0.5
LOC253573	0.5	0.5	0.5	0.5
LOC253962	0.5	0.5	0.5	0.5
LOC254099	0.5	0.5	0.5	0.5
LOC254312	0.5	0.5	0.5	1.523925808
LOC255025	0.5	0.5	0.5	0.5
LOC255411	0.5	0.5	0.5	0.5
LOC255480	0.5	0.5	0.5	0.5
LOC255654	0.5	0.5	0.5	0.5
LOC282980	0.5	0.5	0.5	0.5
LOC283033	0.5	0.5	0.5	0.5
LOC283089	0.5	0.5	0.5	0.5
LOC283143	0.5	0.5	0.5	0.5
LOC283177	0.5	0.5	0.5	0.5
LOC283214	0.5	0.5	0.5	0.5
LOC283332	0.5	0.5	0.5	0.5
LOC283440	0.5	0.5	0.5	1.523925808
LOC283547	0.5	0.5	0.5	16.76318389
LOC283585	0.5	0.5	0.5	0.5
LOC283587	0.5	0.5	0.5	0.5
LOC283688	0.5	0.5	0.5	0.5
LOC283710	0.5	0.5	0.5	0.5
LOC283738	0.5	0.5	0.5	0.5
LOC283761	0.5	0.5	0.5	0.5
LOC283867	0.5	0.5	0.5	0.5
LOC283888	0.5	0.5	0.5	10.66748066
LOC283914	0.5	0.5	0.5	0.5
LOC284100	0.5	0.5	5.411176089	0.5
LOC284215	0.5	0.5	0.5	4.571777424
LOC284260	0.5	0.5	0.5	1.523925808
LOC284276	0.5	0.5	37.87823262	0.5
LOC284294	0.5	0.5	0.5	0.5
LOC284379	0.5	0.5	0.5	0.5
LOC284395	0.5	0.5	0.5	0.5
LOC284578	0.5	0.5	0.5	0.5
LOC284632	0.5	0.5	0.5	0.5
LOC284661	0.5	0.5	0.5	0.5
LOC284688	0.5	0.5	0.5	0.5
LOC284757	0.5	0.5	34.27078189	0.5
LOC284788	0.5	0.5	0.5	0.5
LOC284798	0.5	0.5	0.5	0.5
LOC284801	0.5	0.5	0.5	0.5
LOC284865	0.5	0.5	0.5	0.5
LOC284933	0.5	0.5	0.5	0.5
LOC284998	0.5	0.5	0.5	0.5
LOC285000	0.5	0.5	0.5	0.5
LOC285084	0.5	0.5	64.93411306	0.5
LOC285103	0.5	0.5	0.5	4.571777424
LOC285205	0.5	0.5	1.803725363	0.5
LOC285326	0.5	0.5	0.5	0.5
LOC285375	0.5	0.5	0.5	0.5
LOC285401	0.5	0.5	0.5	0.5
LOC285419	0.5	0.5	1.803725363	0.5
LOC285441	0.5	0.5	0.5	0.5
LOC285456	0.5	0.5	1.803725363	0.5
LOC285501	0.5	0.5	0.5	10.66748066
LOC285547	0.5	0.5	1.803725363	0.5
LOC285593	0.5	0.5	0.5	0.5
LOC285627	0.5	0.5	0.5	0.5
LOC285692	0.5	0.5	0.5	0.5
LOC285740	0.5	0.5	0.5	0.5
LOC285758	0.5	0.5	0.5	25.90673874
LOC285762	0.5	0.5	0.5	0.5
LOC285796	0.5	0.5	0.5	0.5
LOC285819	0.5	0.5	0.5	0.5
LOC285847	0.5	0.5	0.5	0.5
LOC285878	0.5	0.5	0.5	0.5
LOC285889	0.5	0.5	0.5	0.5
LOC285972	0.5	0.5	0.5	12.19140646
LOC286002	0.5	0.5	0.5	1.523925808
LOC286083	0.5	0.5	0.5	0.5
LOC286094	0.5	0.5	0.5	0.5
LOC286114	0.5	0.5	0.5	0.5
LOC286135	0.5	0.5	0.5	0.5
LOC286177	0.5	0.5	0.5	0.5
LOC286184	0.5	0.5	0.5	0.5
LOC286186	0.5	0.5	0.5	0.5
LOC286238	0.5	0.5	0.5	0.5
LOC286359	0.5	0.5	0.5	0.5
LOC286370	0.5	0.5	0.5	0.5
LOC286442	0.5	0.5	0.5	0.5
LOC338579	0.5	0.5	0.5	0.5
LOC338588	0.5	0.5	0.5	0.5
LOC338963	0.5	0.5	0.5	0.5
LOC339240	0.5	0.5	0.5	0.5
LOC339298	0.5	0.5	0.5	0.5
LOC339442	0.5	0.5	0.5	0.5
LOC339505	0.5	0.5	0.5	0.5
LOC339529	0.5	0.5	0.5	0.5
LOC339568	0.5	0.5	0.5	0.5
LOC339622	0.5	0.5	0.5	0.5
LOC339666	0.5	0.5	0.5	0.5
LOC339685	0.5	0.5	3.607450726	0.5
LOC339788	0.5	0.5	0.5	0.5
LOC339807	0.5	0.5	0.5	0.5
LOC339822	0.5	0.5	0.5	0.5
LOC339862	0.5	0.5	0.5	0.5
LOC339926	0.5	0.5	0.5	0.5
LOC340017	0.5	0.5	0.5	0.5
LOC340073	0.5	0.5	0.5	0.5
LOC340074	0.5	0.5	0.5	0.5
LOC340094	0.5	0.5	0.5	0.5
LOC340107	0.5	0.5	0.5	0.5
LOC340113	0.5	0.5	0.5	0.5
LOC340357	0.5	0.5	0.5	0.5
LOC340515	0.5	0.5	0.5	0.5
LOC344967	0.5	0.5	0.5	0.5
LOC347411	0.5	0.5	0.5	0.5
LOC349160	0.5	0.5	0.5	0.5
LOC388276	0.5	0.5	0.5	0.5
LOC388387	0.5	0.5	0.5	0.5
LOC388553	0.5	0.5	0.5	0.5
LOC388813	0.5	0.5	0.5	0.5
LOC388942	0.5	0.5	0.5	0.5
LOC389023	0.5	0.5	0.5	0.5
LOC389043	0.5	0.5	0.5	0.5
LOC389458	0.5	0.5	0.5	0.5
LOC389493	0.5	0.5	0.5	0.5
LOC389705	0.5	0.5	0.5	0.5
LOC390858	0.5	0.5	0.5	0.5
LOC392196	0.5	0.5	0.5	0.5
LOC392232	0.5	0.5	0.5	0.5
LOC392364	0.5	0.5	0.5	0.5
LOC399708	0.5	0.5	0.5	0.5
LOC399715	0.5	0.5	1.803725363	4.571777424
LOC399829	0.5	0.5	0.5	0.5
LOC400238	0.5	0.5	0.5	0.5
LOC400456	0.5	0.5	0.5	0.5
LOC400548	0.5	0.5	0.5	0.5
LOC400558	0.5	0.5	0.5	0.5
LOC400620	0.5	0.5	0.5	0.5
LOC400643	0.5	0.5	1.803725363	13.71533227
LOC400654	0.5	0.5	0.5	0.5
LOC400655	0.5	0.5	0.5	80.76806783
LOC400794	0.5	0.5	0.5	0.5
LOC400940	0.5	0.5	0.5	0.5
LOC400958	0.5	0.5	0.5	0.5
LOC401134	0.5	0.5	0.5	0.5
LOC401164	0.5	0.5	0.5	0.5
LOC401177	0.5	0.5	0.5	0.5
LOC401324	0.5	0.5	0.5	0.5
LOC401463	0.5	0.5	0.5	0.5
LOC401497	0.5	0.5	0.5	0.5
LOC401557	0.5	0.5	0.5	0.5
LOC401980	0.5	0.5	0.5	0.5
LOC402779	0.5	0.5	0.5	0.5
LOC415056	0.5	0.5	0.5	0.5
LOC439950	0.5	0.5	0.5	0.5
LOC440040	0.5	0.5	0.5	0.5
LOC440041	0.5	0.5	0.5	0.5
LOC440117	0.5	0.5	0.5	0.5
LOC440131	0.5	0.5	0.5	0.5
LOC440518	0.5	0.5	0.5	0.5
LOC440563	0.5	0.5	0.5	0.5
LOC440700	0.5	0.5	0.5	0.5
LOC440704	0.5	0.5	0.5	0.5
LOC440896	0.5	0.5	0.5	3.047851616
LOC440900	0.5	0.5	9.018626814	0.5
LOC440910	0.5	0.5	0.5	6.095703232
LOC441009	0.5	0.5	0.5	0.5
LOC441025	0.5	0.5	0.5	0.5
LOC441601	0.5	0.5	0.5	0.5
LOC442028	0.5	0.5	0.5	0.5
LOC442132	0.5	0.5	0.5	1.523925808
LOC494127	0.5	0.5	0.5	0.5
LOC494558	0.5	0.5	0.5	0.5
LOC503519	0.5	0.5	0.5	0.5
LOC541473	0.5	0.5	0.5	0.5
LOC550113	0.5	0.5	0.5	0.5
LOC554201	0.5	0.5	0.5	0.5
LOC574538	0.5	0.5	0.5	0.5
LOC641365	0.5	0.5	0.5	0.5
LOC641367	0.5	0.5	1.803725363	0.5
LOC641746	0.5	0.5	0.5	0.5
LOC642426	0.5	0.5	0.5	0.5
LOC642929	0.5	0.5	0.5	0.5
LOC643037	0.5	0.5	0.5	0.5
LOC643441	0.5	0.5	0.5	0.5
LOC643486	0.5	0.5	0.5	18.2871097
LOC643542	0.5	0.5	0.5	0.5
LOC643623	0.5	0.5	0.5	0.5
LOC643714	0.5	0.5	0.5	0.5
LOC643733	0.5	0.5	0.5	0.5
LOC643802	0.5	0.5	0.5	0.5
LOC643923	0.5	0.5	0.5	3.047851616
LOC643955	0.5	0.5	0.5	1.523925808
LOC644145	0.5	0.5	0.5	0.5
LOC644189	0.5	0.5	0.5	0.5
LOC644248	0.5	0.5	0.5	0.5
LOC644649	0.5	0.5	0.5	0.5
LOC644669	0.5	0.5	0.5	1.523925808
LOC644838	0.5	0.5	0.5	0.5
LOC645206	0.5	0.5	3.607450726	0.5
LOC645355	0.5	0.5	0.5	0.5
LOC645434	0.5	0.5	0.5	0.5
LOC645591	0.5	0.5	0.5	0.5
LOC645752	0.5	0.5	0.5	0.5
LOC645949	0.5	0.5	0.5	4.571777424
LOC646168	0.5	0.5	0.5	0.5
LOC646498	0.5	0.5	0.5	0.5
LOC646627	0.5	0.5	0.5	0.5
LOC646736	0.5	0.5	0.5	0.5
LOC646813	0.5	0.5	0.5	0.5
LOC647107	0.5	0.5	0.5	0.5
LOC647323	0.5	0.5	0.5	0.5
LOC648691	0.5	0.5	0.5	0.5
LOC648740	0.5	0.5	0.5	0.5
LOC649133	0.5	0.5	0.5	0.5
LOC649330	0.5	0.5	0.5	0.5
LOC650293	0.5	0.5	0.5	0.5
LOC653486	0.5	0.5	0.5	0.5
LOC723809	0.5	0.5	0.5	0.5
LOC727677	0.5	0.5	0.5	0.5
LOC727710	0.5	0.5	0.5	0.5
LOC727924	0.5	0.5	0.5	0.5
LOC727982	0.5	0.5	0.5	0.5
LOC728012	0.5	0.5	0.5	0.5
LOC728040	0.5	0.5	0.5	0.5
LOC728066	0.5	0.5	0.5	0.5
LOC728175	0.5	0.5	1.803725363	0.5
LOC728218	0.5	0.5	0.5	0.5
LOC728342	0.5	0.5	0.5	0.5
LOC728606	0.5	0.5	0.5	0.5
LOC728716	0.5	0.5	0.5	0.5
LOC728724	0.5	0.5	0.5	0.5
LOC729080	0.5	0.5	0.5	0.5
LOC729121	0.5	0.5	0.5	0.5
LOC729264	0.5	0.5	0.5	48.76562586
LOC729420	0.5	0.5	3.607450726	0.5
LOC729609	0.5	0.5	0.5	0.5
LOC729739	0.5	0.5	0.5	0.5
