Run,Age,Assay Type,AvgSpotLen,Bases,Biomaterial_provider,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,samplenumber,sex,SRA Study,tissue
SRR10223585,not applicable,AMPLICON,127,252639449,not applicable,PRJNA574555,SAMN12904494,Human,104311205,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6943111,Illumina HiSeq 2500,not applicable,normal.ct.791,PAIRED,PCR,OTHER,252,99,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471263,normal.ct.791,normal.ct.791,missing,SRP223644,blood
SRR10223586,not applicable,AMPLICON,252,146426616,not applicable,PRJNA574555,SAMN12903783,Human,59714236,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6943110,Illumina HiSeq 2500,not applicable,normal.ct.150,PAIRED,PCR,OTHER,146,56,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471262,normal.ct.150,normal.ct.150,missing,SRP223644,blood
SRR10223587,not applicable,AMPLICON,127,250683776,not applicable,PRJNA574555,SAMN12904493,Human,100438287,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6943109,Illumina HiSeq 2500,not applicable,normal.ct.790,PAIRED,PCR,OTHER,250,95,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471261,normal.ct.790,normal.ct.790,missing,SRP223644,blood
SRR10223588,not applicable,AMPLICON,252,132784848,not applicable,PRJNA574555,SAMN12904492,Human,53985180,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX6943108,Illumina HiSeq 2500,not applicable,normal.ct.79,PAIRED,PCR,OTHER,132,51,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471260,normal.ct.79,normal.ct.79,missing,SRP223644,blood
SRR10223589,not applicable,AMPLICON,127,268459331,not applicable,PRJNA574555,SAMN12904491,Human,106959736,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX6943107,Illumina HiSeq 2500,not applicable,normal.ct.789,PAIRED,PCR,OTHER,268,102,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471259,normal.ct.789,normal.ct.789,missing,SRP223644,blood
SRR10223590,not applicable,AMPLICON,127,257012567,not applicable,PRJNA574555,SAMN12904490,Human,107253804,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6943106,Illumina HiSeq 2500,not applicable,normal.ct.788,PAIRED,PCR,OTHER,257,102,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471258,normal.ct.788,normal.ct.788,missing,SRP223644,blood
SRR10223591,not applicable,AMPLICON,127,271664938,not applicable,PRJNA574555,SAMN12904489,Human,108972286,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX6943105,Illumina HiSeq 2500,not applicable,normal.ct.787,PAIRED,PCR,OTHER,271,103,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471257,normal.ct.787,normal.ct.787,missing,SRP223644,blood
SRR10223592,not applicable,AMPLICON,127,235831253,not applicable,PRJNA574555,SAMN12904488,Human,90668314,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX6943104,Illumina HiSeq 2500,not applicable,normal.ct.786,PAIRED,PCR,OTHER,235,86,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471256,normal.ct.786,normal.ct.786,missing,SRP223644,blood
SRR10223593,not applicable,AMPLICON,127,279065101,not applicable,PRJNA574555,SAMN12904487,Human,113863518,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6943103,Illumina HiSeq 2500,not applicable,normal.ct.785,PAIRED,PCR,OTHER,279,108,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471255,normal.ct.785,normal.ct.785,missing,SRP223644,blood
SRR10223594,not applicable,AMPLICON,127,272165572,not applicable,PRJNA574555,SAMN12904486,Human,111135076,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6943102,Illumina HiSeq 2500,not applicable,normal.ct.784,PAIRED,PCR,OTHER,272,105,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471254,normal.ct.784,normal.ct.784,missing,SRP223644,blood
SRR10223595,not applicable,AMPLICON,127,314679965,not applicable,PRJNA574555,SAMN12904485,Human,124998620,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX6943101,Illumina HiSeq 2500,not applicable,normal.ct.783,PAIRED,PCR,OTHER,314,119,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471253,normal.ct.783,normal.ct.783,missing,SRP223644,blood
SRR10223596,not applicable,AMPLICON,127,300312074,not applicable,PRJNA574555,SAMN12904484,Human,119991981,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX6943100,Illumina HiSeq 2500,not applicable,normal.ct.782,PAIRED,PCR,OTHER,300,114,Homo sapiens,ILLUMINA,2019-10-04T00:00:00Z,SRS5471252,normal.ct.782,normal.ct.782,missing,SRP223644,blood
SRR10223597,not applicable,AMPLICON,252,126495432,not applicable,PRJNA574555,SAMN12903782,Human,50754841,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6943099,Illumina HiSeq 2500,not applicable,normal.ct.15,PAIRED,PCR,OTHER,126,48,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471251,normal.ct.15,normal.ct.15,missing,SRP223644,blood
SRR10223598,not applicable,AMPLICON,127,289291649,not applicable,PRJNA574555,SAMN12904483,Human,114121119,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6943098,Illumina HiSeq 2500,not applicable,normal.ct.781,PAIRED,PCR,OTHER,289,108,Homo sapiens,ILLUMINA,2019-10-04T00:00:00Z,SRS5471250,normal.ct.781,normal.ct.781,missing,SRP223644,blood
SRR10223599,not applicable,AMPLICON,127,318646937,not applicable,PRJNA574555,SAMN12904482,Human,130299618,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6943097,Illumina HiSeq 2500,not applicable,normal.ct.780,PAIRED,PCR,OTHER,318,124,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471249,normal.ct.780,normal.ct.780,missing,SRP223644,blood
SRR10223600,not applicable,AMPLICON,252,126563220,not applicable,PRJNA574555,SAMN12904481,Human,56637572,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX6943096,Illumina HiSeq 2500,not applicable,normal.ct.78,PAIRED,PCR,OTHER,126,54,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471248,normal.ct.78,normal.ct.78,missing,SRP223644,blood
SRR10223601,not applicable,AMPLICON,127,294470455,not applicable,PRJNA574555,SAMN12904480,Human,124204162,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6943095,Illumina HiSeq 2500,not applicable,normal.ct.779,PAIRED,PCR,OTHER,294,118,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471247,normal.ct.779,normal.ct.779,missing,SRP223644,blood
SRR10223602,not applicable,AMPLICON,127,309200931,not applicable,PRJNA574555,SAMN12904479,Human,122658384,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6943094,Illumina HiSeq 2500,not applicable,normal.ct.778,PAIRED,PCR,OTHER,309,116,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471246,normal.ct.778,normal.ct.778,missing,SRP223644,blood
SRR10223603,not applicable,AMPLICON,127,316435359,not applicable,PRJNA574555,SAMN12904478,Human,127926177,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6943093,Illumina HiSeq 2500,not applicable,normal.ct.777,PAIRED,PCR,OTHER,316,121,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471245,normal.ct.777,normal.ct.777,missing,SRP223644,blood
SRR10223605,not applicable,AMPLICON,127,350756601,not applicable,PRJNA574555,SAMN12904476,Human,134069243,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX6943091,Illumina HiSeq 2500,not applicable,normal.ct.775,PAIRED,PCR,OTHER,350,127,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471243,normal.ct.775,normal.ct.775,missing,SRP223644,blood
SRR10223606,not applicable,AMPLICON,127,356349173,not applicable,PRJNA574555,SAMN12904475,Human,136344631,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX6943090,Illumina HiSeq 2500,not applicable,normal.ct.774,PAIRED,PCR,OTHER,356,130,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471242,normal.ct.774,normal.ct.774,missing,SRP223644,blood
SRR10223607,not applicable,AMPLICON,127,344004519,not applicable,PRJNA574555,SAMN12904474,Human,131708038,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6943089,Illumina HiSeq 2500,not applicable,normal.ct.773,PAIRED,PCR,OTHER,344,125,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471241,normal.ct.773,normal.ct.773,missing,SRP223644,blood
SRR10223608,not applicable,AMPLICON,252,168247548,not applicable,PRJNA574555,SAMN12903781,Human,70138970,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX6943088,Illumina HiSeq 2500,not applicable,normal.ct.149,PAIRED,PCR,OTHER,168,66,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471240,normal.ct.149,normal.ct.149,missing,SRP223644,blood
SRR10223609,not applicable,AMPLICON,127,354268024,not applicable,PRJNA574555,SAMN12904473,Human,132569346,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6943087,Illumina HiSeq 2500,not applicable,normal.ct.772,PAIRED,PCR,OTHER,354,126,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471239,normal.ct.772,normal.ct.772,missing,SRP223644,blood
SRR10223610,not applicable,AMPLICON,127,423243756,not applicable,PRJNA574555,SAMN12904472,Human,157928577,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6943086,Illumina HiSeq 2500,not applicable,normal.ct.771,PAIRED,PCR,OTHER,423,150,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471238,normal.ct.771,normal.ct.771,missing,SRP223644,blood
SRR10223611,not applicable,AMPLICON,252,157670856,not applicable,PRJNA574555,SAMN12904471,Human,65936935,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6943085,Illumina HiSeq 2500,not applicable,normal.ct.770,PAIRED,PCR,OTHER,157,62,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471237,normal.ct.770,normal.ct.770,missing,SRP223644,blood
SRR10223612,not applicable,AMPLICON,110,46970990,not applicable,PRJNA574555,SAMN12904470,Human,26976860,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX6943084,Illumina HiSeq 2500,not applicable,normal.ct.77,PAIRED,PCR,OTHER,46,25,Homo sapiens,ILLUMINA,2019-10-04T00:00:00Z,SRS5471236,normal.ct.77,normal.ct.77,missing,SRP223644,blood
SRR10223613,not applicable,AMPLICON,252,154573272,not applicable,PRJNA574555,SAMN12904469,Human,63192741,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6943083,Illumina HiSeq 2500,not applicable,normal.ct.769,PAIRED,PCR,OTHER,154,60,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471235,normal.ct.769,normal.ct.769,missing,SRP223644,blood
SRR10223614,not applicable,AMPLICON,252,142375968,not applicable,PRJNA574555,SAMN12904468,Human,57241595,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6943082,Illumina HiSeq 2500,not applicable,normal.ct.768,PAIRED,PCR,OTHER,142,54,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471234,normal.ct.768,normal.ct.768,missing,SRP223644,blood
SRR10223615,not applicable,AMPLICON,252,155720880,not applicable,PRJNA574555,SAMN12904467,Human,63753404,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX6943081,Illumina HiSeq 2500,not applicable,normal.ct.767,PAIRED,PCR,OTHER,155,60,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471233,normal.ct.767,normal.ct.767,missing,SRP223644,blood
SRR10223616,not applicable,AMPLICON,252,164358180,not applicable,PRJNA574555,SAMN12904466,Human,68668514,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6943080,Illumina HiSeq 2500,not applicable,normal.ct.766,PAIRED,PCR,OTHER,164,65,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471232,normal.ct.766,normal.ct.766,missing,SRP223644,blood
SRR10223617,not applicable,AMPLICON,252,127955772,not applicable,PRJNA574555,SAMN12904465,Human,54132603,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX6943079,Illumina HiSeq 2500,not applicable,normal.ct.765,PAIRED,PCR,OTHER,127,51,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471231,normal.ct.765,normal.ct.765,missing,SRP223644,blood
SRR10223618,not applicable,AMPLICON,252,145993680,not applicable,PRJNA574555,SAMN12904464,Human,59906715,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6943078,Illumina HiSeq 2500,not applicable,normal.ct.764,PAIRED,PCR,OTHER,145,57,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471230,normal.ct.764,normal.ct.764,missing,SRP223644,blood
SRR10223619,not applicable,AMPLICON,252,141211980,not applicable,PRJNA574555,SAMN12903780,Human,63024351,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX6943077,Illumina HiSeq 2500,not applicable,normal.ct.148,PAIRED,PCR,OTHER,141,60,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471229,normal.ct.148,normal.ct.148,missing,SRP223644,blood
SRR10223620,not applicable,AMPLICON,252,160293420,not applicable,PRJNA574555,SAMN12904463,Human,66033972,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6943076,Illumina HiSeq 2500,not applicable,normal.ct.763,PAIRED,PCR,OTHER,160,62,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471228,normal.ct.763,normal.ct.763,missing,SRP223644,blood
SRR10223621,not applicable,AMPLICON,252,216025488,not applicable,PRJNA574555,SAMN12904462,Human,87833461,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX6943075,Illumina HiSeq 2500,not applicable,normal.ct.762,PAIRED,PCR,OTHER,216,83,Homo sapiens,ILLUMINA,2019-10-04T00:00:00Z,SRS5471227,normal.ct.762,normal.ct.762,missing,SRP223644,blood
SRR10223622,not applicable,AMPLICON,252,150094728,not applicable,PRJNA574555,SAMN12904461,Human,61107276,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6943074,Illumina HiSeq 2500,not applicable,normal.ct.761,PAIRED,PCR,OTHER,150,58,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471226,normal.ct.761,normal.ct.761,missing,SRP223644,blood
SRR10223623,not applicable,AMPLICON,252,168227892,not applicable,PRJNA574555,SAMN12904460,Human,68970143,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6943073,Illumina HiSeq 2500,not applicable,normal.ct.760,PAIRED,PCR,OTHER,168,65,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471225,normal.ct.760,normal.ct.760,missing,SRP223644,blood
SRR10223624,not applicable,AMPLICON,252,114362640,not applicable,PRJNA574555,SAMN12904459,Human,51399398,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6943072,Illumina HiSeq 2500,not applicable,normal.ct.76,PAIRED,PCR,OTHER,114,49,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471224,normal.ct.76,normal.ct.76,missing,SRP223644,blood
SRR10223625,not applicable,AMPLICON,252,121544892,not applicable,PRJNA574555,SAMN12904458,Human,48953833,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX6943071,Illumina HiSeq 2500,not applicable,normal.ct.759,PAIRED,PCR,OTHER,121,46,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471223,normal.ct.759,normal.ct.759,missing,SRP223644,blood
SRR10223626,not applicable,AMPLICON,252,170426088,not applicable,PRJNA574555,SAMN12904457,Human,70198556,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX6943070,Illumina HiSeq 2500,not applicable,normal.ct.758,PAIRED,PCR,OTHER,170,66,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471222,normal.ct.758,normal.ct.758,missing,SRP223644,blood
SRR10223627,not applicable,AMPLICON,104,59361744,not applicable,PRJNA574555,SAMN12904456,Human,33950570,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6943069,Illumina HiSeq 2500,not applicable,normal.ct.757,PAIRED,PCR,OTHER,59,32,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471221,normal.ct.757,normal.ct.757,missing,SRP223644,blood
SRR10223628,not applicable,AMPLICON,104,55717272,not applicable,PRJNA574555,SAMN12904455,Human,32034448,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6943068,Illumina HiSeq 2500,not applicable,normal.ct.756,PAIRED,PCR,OTHER,55,30,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471220,normal.ct.756,normal.ct.756,missing,SRP223644,blood
SRR10223629,not applicable,AMPLICON,110,47849450,not applicable,PRJNA574555,SAMN12904454,Human,27697005,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6943067,Illumina HiSeq 2500,not applicable,normal.ct.755,PAIRED,PCR,OTHER,47,26,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471219,normal.ct.755,normal.ct.755,missing,SRP223644,blood
SRR10223630,not applicable,AMPLICON,252,132005412,not applicable,PRJNA574555,SAMN12903779,Human,57636450,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6943066,Illumina HiSeq 2500,not applicable,normal.ct.147,PAIRED,PCR,OTHER,132,54,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471218,normal.ct.147,normal.ct.147,missing,SRP223644,blood
SRR10223631,not applicable,AMPLICON,110,58095400,not applicable,PRJNA574555,SAMN12904453,Human,32794536,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX6943065,Illumina HiSeq 2500,not applicable,normal.ct.754,PAIRED,PCR,OTHER,58,31,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471217,normal.ct.754,normal.ct.754,missing,SRP223644,blood
SRR10223633,not applicable,AMPLICON,252,232351560,not applicable,PRJNA574555,SAMN12904451,Human,90476365,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX6943063,Illumina HiSeq 2500,not applicable,normal.ct.752,PAIRED,PCR,OTHER,232,86,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471215,normal.ct.752,normal.ct.752,missing,SRP223644,blood
SRR10223634,not applicable,AMPLICON,252,140632884,not applicable,PRJNA574555,SAMN12904450,Human,62243683,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX6943062,Illumina HiSeq 2500,not applicable,normal.ct.751,PAIRED,PCR,OTHER,140,59,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471214,normal.ct.751,normal.ct.751,missing,SRP223644,blood
SRR10223635,not applicable,AMPLICON,252,130865868,not applicable,PRJNA574555,SAMN12904449,Human,58576135,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6943061,Illumina HiSeq 2500,not applicable,normal.ct.750,PAIRED,PCR,OTHER,130,55,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471213,normal.ct.750,normal.ct.750,missing,SRP223644,blood
SRR10223636,not applicable,AMPLICON,104,60479744,not applicable,PRJNA574555,SAMN12904448,Human,34242157,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX6943060,Illumina HiSeq 2500,not applicable,normal.ct.75,PAIRED,PCR,OTHER,60,32,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471212,normal.ct.75,normal.ct.75,missing,SRP223644,blood
SRR10223637,not applicable,AMPLICON,252,117125064,not applicable,PRJNA574555,SAMN12904447,Human,52606492,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX6943059,Illumina HiSeq 2500,not applicable,normal.ct.749,PAIRED,PCR,OTHER,117,50,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471211,normal.ct.749,normal.ct.749,missing,SRP223644,blood
SRR10223638,not applicable,AMPLICON,252,112840812,not applicable,PRJNA574555,SAMN12904446,Human,49977626,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6943058,Illumina HiSeq 2500,not applicable,normal.ct.748,PAIRED,PCR,OTHER,112,47,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471210,normal.ct.748,normal.ct.748,missing,SRP223644,blood
SRR10223639,not applicable,AMPLICON,252,112258692,not applicable,PRJNA574555,SAMN12904445,Human,49276608,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX6943057,Illumina HiSeq 2500,not applicable,normal.ct.747,PAIRED,PCR,OTHER,112,46,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471209,normal.ct.747,normal.ct.747,missing,SRP223644,blood
SRR10223640,not applicable,AMPLICON,110,58355990,not applicable,PRJNA574555,SAMN12904444,Human,33326659,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6943056,Illumina HiSeq 2500,not applicable,normal.ct.746,PAIRED,PCR,OTHER,58,31,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471208,normal.ct.746,normal.ct.746,missing,SRP223644,blood
SRR10223641,not applicable,AMPLICON,104,69291664,not applicable,PRJNA574555,SAMN12903778,Human,39467726,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6943055,Illumina HiSeq 2500,not applicable,normal.ct.146,PAIRED,PCR,OTHER,69,37,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471207,normal.ct.146,normal.ct.146,missing,SRP223644,blood
SRR10223642,not applicable,AMPLICON,252,117743220,not applicable,PRJNA574555,SAMN12904443,Human,51470113,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6943054,Illumina HiSeq 2500,not applicable,normal.ct.745,PAIRED,PCR,OTHER,117,49,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471206,normal.ct.745,normal.ct.745,missing,SRP223644,blood
SRR10223643,not applicable,AMPLICON,252,117199404,not applicable,PRJNA574555,SAMN12904442,Human,52228130,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX6943053,Illumina HiSeq 2500,not applicable,normal.ct.744,PAIRED,PCR,OTHER,117,49,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471205,normal.ct.744,normal.ct.744,missing,SRP223644,blood
SRR10223644,not applicable,AMPLICON,252,126660744,not applicable,PRJNA574555,SAMN12904441,Human,55194608,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6943052,Illumina HiSeq 2500,not applicable,normal.ct.743,PAIRED,PCR,OTHER,126,52,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5471204,normal.ct.743,normal.ct.743,missing,SRP223644,blood
SRR10223645,not applicable,AMPLICON,252,156980628,not applicable,PRJNA574555,SAMN12904440,Human,67299072,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6943051,Illumina HiSeq 2500,not applicable,normal.ct.742,PAIRED,PCR,OTHER,156,64,Homo sapiens,ILLUMINA,2019-10-04T00:00:00Z,SRS5471203,normal.ct.742,normal.ct.742,missing,SRP223644,blood
