bcr_sample_barcode	bcr_portion_barcode	bcr_portion_uuid	LCE	date_of_creation	is_ffpe	portion_number	weight
TCGA-44-7672-01A	TCGA-44-7672-01A-11	0971d4c2-f605-44fc-bca9-382776e883ea	[Not Available]	2011-11-10	NO	11	22.00
TCGA-44-7672-10A	TCGA-44-7672-10A-01	79c5fed3-123b-4457-9e18-0da3aa53bd8b	[Not Available]	2011-11-15	NO	01	[Not Available]
TCGA-44-7672-11A	TCGA-44-7672-11A-01	fa3f89f6-aefa-41d9-984f-6e608338c25e	[Not Available]	2011-11-07	NO	01	68.00
TCGA-53-7624-01A	TCGA-53-7624-01A-11	af8def74-ce01-4eaa-ae6c-6c7ae789dd93	[Not Available]	2011-10-28	NO	11	37.00
TCGA-53-7624-10A	TCGA-53-7624-10A-01	55bffbb6-834c-46d9-a478-09e18a321eda	[Not Available]	2011-11-01	NO	01	[Not Available]
TCGA-53-7626-01A	TCGA-53-7626-01A-12	1ed384bf-af16-49f6-a73c-5b1815729c3f	[Not Available]	2011-10-28	NO	12	26.00
TCGA-53-7626-10A	TCGA-53-7626-10A-01	07361a9a-d7a6-49a3-8ff1-02c49be78ace	[Not Available]	2011-11-01	NO	01	[Not Available]
TCGA-55-7576-01A	TCGA-55-7576-01A-11	4e9d28ae-d084-470b-92da-02aedd2b1937	LCE	2011-10-20	NO	11	22.00
TCGA-55-7576-10A	TCGA-55-7576-10A-01	d1cd02d8-6523-4619-96b4-19a83042495f	[Not Available]	2011-10-24	NO	01	[Not Available]
TCGA-55-7576-11A	TCGA-55-7576-11A-01	780f433b-ad5e-430d-a37f-3cf90010175a	[Not Available]	2011-10-20	NO	01	73.00
TCGA-64-1679-01A	TCGA-64-1679-01A-21	7574b5e1-1cf5-480a-89db-b9c2c8cebd11	[Not Available]	2011-10-25	NO	21	37.00
TCGA-64-1679-10A	TCGA-64-1679-10A-01	42bd3137-0fd7-4ff9-908e-606fe07c82a6	[Not Available]	2009-12-21	NO	01	[Not Available]
TCGA-64-1681-01A	TCGA-64-1681-01A-11	63e65ca6-1311-40d3-b417-ff9c6d32ba63	[Not Available]	2011-10-25	NO	11	36.00
TCGA-64-1681-10A	TCGA-64-1681-10A-01	c14b1a54-24d7-4e56-ac77-6098e3f02c8f	[Not Available]	2009-12-21	NO	01	[Not Available]
TCGA-78-7162-01A	TCGA-78-7162-01A-21	407067f7-be80-42e9-ae8c-67a3a4fdc430	[Not Available]	2011-07-28	NO	21	31.00
TCGA-78-7162-11A	TCGA-78-7162-11A-01	e77921c9-eb82-48b3-9e3c-a2ac4d566229	[Not Available]	2011-07-29	NO	01	22.00
TCGA-78-7163-01A	TCGA-78-7163-01A-12	99dacc8f-d569-4131-81fb-825aaa5453f6	[Not Available]	2011-07-28	NO	12	37.00
TCGA-78-7163-11A	TCGA-78-7163-11A-01	f0a95aeb-9ade-497a-a0ce-d7bbeb5da6aa	[Not Available]	2011-07-29	NO	01	59.00
TCGA-78-7166-01A	TCGA-78-7166-01A-12	4deb13bb-0257-44ac-aab1-24740228a658	[Not Available]	2011-07-28	NO	12	38.00
TCGA-78-7166-11A	TCGA-78-7166-11A-01	9c0018e4-1cef-4a50-8bf8-1829d0406554	[Not Available]	2011-07-29	NO	01	78.00
TCGA-78-7167-01A	TCGA-78-7167-01A-11	58f6b3bd-cc26-4f2f-bc53-7a9cb1b529b6	[Not Available]	2011-07-28	NO	11	28.00
TCGA-78-7167-11A	TCGA-78-7167-11A-01	90bd652c-a21a-4630-9e94-95075c5c7a88	[Not Available]	2011-07-29	NO	01	55.00
TCGA-78-7535-01A	TCGA-78-7535-01A-11	51352d82-f2bd-486b-84fa-e475eb53e0f5	[Not Available]	2011-10-07	NO	11	31.00
TCGA-78-7535-10A	TCGA-78-7535-10A-01	0a5fa1fd-aa9b-49d1-8a32-3522271a56e8	[Not Available]	2011-09-29	NO	01	[Not Available]
TCGA-78-7536-01A	TCGA-78-7536-01A-11	b8117b84-6876-4e41-8d5d-d787e4f253f7	[Not Available]	2011-10-07	NO	11	37.00
TCGA-78-7536-10A	TCGA-78-7536-10A-01	3906650b-0435-45e4-a5ed-70cb4ca826b3	[Not Available]	2011-09-29	NO	01	[Not Available]
TCGA-78-7537-01A	TCGA-78-7537-01A-11	1371a835-9eb5-4492-bd71-342ffb9912f0	[Not Available]	2011-10-07	NO	11	31.00
TCGA-78-7537-10A	TCGA-78-7537-10A-01	4b918960-a21d-4eae-832c-66e91461cbd9	[Not Available]	2011-09-29	NO	01	[Not Available]
TCGA-78-7539-01A	TCGA-78-7539-01A-11	18e97bb8-6911-4132-9111-fa474847d4dd	[Not Available]	2011-10-07	NO	11	38.00
TCGA-78-7539-10A	TCGA-78-7539-10A-01	7e1335db-cbed-4d21-b043-d25898faa452	[Not Available]	2011-09-29	NO	01	[Not Available]
TCGA-78-7540-01A	TCGA-78-7540-01A-11	37c5798c-c029-448a-b2d4-43fc819a4ad0	[Not Available]	2011-10-07	NO	11	40.00
TCGA-78-7540-11A	TCGA-78-7540-11A-01	0e3171a3-43a8-402c-98f0-1191a9d9192e	[Not Available]	2011-10-07	NO	01	60.00
TCGA-78-7542-01A	TCGA-78-7542-01A-21	0b6f34f1-c98b-40c4-bf86-fa756592503b	[Not Available]	2011-10-07	NO	21	30.00
TCGA-78-7542-11A	TCGA-78-7542-11A-01	3298317a-3d53-4893-9c1b-304cf292044a	[Not Available]	2011-10-07	NO	01	55.00
TCGA-78-7633-01A	TCGA-78-7633-01A-11	472ab380-5bbb-4e15-beb9-f4c75e27d45a	[Not Available]	2011-10-31	NO	11	42.00
TCGA-78-7633-10A	TCGA-78-7633-10A-01	28e220a7-3a9d-4600-b500-49f87aae93a6	[Not Available]	2011-10-28	NO	01	[Not Available]
TCGA-86-7711-01A	TCGA-86-7711-01A-11	32f3d082-caf2-4a51-9382-8af0b66f8499	[Not Available]	2011-11-10	NO	11	30.00
TCGA-86-7711-10A	TCGA-86-7711-10A-01	7a8a3ea7-9886-4e33-bea0-7135280ce936	[Not Available]	2011-11-16	NO	01	[Not Available]
TCGA-86-7711-11A	TCGA-86-7711-11A-01	0b86ca58-c5b4-46ff-81c9-9c426c0c5d0e	[Not Available]	2011-11-09	NO	01	64.00
TCGA-86-7713-01A	TCGA-86-7713-01A-11	2659dc2b-d3e5-4ff3-95f0-2543ffaa4473	[Not Available]	2011-11-10	NO	11	40.00
TCGA-86-7713-10A	TCGA-86-7713-10A-01	cdb3f466-81ba-4b26-b7c4-d10dffec1d6e	[Not Available]	2011-11-16	NO	01	[Not Available]
TCGA-86-7713-11A	TCGA-86-7713-11A-01	da006048-7867-4a21-b950-c78dc8f1dc70	[Not Available]	2011-11-09	NO	01	64.00
TCGA-95-7567-01A	TCGA-95-7567-01A-11	e23c748c-3714-4dd0-a104-86f7a5e451fc	[Not Available]	2011-10-17	NO	11	32.00
TCGA-95-7567-10A	TCGA-95-7567-10A-01	05075f27-8988-46c5-83d5-ea40d42d13e9	[Not Available]	2011-11-01	NO	01	[Not Available]
TCGA-53-7813-01A	TCGA-53-7813-01A-11	79ce6d1e-9c27-4a2a-ba10-b19ce04fb1e6	[Not Available]	2011-11-21	NO	11	32.00
TCGA-53-7813-10A	TCGA-53-7813-10A-01	78bf9ad7-3cbf-4c12-80a5-06cd08564d3c	[Not Available]	2011-11-29	NO	01	[Not Available]
TCGA-55-7724-01A	TCGA-55-7724-01A-11	b5f9d9fb-67c2-40de-acb7-e8ac64f1d3a2	[Not Available]	2011-11-10	NO	11	27.00
TCGA-55-7724-10A	TCGA-55-7724-10A-01	c260fab2-da45-41de-ab38-7c0fbecce12a	[Not Available]	2011-11-29	NO	01	[Not Available]
TCGA-55-7724-11A	TCGA-55-7724-11A-01	76766ff2-475d-4bf9-8475-48c3070f4c4c	[Not Available]	2011-11-10	NO	01	67.00
TCGA-55-7725-01A	TCGA-55-7725-01A-11	fabfb936-cc07-451e-85ff-f71f44af4ae0	[Not Available]	2011-11-10	NO	11	32.00
TCGA-55-7725-10A	TCGA-55-7725-10A-01	f4d5ce0c-5fd3-422c-8948-c4dfd8610b8d	[Not Available]	2011-11-29	NO	01	[Not Available]
TCGA-55-7725-11A	TCGA-55-7725-11A-01	3b30a36f-542e-4f48-b1f3-e554bc7c6fbf	[Not Available]	2011-11-10	NO	01	73.00
TCGA-55-7726-01A	TCGA-55-7726-01A-11	3e41b1bb-5499-49e0-9c64-55bfee794101	[Not Available]	2011-11-10	NO	11	36.00
TCGA-55-7726-10A	TCGA-55-7726-10A-01	47f0ddf1-38fc-4935-8890-e3b229ae8b3a	[Not Available]	2011-11-29	NO	01	[Not Available]
TCGA-55-7726-11A	TCGA-55-7726-11A-01	fbc9c3fb-8a41-4d6c-af0e-bad895e02d7f	[Not Available]	2011-11-10	NO	01	68.00
TCGA-55-7727-01A	TCGA-55-7727-01A-11	0d9caadc-1faf-4e16-a0b0-db5af18e3bb6	[Not Available]	2011-11-10	NO	11	29.00
TCGA-55-7727-10A	TCGA-55-7727-10A-01	5657461e-b30a-455f-8cbb-58bda4b8bf22	[Not Available]	2011-11-29	NO	01	[Not Available]
TCGA-55-7727-11A	TCGA-55-7727-11A-01	eab6a817-0dbc-4036-b86d-7aa1b1de216f	[Not Available]	2011-11-10	NO	01	74.00
TCGA-55-7815-01A	TCGA-55-7815-01A-11	95455647-c31f-4122-9aa0-cf0638696450	[Not Available]	2011-11-29	NO	11	30.00
TCGA-55-7815-10A	TCGA-55-7815-10A-01	18032097-2dd6-4780-bf16-58714c9572be	[Not Available]	2011-12-01	NO	01	[Not Available]
TCGA-55-7815-11A	TCGA-55-7815-11A-01	8f618649-f909-4255-a1ab-8d06d407c6dc	[Not Available]	2011-11-29	NO	01	55.00
TCGA-55-7816-01A	TCGA-55-7816-01A-11	f43bbede-afcc-4fdf-91ba-03cf3306f0bf	[Not Available]	2011-11-29	NO	11	47.00
TCGA-55-7816-10A	TCGA-55-7816-10A-01	14e92ef7-30ff-4cd0-9dc8-4783202e382f	[Not Available]	2011-12-01	NO	01	[Not Available]
TCGA-55-7903-01A	TCGA-55-7903-01A-11	ca53f845-e8cb-468e-90d0-7fe4e9aca03f	[Not Available]	2012-01-04	NO	11	24.00
TCGA-55-7903-10A	TCGA-55-7903-10A-01	f53f0be0-3eae-494b-b3c6-d7ed1fb1fecd	[Not Available]	2012-01-05	NO	01	[Not Available]
TCGA-55-7903-11A	TCGA-55-7903-11A-01	b74b9da9-6d2e-4c04-af02-36d8a54c5b1a	[Not Available]	2012-01-04	NO	01	56.00
TCGA-55-7907-01A	TCGA-55-7907-01A-11	dda3e8a9-46ac-47d6-a68e-ad0747d3cba3	[Not Available]	2012-01-04	NO	11	18.00
TCGA-55-7907-10A	TCGA-55-7907-10A-01	1d18b794-19b6-4402-b6e9-43bfa0610ed4	[Not Available]	2012-01-05	NO	01	[Not Available]
TCGA-55-7907-11A	TCGA-55-7907-11A-01	e2e35696-2e8e-43dc-ae09-26da96190a37	[Not Available]	2012-01-04	NO	01	66.00
TCGA-55-7910-01A	TCGA-55-7910-01A-11	b3752c42-bdb8-495e-9728-a23e00b0e646	[Not Available]	2012-01-04	NO	11	36.00
TCGA-55-7910-11A	TCGA-55-7910-11A-01	41dec384-4d77-441c-8142-dd34cec0a5a8	[Not Available]	2012-01-04	NO	01	65.00
TCGA-55-7911-01A	TCGA-55-7911-01A-11	af4d74e6-b7c1-4aa8-870b-2513c61e055f	[Not Available]	2012-01-04	NO	11	38.00
TCGA-55-7911-10A	TCGA-55-7911-10A-01	faadb4e8-a123-408c-b613-81a7671312c9	[Not Available]	2012-01-06	NO	01	[Not Available]
TCGA-55-7911-11A	TCGA-55-7911-11A-01	fd558856-721d-4bed-a092-25d62e649d52	[Not Available]	2012-01-04	NO	01	58.00
TCGA-55-7914-01A	TCGA-55-7914-01A-11	b9b1b0ad-c67e-4002-a88e-b6a27c9fd1c1	[Not Available]	2012-01-04	NO	11	12.00
TCGA-55-7914-10A	TCGA-55-7914-10A-01	06998f52-4db2-415d-9831-ebd1688e9831	[Not Available]	2012-01-06	NO	01	[Not Available]
TCGA-55-7914-11A	TCGA-55-7914-11A-01	1f2ac2c1-cad2-4781-a694-d4ef15e41bb3	[Not Available]	2012-01-04	NO	01	62.00
TCGA-69-7760-01A	TCGA-69-7760-01A-11	a7d984a7-1f25-42b7-ac2e-02ce0a2e9419	[Not Available]	2011-11-23	NO	11	12.00
TCGA-69-7760-10A	TCGA-69-7760-10A-01	8a824835-945c-4bea-8f83-927be247dc75	[Not Available]	2011-11-29	NO	01	[Not Available]
TCGA-69-7761-01A	TCGA-69-7761-01A-11	42089966-a93c-4c73-98fa-0ed20b44efc8	[Not Available]	2011-11-18	NO	11	31.00
TCGA-69-7761-10A	TCGA-69-7761-10A-01	de1d5b86-c7b4-4b31-bf50-6633fd89a34d	[Not Available]	2011-12-20	NO	01	[Not Available]
TCGA-69-7763-01A	TCGA-69-7763-01A-11	81806dd8-4d85-4622-a3eb-d2e1f7fbe18b	[Not Available]	2011-11-18	NO	11	29.00
TCGA-69-7763-10A	TCGA-69-7763-10A-01	7657fd66-7317-4dca-bc28-7f5069bb69df	[Not Available]	2011-11-29	NO	01	[Not Available]
TCGA-69-7764-01A	TCGA-69-7764-01A-11	79b97d9f-1932-4fd7-9375-83dcd65b28c7	[Not Available]	2011-11-18	NO	11	38.00
TCGA-69-7764-10A	TCGA-69-7764-10A-01	63482a06-cd98-4e64-be7b-2446f0173b0d	[Not Available]	2011-11-29	NO	01	[Not Available]
TCGA-69-7765-01A	TCGA-69-7765-01A-11	caf70894-2e65-4dee-8f7b-ab454ee4aecd	[Not Available]	2011-11-18	NO	11	30.00
TCGA-69-7765-10A	TCGA-69-7765-10A-01	458f545d-b440-4200-8ea1-59c16338f9f4	[Not Available]	2011-11-29	NO	01	[Not Available]
TCGA-86-7701-01A	TCGA-86-7701-01A-11	e38dad96-38c8-43fe-89f4-d9438f60e174	[Not Available]	2011-11-21	NO	11	40.00
TCGA-86-7701-10A	TCGA-86-7701-10A-01	e7a4da86-d957-4b11-8870-7eb66277853d	[Not Available]	2011-11-28	NO	01	[Not Available]
TCGA-86-7714-01A	TCGA-86-7714-01A-12	9bbd5613-b6d3-42ab-abd6-8d5f3bda82ef	[Not Available]	2011-11-09	NO	12	34.00
TCGA-86-7714-10A	TCGA-86-7714-10A-01	574a26e5-31ad-4120-b4ef-6674b43b0461	[Not Available]	2011-11-16	NO	01	[Not Available]
TCGA-91-7771-01A	TCGA-91-7771-01A-11	5164505c-eac6-4b75-9df3-41efd0ede7bd	[Not Available]	2011-11-14	NO	11	33.00
TCGA-91-7771-10A	TCGA-91-7771-10A-01	7263c52c-2aaf-44bd-ae3d-b788da6d6ed9	[Not Available]	2011-11-28	NO	01	[Not Available]
TCGA-97-7937-01A	TCGA-97-7937-01A-11	c2b9ed68-1984-4003-bcbc-82af7f8177f8	[Not Available]	2012-01-17	NO	11	36.00
TCGA-97-7937-10A	TCGA-97-7937-10A-01	c426b11b-b42e-4a51-adea-628fb6f29c96	[Not Available]	2012-01-17	NO	01	[Not Available]
TCGA-97-7938-01A	TCGA-97-7938-01A-11	56607db2-f3ce-4c9f-accc-66a8a71c1c7b	[Not Available]	2012-01-17	NO	11	39.00
TCGA-97-7938-10A	TCGA-97-7938-10A-01	c98e7222-79c6-41ef-8000-e8fb46c4571a	[Not Available]	2012-01-17	NO	01	[Not Available]
TCGA-55-7728-01A	TCGA-55-7728-01A-11	fa5e13c6-886a-4e8c-b94c-c3bab010308d	[Not Available]	2011-11-10	NO	11	37.00
TCGA-55-7728-10A	TCGA-55-7728-10A-01	baabbd3a-cd87-49ff-8cc2-6989a01b0802	[Not Available]	2011-11-16	NO	01	[Not Available]
TCGA-55-7728-11A	TCGA-55-7728-11A-01	cc54f833-02a1-45b4-93ab-92917f4260f6	[Not Available]	2011-11-10	NO	01	55.00
TCGA-55-7994-01A	TCGA-55-7994-01A-11	2ffc0368-8360-4220-9e3e-bc16c485ace8	[Not Available]	2012-02-02	NO	11	31.00
TCGA-55-7994-10A	TCGA-55-7994-10A-01	0cb7528d-e639-4124-a62d-6b1ef66aa18c	[Not Available]	2012-02-09	NO	01	[Not Available]
TCGA-55-7994-11A	TCGA-55-7994-11A-01	b15d3265-4cb8-46de-9e03-5c5d9177eff8	[Not Available]	2012-02-03	NO	01	71.00
TCGA-55-7995-01A	TCGA-55-7995-01A-11	09153e57-d604-4c43-9995-f2676ca7c8af	[Not Available]	2012-02-02	NO	11	38.00
TCGA-55-7995-10A	TCGA-55-7995-10A-01	88c14c97-823b-4bb8-8a97-798378316585	[Not Available]	2012-02-09	NO	01	[Not Available]
TCGA-55-7995-11A	TCGA-55-7995-11A-01	b3a78582-8682-4534-b90c-6a67f2907f18	[Not Available]	2012-02-03	NO	01	65.00
TCGA-69-7973-01A	TCGA-69-7973-01A-11	0058d9b2-afff-405c-a163-abebf46b788d	[Not Available]	2012-02-09	NO	11	40.00
TCGA-69-7973-10A	TCGA-69-7973-10A-01	88937d19-d141-4c8d-a39d-a14e58208d92	[Not Available]	2012-02-10	NO	01	[Not Available]
TCGA-69-7974-01A	TCGA-69-7974-01A-11	70209b23-f6b1-4751-8e85-d1c827c4c032	[Not Available]	2012-02-09	NO	11	40.00
TCGA-69-7974-10A	TCGA-69-7974-10A-01	a18773a8-f35e-44de-8caf-87068117d784	[Not Available]	2012-02-10	NO	01	[Not Available]
TCGA-69-7978-01A	TCGA-69-7978-01A-11	f5451e9e-49ac-4a5f-acdb-48bc55dd7649	[Not Available]	2012-02-09	NO	11	40.00
TCGA-69-7978-10A	TCGA-69-7978-10A-01	2b7730e5-23cb-411a-bac7-ffff5bd234cc	[Not Available]	2012-02-10	NO	01	[Not Available]
TCGA-69-7979-01A	TCGA-69-7979-01A-11	18f5a225-8ecb-4799-b433-13491be59647	[Not Available]	2012-02-09	NO	11	40.00
TCGA-69-7979-10A	TCGA-69-7979-10A-01	0012f623-949f-4fc8-aadc-0c7dae343508	[Not Available]	2012-02-10	NO	01	[Not Available]
TCGA-69-7980-01A	TCGA-69-7980-01A-11	a0748516-2864-416b-9ad0-4d9653e44275	[Not Available]	2012-02-09	NO	11	31.00
TCGA-69-7980-10A	TCGA-69-7980-10A-01	0ddf4854-e44a-4cfe-bcaa-ec9ed391535a	[Not Available]	2012-02-10	NO	01	[Not Available]
TCGA-73-7498-01A	TCGA-73-7498-01A-12	3689b429-7b84-4c2d-b6d0-55f7cb249f32	[Not Available]	2011-10-06	NO	12	39.00
TCGA-73-7498-10A	TCGA-73-7498-10A-01	5660f6f5-65e3-4754-9fbc-05ad0b460762	[Not Available]	2012-01-27	NO	01	[Not Available]
TCGA-73-7499-01A	TCGA-73-7499-01A-11	5d0b20ee-72a3-4e16-bb95-dfd203e72f7e	[Not Available]	2011-10-06	NO	11	38.00
TCGA-73-7499-10A	TCGA-73-7499-10A-01	2330c9f3-f7da-4570-b9c9-c70d6444f898	[Not Available]	2012-01-27	NO	01	[Not Available]
TCGA-86-7953-01A	TCGA-86-7953-01A-11	aca6a965-acc6-4e44-b86e-1e36f37f6082	[Not Available]	2012-01-24	NO	11	29.00
TCGA-86-7953-10A	TCGA-86-7953-10A-01	d96a3dd6-1574-4f00-9ef0-62ce2ad4387a	[Not Available]	2012-01-31	NO	01	[Not Available]
TCGA-86-7954-01A	TCGA-86-7954-01A-11	62303504-a5dd-4898-8256-15c4fdb4a33d	[Not Available]	2012-01-24	NO	11	35.00
TCGA-86-7954-10A	TCGA-86-7954-10A-01	a88ebbfe-e444-4b78-b2be-4b2acbfc30fe	[Not Available]	2012-01-31	NO	01	[Not Available]
TCGA-86-7954-11A	TCGA-86-7954-11A-01	d2eb4a9f-c0f5-4cda-a297-a9b19d5a82aa	[Not Available]	2012-01-24	NO	01	64.00
TCGA-86-7955-01A	TCGA-86-7955-01A-11	b4da4c4c-e21f-4a06-93cc-c1d2af1a40b2	[Not Available]	2012-01-31	NO	11	30.00
TCGA-86-7955-10A	TCGA-86-7955-10A-01	ae714183-da34-4b29-bbbb-dfca9bde85b0	[Not Available]	2012-02-01	NO	01	[Not Available]
TCGA-93-7347-01A	TCGA-93-7347-01A-11	d6d16b23-2f85-4d40-a908-6ef6913f4b7a	[Not Available]	2011-10-04	NO	11	40.00
TCGA-93-7347-10A	TCGA-93-7347-10A-01	85e90f12-936a-4a5e-b0ab-dca1c6854b30	[Not Available]	2012-02-17	NO	01	[Not Available]
TCGA-93-7347-11A	TCGA-93-7347-11A-01	51977c6d-db8f-4f9e-b2d7-14cff6853314	[Not Available]	2011-10-04	NO	01	70.00
TCGA-95-7944-01A	TCGA-95-7944-01A-11	93e960a6-4bc0-4414-9d70-875d54b9c991	[Not Available]	2012-01-31	NO	11	15.00
TCGA-95-7944-10A	TCGA-95-7944-10A-01	d60d21bd-0be3-40ff-91c7-12d8d0ba7ead	[Not Available]	2012-02-01	NO	01	[Not Available]
TCGA-95-7947-01A	TCGA-95-7947-01A-11	768bb5d5-48ab-48f4-8a2f-de078b37a854	[Not Available]	2012-01-31	NO	11	34.00
TCGA-95-7947-10A	TCGA-95-7947-10A-01	4118a170-08ff-4d9c-bc90-69719bc37bc8	[Not Available]	2012-02-01	NO	01	[Not Available]
TCGA-95-7948-01A	TCGA-95-7948-01A-11	0b2a5057-6cfd-4278-9401-0652e7b46e01	[Not Available]	2012-01-31	NO	11	38.00
TCGA-95-7948-10A	TCGA-95-7948-10A-01	8e2ace40-babd-48d1-831a-f173f83c5617	[Not Available]	2012-02-01	NO	01	[Not Available]
TCGA-97-7941-01A	TCGA-97-7941-01A-11	7cc030ce-4246-49c1-9670-4f05c02da63f	[Not Available]	2012-01-17	NO	11	40.00
TCGA-97-7941-10A	TCGA-97-7941-10A-01	790182cd-1a20-454d-8614-e81f3f3dd0f4	[Not Available]	2012-02-01	NO	01	[Not Available]
TCGA-44-8117-01A	TCGA-44-8117-01A-11	784205bb-f62c-43d8-8b72-1394c37d67bb	[Not Available]	2012-03-21	NO	11	40.00
TCGA-44-8117-10A	TCGA-44-8117-10A-01	616ce4f0-f1f9-4432-ba25-e6bdfd45b4ce	[Not Available]	2012-03-26	NO	01	[Not Available]
TCGA-44-8117-11A	TCGA-44-8117-11A-01	7f87ba77-d53b-4a96-82da-ab7b12c64fe0	[Not Available]	2012-03-21	NO	01	65.00
TCGA-44-8119-01A	TCGA-44-8119-01A-11	52bd5c6b-45dd-414f-81f4-a67de5988f38	[Not Available]	2012-03-21	NO	11	32.00
TCGA-44-8119-10A	TCGA-44-8119-10A-01	bbbe15c6-94c6-4aea-ba00-b0dd6a617e9c	[Not Available]	2012-03-26	NO	01	[Not Available]
TCGA-44-8119-11A	TCGA-44-8119-11A-01	648ef143-96d1-4d98-88f3-dce6236fc8c0	[Not Available]	2012-03-21	NO	01	72.00
TCGA-44-8120-01A	TCGA-44-8120-01A-11	2d3e89d4-d8b6-4741-ab30-16036a2a0cc9	[Not Available]	2012-04-02	NO	11	21.00
TCGA-44-8120-10A	TCGA-44-8120-10A-01	26d181f4-eaf4-4d8a-b57c-1c7cb5d83a7d	[Not Available]	2012-04-03	NO	01	[Not Available]
TCGA-44-8120-11A	TCGA-44-8120-11A-01	3361ee9b-dcbd-4332-9ee5-7a99b1836617	[Not Available]	2012-03-21	NO	01	61.00
TCGA-55-7284-01B	TCGA-55-7284-01B-11	16137b0f-6923-4ae0-beaf-00974a1ec4bb	[Not Available]	2012-03-13	NO	11	35.00
TCGA-55-7284-10A	TCGA-55-7284-10A-01	21daeeec-1737-4e9f-88e1-c6730252b5cf	[Not Available]	2011-09-13	NO	01	[Not Available]
TCGA-55-7913-01B	TCGA-55-7913-01B-11	e13a8264-207c-4a8c-a4c1-16521cde8479	[Not Available]	2012-03-13	NO	11	35.00
TCGA-55-7913-10A	TCGA-55-7913-10A-01	757f3df6-0962-4544-84d6-863f0582f0e1	[Not Available]	2012-01-06	NO	01	[Not Available]
TCGA-55-7913-11A	TCGA-55-7913-11A-01	9ec9d7c6-e5a7-4992-81f5-9ee626b969a7	[Not Available]	2012-01-04	NO	01	55.00
TCGA-55-8085-01A	TCGA-55-8085-01A-11	7a530c3c-f170-49cb-a747-9e2a022e1e14	[Not Available]	2012-03-13	NO	11	32.00
TCGA-55-8085-10A	TCGA-55-8085-10A-01	33d212ae-54d7-4af8-a922-cb10988a0ccf	[Not Available]	2012-03-14	NO	01	[Not Available]
TCGA-55-8085-11A	TCGA-55-8085-11A-01	49138736-8dd8-4c51-9fd8-a8183d742f19	[Not Available]	2012-03-13	NO	01	54.00
TCGA-55-8087-01A	TCGA-55-8087-01A-11	63831c08-a18e-49fd-bdbc-1250146ed4c2	[Not Available]	2012-03-13	NO	11	37.00
TCGA-55-8087-10A	TCGA-55-8087-10A-01	5967c6b6-dbf1-460a-8d04-d0998bab1c9f	[Not Available]	2012-03-14	NO	01	[Not Available]
TCGA-55-8087-11A	TCGA-55-8087-11A-01	946c7e31-17be-48a1-beaf-7576ae02bf04	[Not Available]	2012-03-13	NO	01	53.00
TCGA-55-8089-01A	TCGA-55-8089-01A-11	191fb881-01b8-4a1f-a931-fb7de81a5dd0	LCE	2012-03-13	NO	11	7.00
TCGA-55-8089-10A	TCGA-55-8089-10A-01	ff27d5ff-2ec4-42ff-a581-4c9c8d4c2072	[Not Available]	2012-03-14	NO	01	[Not Available]
TCGA-55-8089-11A	TCGA-55-8089-11A-01	c6752152-1818-4190-8792-5feea43a4bc0	[Not Available]	2012-03-13	NO	01	57.00
TCGA-55-8090-01A	TCGA-55-8090-01A-11	c0b1b92d-712e-44ee-bd9a-295e95caa854	[Not Available]	2012-03-13	NO	11	38.00
TCGA-55-8090-10A	TCGA-55-8090-10A-01	2ef5ee01-2d34-4053-ac63-f405b5627c88	[Not Available]	2012-03-14	NO	01	[Not Available]
TCGA-55-8091-01A	TCGA-55-8091-01A-11	3ca2600a-a615-4bf8-bd9a-9ca8e587051f	[Not Available]	2012-03-13	NO	11	36.00
TCGA-55-8091-10A	TCGA-55-8091-10A-01	b8ae9fdf-25b2-4332-9ca1-41d05a67bafe	[Not Available]	2012-03-14	NO	01	[Not Available]
TCGA-55-8091-11A	TCGA-55-8091-11A-01	e1fc781a-ad96-47ec-bc43-9e8b925eb3a7	[Not Available]	2012-03-13	NO	01	64.00
TCGA-55-8092-01A	TCGA-55-8092-01A-11	4bb5ad97-6bea-483a-8c62-9d9d1630a064	[Not Available]	2012-03-13	NO	11	35.00
TCGA-55-8092-10A	TCGA-55-8092-10A-01	497aaa06-bda5-4104-8846-b96b68f3ce7b	[Not Available]	2012-03-14	NO	01	[Not Available]
TCGA-55-8092-11A	TCGA-55-8092-11A-01	0503e397-bca3-4894-a43d-c0b02d06f771	[Not Available]	2012-03-13	NO	01	57.00
TCGA-55-8094-01A	TCGA-55-8094-01A-11	fc72237e-4f33-44bc-a589-9632b8ce330e	LCE	2012-03-13	NO	11	24.00
TCGA-55-8094-10A	TCGA-55-8094-10A-01	2be80108-acba-4a72-b144-bc7bad628d8a	[Not Available]	2012-03-14	NO	01	[Not Available]
TCGA-55-8094-11A	TCGA-55-8094-11A-01	3afd71ec-ca13-4285-8c9c-b28e06f05a47	[Not Available]	2012-03-13	NO	01	54.00
TCGA-55-8096-01A	TCGA-55-8096-01A-11	de2fd677-f8c2-47c2-9a42-f0b93d47fe69	[Not Available]	2012-03-13	NO	11	39.00
TCGA-55-8096-10A	TCGA-55-8096-10A-01	3cacc90a-ec30-438f-888d-c2a57d733e0a	[Not Available]	2012-03-14	NO	01	[Not Available]
TCGA-55-8096-11A	TCGA-55-8096-11A-01	58a3a9ab-3c0a-4992-8a39-996c754256b3	[Not Available]	2012-03-13	NO	01	69.00
