bcr_sample_barcode	bcr_analyte_barcode	experimental_protocol_type	protocol_file_name	protocol_name
TCGA-55-8207-10A	TCGA-55-8207-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-55-8207-11A	TCGA-55-8207-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-55-8207-11A	TCGA-55-8207-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-55-8208-01A	TCGA-55-8208-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-55-8208-01A	TCGA-55-8208-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-55-8208-01A	TCGA-55-8208-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-55-8208-01A	TCGA-55-8208-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-55-8208-10A	TCGA-55-8208-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-55-8208-10A	TCGA-55-8208-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-86-8054-01A	TCGA-86-8054-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-86-8054-01A	TCGA-86-8054-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-86-8054-01A	TCGA-86-8054-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-86-8054-01A	TCGA-86-8054-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-86-8054-10A	TCGA-86-8054-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-86-8054-10A	TCGA-86-8054-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-86-8055-01A	TCGA-86-8055-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-86-8055-01A	TCGA-86-8055-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-86-8055-01A	TCGA-86-8055-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-86-8055-01A	TCGA-86-8055-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-86-8055-10A	TCGA-86-8055-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-86-8055-10A	TCGA-86-8055-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-86-8056-01A	TCGA-86-8056-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-86-8056-01A	TCGA-86-8056-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-86-8056-01A	TCGA-86-8056-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-86-8056-01A	TCGA-86-8056-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-86-8056-10A	TCGA-86-8056-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-86-8056-10A	TCGA-86-8056-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-86-8073-01A	TCGA-86-8073-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-86-8073-01A	TCGA-86-8073-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-86-8073-01A	TCGA-86-8073-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-86-8073-01A	TCGA-86-8073-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-86-8073-10A	TCGA-86-8073-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-86-8073-10A	TCGA-86-8073-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-86-8074-01A	TCGA-86-8074-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-86-8074-01A	TCGA-86-8074-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-86-8074-01A	TCGA-86-8074-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-86-8074-01A	TCGA-86-8074-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-86-8074-10A	TCGA-86-8074-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-86-8074-10A	TCGA-86-8074-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-86-8075-01A	TCGA-86-8075-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-86-8075-01A	TCGA-86-8075-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-86-8075-01A	TCGA-86-8075-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-86-8075-01A	TCGA-86-8075-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-86-8075-10A	TCGA-86-8075-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-86-8075-10A	TCGA-86-8075-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-86-8076-01A	TCGA-86-8076-01A-31D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-86-8076-01A	TCGA-86-8076-01A-31H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-86-8076-01A	TCGA-86-8076-01A-31R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-86-8076-01A	TCGA-86-8076-01A-31W	Repli-G	[Not Available]	[Not Available]
TCGA-86-8076-10A	TCGA-86-8076-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-86-8076-10A	TCGA-86-8076-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-95-7562-01A	TCGA-95-7562-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-95-7562-01A	TCGA-95-7562-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-95-7562-01A	TCGA-95-7562-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-95-7562-01A	TCGA-95-7562-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-95-7562-10B	TCGA-95-7562-10B-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-95-7562-10B	TCGA-95-7562-10B-01W	Repli-G	[Not Available]	[Not Available]
TCGA-95-8039-01A	TCGA-95-8039-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-95-8039-01A	TCGA-95-8039-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-95-8039-01A	TCGA-95-8039-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-95-8039-01A	TCGA-95-8039-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-95-8039-10A	TCGA-95-8039-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-95-8039-10A	TCGA-95-8039-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-99-8025-01A	TCGA-99-8025-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-99-8025-01A	TCGA-99-8025-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-99-8025-01A	TCGA-99-8025-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-99-8025-01A	TCGA-99-8025-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-99-8025-10A	TCGA-99-8025-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-99-8025-10A	TCGA-99-8025-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-99-8028-01A	TCGA-99-8028-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-99-8028-01A	TCGA-99-8028-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-99-8028-01A	TCGA-99-8028-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-99-8028-01A	TCGA-99-8028-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-99-8028-10A	TCGA-99-8028-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-99-8028-10A	TCGA-99-8028-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-99-8028-11A	TCGA-99-8028-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-99-8028-11A	TCGA-99-8028-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-99-8032-01A	TCGA-99-8032-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-99-8032-01A	TCGA-99-8032-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-99-8032-01A	TCGA-99-8032-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-99-8032-01A	TCGA-99-8032-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-99-8032-10A	TCGA-99-8032-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-99-8032-10A	TCGA-99-8032-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-99-8032-11A	TCGA-99-8032-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-99-8032-11A	TCGA-99-8032-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-99-8033-01A	TCGA-99-8033-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-99-8033-01A	TCGA-99-8033-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-99-8033-01A	TCGA-99-8033-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-99-8033-01A	TCGA-99-8033-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-99-8033-10A	TCGA-99-8033-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-99-8033-10A	TCGA-99-8033-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-99-8033-11A	TCGA-99-8033-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-99-8033-11A	TCGA-99-8033-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-J2-8192-01A	TCGA-J2-8192-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-J2-8192-01A	TCGA-J2-8192-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-J2-8192-01A	TCGA-J2-8192-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-J2-8192-01A	TCGA-J2-8192-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-J2-8192-10A	TCGA-J2-8192-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-J2-8192-10A	TCGA-J2-8192-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-J2-8192-11A	TCGA-J2-8192-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-J2-8192-11A	TCGA-J2-8192-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-J2-8194-01A	TCGA-J2-8194-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-J2-8194-01A	TCGA-J2-8194-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-J2-8194-01A	TCGA-J2-8194-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-J2-8194-01A	TCGA-J2-8194-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-J2-8194-10A	TCGA-J2-8194-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-J2-8194-10A	TCGA-J2-8194-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-J2-8194-11A	TCGA-J2-8194-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-J2-8194-11A	TCGA-J2-8194-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-55-8299-01A	TCGA-55-8299-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-55-8299-01A	TCGA-55-8299-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-55-8299-01A	TCGA-55-8299-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-55-8299-01A	TCGA-55-8299-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-55-8299-10B	TCGA-55-8299-10B-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-55-8299-10B	TCGA-55-8299-10B-01W	Repli-G	[Not Available]	[Not Available]
TCGA-55-8299-11A	TCGA-55-8299-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-55-8299-11A	TCGA-55-8299-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-55-8301-01A	TCGA-55-8301-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-55-8301-01A	TCGA-55-8301-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-55-8301-01A	TCGA-55-8301-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-55-8301-01A	TCGA-55-8301-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-55-8301-10A	TCGA-55-8301-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-55-8301-10A	TCGA-55-8301-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-55-8301-11A	TCGA-55-8301-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-55-8301-11A	TCGA-55-8301-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-69-8253-01A	TCGA-69-8253-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-69-8253-01A	TCGA-69-8253-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-69-8253-01A	TCGA-69-8253-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-69-8253-01A	TCGA-69-8253-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-69-8253-10A	TCGA-69-8253-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-69-8253-10A	TCGA-69-8253-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-69-8254-01A	TCGA-69-8254-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-69-8254-01A	TCGA-69-8254-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-69-8254-01A	TCGA-69-8254-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-69-8254-01A	TCGA-69-8254-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-69-8254-10A	TCGA-69-8254-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-69-8254-10A	TCGA-69-8254-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-69-8255-01A	TCGA-69-8255-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-69-8255-01A	TCGA-69-8255-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-69-8255-01A	TCGA-69-8255-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-69-8255-01A	TCGA-69-8255-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-69-8255-10A	TCGA-69-8255-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-69-8255-10A	TCGA-69-8255-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-86-8278-01A	TCGA-86-8278-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-86-8278-01A	TCGA-86-8278-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-86-8278-01A	TCGA-86-8278-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-86-8278-01A	TCGA-86-8278-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-86-8278-10A	TCGA-86-8278-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-86-8278-10A	TCGA-86-8278-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-86-8279-01A	TCGA-86-8279-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-86-8279-01A	TCGA-86-8279-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-86-8279-01A	TCGA-86-8279-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-86-8279-01A	TCGA-86-8279-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-86-8279-10A	TCGA-86-8279-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-86-8279-10A	TCGA-86-8279-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-86-8280-01A	TCGA-86-8280-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-86-8280-01A	TCGA-86-8280-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-86-8280-01A	TCGA-86-8280-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-86-8280-01A	TCGA-86-8280-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-86-8280-10A	TCGA-86-8280-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-86-8280-10A	TCGA-86-8280-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-86-8281-01A	TCGA-86-8281-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-86-8281-01A	TCGA-86-8281-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-86-8281-01A	TCGA-86-8281-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-86-8281-01A	TCGA-86-8281-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-86-8281-10A	TCGA-86-8281-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-86-8281-10A	TCGA-86-8281-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-93-8067-01A	TCGA-93-8067-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-93-8067-01A	TCGA-93-8067-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-93-8067-01A	TCGA-93-8067-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-93-8067-01A	TCGA-93-8067-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-93-8067-01C	TCGA-93-8067-01C-01D	Allprep FFPE DNA	[Not Available]	[Not Available]
TCGA-93-8067-01D	TCGA-93-8067-01D-01D	Allprep FFPE DNA	[Not Available]	[Not Available]
TCGA-93-8067-10A	TCGA-93-8067-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-93-8067-10A	TCGA-93-8067-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-97-8171-01A	TCGA-97-8171-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-97-8171-01A	TCGA-97-8171-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-97-8171-01A	TCGA-97-8171-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-97-8171-01A	TCGA-97-8171-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-97-8171-10A	TCGA-97-8171-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-97-8171-10A	TCGA-97-8171-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-97-8172-01A	TCGA-97-8172-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-97-8172-01A	TCGA-97-8172-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-97-8172-01A	TCGA-97-8172-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-97-8172-01A	TCGA-97-8172-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-97-8172-10A	TCGA-97-8172-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-97-8172-10A	TCGA-97-8172-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-97-8174-01A	TCGA-97-8174-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-97-8174-01A	TCGA-97-8174-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-97-8174-01A	TCGA-97-8174-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-97-8174-01A	TCGA-97-8174-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-97-8174-10A	TCGA-97-8174-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-97-8174-10A	TCGA-97-8174-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-97-8175-01A	TCGA-97-8175-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-97-8175-01A	TCGA-97-8175-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-97-8175-01A	TCGA-97-8175-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-97-8175-01A	TCGA-97-8175-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-97-8175-10A	TCGA-97-8175-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-97-8175-10A	TCGA-97-8175-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-97-8177-01A	TCGA-97-8177-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-97-8177-01A	TCGA-97-8177-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-97-8177-01A	TCGA-97-8177-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-97-8177-01A	TCGA-97-8177-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-97-8177-10A	TCGA-97-8177-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-97-8177-10A	TCGA-97-8177-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-97-8179-01A	TCGA-97-8179-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-97-8179-01A	TCGA-97-8179-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-97-8179-01A	TCGA-97-8179-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-97-8179-01A	TCGA-97-8179-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-97-8179-10A	TCGA-97-8179-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-97-8179-10A	TCGA-97-8179-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-50-8457-01A	TCGA-50-8457-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-50-8457-01A	TCGA-50-8457-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-50-8457-01A	TCGA-50-8457-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-50-8457-01A	TCGA-50-8457-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-50-8457-10A	TCGA-50-8457-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-50-8457-10A	TCGA-50-8457-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-50-8457-11A	TCGA-50-8457-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-50-8457-11A	TCGA-50-8457-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-50-8459-01A	TCGA-50-8459-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-50-8459-01A	TCGA-50-8459-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-50-8459-01A	TCGA-50-8459-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-50-8459-01A	TCGA-50-8459-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-50-8459-10A	TCGA-50-8459-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-50-8459-10A	TCGA-50-8459-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-50-8459-11A	TCGA-50-8459-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-50-8459-11A	TCGA-50-8459-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-50-8460-01A	TCGA-50-8460-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-50-8460-01A	TCGA-50-8460-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-50-8460-01A	TCGA-50-8460-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-50-8460-01A	TCGA-50-8460-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-50-8460-10A	TCGA-50-8460-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-50-8460-10A	TCGA-50-8460-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-50-8460-11A	TCGA-50-8460-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-50-8460-11A	TCGA-50-8460-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-55-8302-01A	TCGA-55-8302-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-55-8302-01A	TCGA-55-8302-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-55-8302-01A	TCGA-55-8302-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-55-8302-01A	TCGA-55-8302-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-55-8302-10A	TCGA-55-8302-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-55-8302-10A	TCGA-55-8302-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-62-8394-01A	TCGA-62-8394-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-62-8394-01A	TCGA-62-8394-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-62-8394-01A	TCGA-62-8394-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-62-8394-01A	TCGA-62-8394-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-62-8394-10A	TCGA-62-8394-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-62-8394-10A	TCGA-62-8394-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-62-8394-11A	TCGA-62-8394-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-62-8394-11A	TCGA-62-8394-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-62-8395-01A	TCGA-62-8395-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-62-8395-01A	TCGA-62-8395-01A-11H	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-62-8395-01A	TCGA-62-8395-01A-11R	Allprep RNA Extraction	[Not Available]	[Not Available]
TCGA-62-8395-01A	TCGA-62-8395-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-62-8395-10A	TCGA-62-8395-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-62-8395-10A	TCGA-62-8395-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-62-8395-11A	TCGA-62-8395-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-62-8395-11A	TCGA-62-8395-11A-01W	Repli-G	[Not Available]	[Not Available]
