#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
TRIO	KALRN	1852198	1843581	ENSP00000339299	ENSP00000240874	0.000	0.000	0.000	0.984	0.000	0.000	0.900	0.495	0.900
PRKCG	RAF1	1845356	1844086	ENSP00000263431	ENSP00000251849	0.000	0.000	0.000	0.620	0.000	0.000	0.800	0.499	0.836
RYR2	CALM1	1854400	1853445	ENSP00000355533	ENSP00000349467	0.000	0.000	0.000	0.000	0.000	0.576	0.800	0.213	0.927
CALM1	CACNA1C	1853445	1845866	ENSP00000349467	ENSP00000266376	0.000	0.000	0.000	0.000	0.000	0.823	0.800	0.281	0.972
HNRNPUL1	HNRNPM	1857971	1850730	ENSP00000375863	ENSP00000325376	0.000	0.000	0.000	0.000	0.113	0.000	0.900	0.161	0.919
OBSCN	INPP5B	1862970	1855808	ENSP00000455507	ENSP00000362115	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ITGA6	COL5A2	1859218	1856195	ENSP00000386896	ENSP00000364000	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.230	0.839
NUP93	NEK9	1849329	1843490	ENSP00000310668	ENSP00000238616	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.406	0.938
CNOT1	PABPC1	1850299	1849591	ENSP00000320949	ENSP00000313007	0.000	0.000	0.000	0.000	0.091	0.000	0.900	0.436	0.944
WIPF2	CDC42	1850295	1849707	ENSP00000320924	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.107	0.900	0.330	0.935
TRIO	ARAP3	1852198	1843522	ENSP00000339299	ENSP00000239440	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HARS2	HMOX2	1843265	1842767	ENSP00000230771	ENSP00000219700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.906	0.906
CDC42	PRKCG	1849707	1845356	ENSP00000314458	ENSP00000263431	0.000	0.000	0.000	0.000	0.000	0.791	0.000	0.525	0.896
LHX9	WNT4	1854579	1847209	ENSP00000356357	ENSP00000290167	0.000	0.000	0.000	0.000	0.000	0.279	0.000	0.660	0.744
COL23A1	COL22A1	1857880	1848499	ENSP00000375069	ENSP00000303153	0.000	0.000	0.000	0.642	0.000	0.000	0.900	0.214	0.906
PAK2	DOCK2	1849679	1844476	ENSP00000314067	ENSP00000256935	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.392	0.731
HCLS1	ACTR3	1850213	1845311	ENSP00000320176	ENSP00000263238	0.000	0.000	0.000	0.000	0.079	0.576	0.000	0.766	0.901
CD163	CSF1	1853796	1850929	ENSP00000352071	ENSP00000327513	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.896	0.896
MUTYH	NTHL1	1855617	1842717	ENSP00000361170	ENSP00000219066	0.078	0.000	0.000	0.000	0.000	0.000	0.000	0.806	0.813
ALDH9A1	ABAT	1853096	1846008	ENSP00000346827	ENSP00000268251	0.224	0.000	0.000	0.000	0.109	0.108	0.900	0.304	0.949
C19orf10	APOB	1845249	1843345	ENSP00000262947	ENSP00000233242	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.700
HNRNPM	RNPS1	1850730	1848328	ENSP00000325376	ENSP00000301730	0.000	0.000	0.000	0.000	0.082	0.608	0.900	0.090	0.962
TIAM2	RHOT2	1850911	1850404	ENSP00000327315	ENSP00000321971	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PRKACB	ATP1A3	1855328	1848401	ENSP00000359719	ENSP00000302397	0.000	0.000	0.000	0.000	0.074	0.089	0.800	0.086	0.825
WNK1	SLC12A7	1849596	1845645	ENSP00000313059	ENSP00000264930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.846	0.846
CCNF	FBXO31	1858453	1849355	ENSP00000380256	ENSP00000310841	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
OR10H2	OR6F1	1848805	1848751	ENSP00000306095	ENSP00000305640	0.000	0.000	0.000	0.885	0.000	0.000	0.900	0.000	0.900
HNRNPA2B1	PRPF6	1853084	1845854	ENSP00000346694	ENSP00000266079	0.000	0.000	0.000	0.000	0.000	0.189	0.900	0.143	0.924
ITGA6	PLEC	1859218	1850586	ENSP00000386896	ENSP00000323856	0.000	0.000	0.000	0.000	0.000	0.576	0.900	0.635	0.983
ARF6	KALRN	1847953	1843581	ENSP00000298316	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.200	0.916
CDH4	CDH6	1854013	1845681	ENSP00000353656	ENSP00000265071	0.000	0.000	0.000	0.843	0.000	0.000	0.900	0.593	0.909
LRRC16A	KALRN	1851419	1843581	ENSP00000331983	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.707	0.707
NRXN1	NLGN4Y	1859018	1852604	ENSP00000385142	ENSP00000342535	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.713	0.940
ITGA6	ERBB2	1859218	1846101	ENSP00000386896	ENSP00000269571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.859	0.859
PRKACB	PRKAG2	1855328	1847092	ENSP00000359719	ENSP00000287878	0.000	0.000	0.000	0.000	0.097	0.164	0.720	0.146	0.795
TRIO	ARHGAP20	1852198	1844774	ENSP00000339299	ENSP00000260283	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HRG	TGFB1	1843307	1842869	ENSP00000232003	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.134	0.909
CCNF	NOTCH4	1858453	1856221	ENSP00000380256	ENSP00000364163	0.000	0.000	0.000	0.000	0.000	0.129	0.000	0.700	0.727
EPHB2	CDC42	1856154	1849707	ENSP00000363763	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.113	0.900	0.444	0.946
OBSCN	ABR	1862970	1848581	ENSP00000455507	ENSP00000303909	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
FBXO31	FBXO9	1849355	1843715	ENSP00000310841	ENSP00000244426	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
POLR3E	GTF3C3	1848107	1845443	ENSP00000299853	ENSP00000263956	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.123	0.908
FOXA1	ESR1	1844009	1842435	ENSP00000250448	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.929	0.992
YBX1	RNPS1	1855704	1848328	ENSP00000361626	ENSP00000301730	0.000	0.000	0.000	0.000	0.000	0.080	0.900	0.092	0.909
LPAR1	KALRN	1853763	1843581	ENSP00000351755	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PPP2R2B	CACNA1C	1851897	1845866	ENSP00000336591	ENSP00000266376	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.048	0.801
SMAD6	TGFB1	1847140	1842869	ENSP00000288840	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.119	0.900	0.713	0.972
HTR2A	GPR132	1856916	1851080	ENSP00000367959	ENSP00000328818	0.000	0.000	0.000	0.624	0.000	0.000	0.900	0.000	0.900
OR5P2	OR6F1	1851396	1848751	ENSP00000331823	ENSP00000305640	0.000	0.000	0.000	0.903	0.000	0.000	0.900	0.000	0.900
ABCA2	ATP1A3	1852776	1848401	ENSP00000344155	ENSP00000302397	0.000	0.000	0.000	0.000	0.000	0.080	0.900	0.066	0.906
WNT4	WNT3	1847209	1843027	ENSP00000290167	ENSP00000225512	0.000	0.000	0.000	0.946	0.000	0.000	0.900	0.756	0.904
ACTR3	PFN1	1845311	1843040	ENSP00000263238	ENSP00000225655	0.000	0.000	0.000	0.000	0.091	0.462	0.000	0.743	0.863
DERL1	APOB	1844703	1843345	ENSP00000259512	ENSP00000233242	0.000	0.000	0.000	0.000	0.000	0.805	0.000	0.824	0.964
ITPR3	PRKACB	1856094	1855328	ENSP00000363435	ENSP00000359719	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.243	0.842
COL9A3	COL22A1	1852483	1848499	ENSP00000341640	ENSP00000303153	0.000	0.000	0.000	0.639	0.000	0.000	0.900	0.252	0.907
PDE7A	GNAS	1859054	1855402	ENSP00000385632	ENSP00000360141	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.118	0.908
ARSI	ARSJ	1851583	1850220	ENSP00000333395	ENSP00000320219	0.000	0.000	0.527	0.970	0.000	0.000	0.900	0.933	0.904
PRKACB	PRKAG1	1855328	1850588	ENSP00000359719	ENSP00000323867	0.000	0.000	0.000	0.000	0.097	0.164	0.900	0.065	0.919
PCNT	PCM1	1853867	1850891	ENSP00000352572	ENSP00000327077	0.000	0.000	0.000	0.000	0.065	0.576	0.900	0.484	0.976
GRM8	NPY2R	1852779	1851488	ENSP00000344173	ENSP00000332591	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.135	0.909
SMAD6	BMPR1A	1847140	1843002	ENSP00000288840	ENSP00000224764	0.000	0.000	0.000	0.000	0.000	0.698	0.900	0.797	0.993
ARHGAP20	KALRN	1844774	1843581	ENSP00000260283	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.057	0.901
PDS5A	NSMCE2	1848529	1847067	ENSP00000303427	ENSP00000287437	0.000	0.000	0.000	0.000	0.000	0.674	0.000	0.350	0.779
ACTC1	PFN1	1847228	1843040	ENSP00000290378	ENSP00000225655	0.000	0.000	0.000	0.000	0.000	0.301	0.000	0.816	0.866
MCF2L	RHOT2	1862148	1850404	ENSP00000440374	ENSP00000321971	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GNAS	LPAR1	1855402	1853763	ENSP00000360141	ENSP00000351755	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
DCC	CDC42	1859404	1849707	ENSP00000389140	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.218	0.918
PRKACB	ATP1B1	1855328	1854664	ENSP00000359719	ENSP00000356789	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.070	0.806
MYO9B	RHOT2	1858475	1850404	ENSP00000380444	ENSP00000321971	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
EZR	ARF6	1852156	1847953	ENSP00000338934	ENSP00000298316	0.000	0.000	0.000	0.000	0.000	0.566	0.000	0.350	0.705
OAS2	IFITM1	1852576	1851288	ENSP00000342278	ENSP00000330825	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.328	0.929
SVIP	DERL1	1853018	1844703	ENSP00000346130	ENSP00000259512	0.000	0.000	0.000	0.000	0.000	0.857	0.000	0.863	0.979
PDS5A	SGOL1	1848529	1845407	ENSP00000303427	ENSP00000263753	0.000	0.000	0.000	0.000	0.000	0.567	0.900	0.347	0.969
NHEJ1	ERCC8	1853423	1845673	ENSP00000349313	ENSP00000265038	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GLI3	WNT3	1858347	1843027	ENSP00000379258	ENSP00000225512	0.000	0.000	0.000	0.000	0.000	0.284	0.000	0.745	0.809
ERBB2	PTPN12	1846101	1843919	ENSP00000269571	ENSP00000248594	0.000	0.000	0.000	0.000	0.000	0.714	0.000	0.481	0.846
P2RY1	GPR17	1848668	1846273	ENSP00000304767	ENSP00000272644	0.000	0.000	0.000	0.802	0.000	0.000	0.900	0.376	0.906
PCNT	DYNC1H1	1853867	1853378	ENSP00000352572	ENSP00000348965	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.041	0.900
TRIO	P2RY1	1852198	1848668	ENSP00000339299	ENSP00000304767	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CYR61	TGFB1	1860109	1842869	ENSP00000398736	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.889	0.889
PDGFB	TGFB1	1851250	1842869	ENSP00000330382	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.921	0.921
NDE1	PDS5A	1852988	1848529	ENSP00000345892	ENSP00000303427	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PPP2R2B	RAF1	1851897	1844086	ENSP00000336591	ENSP00000251849	0.000	0.000	0.000	0.000	0.000	0.573	0.900	0.299	0.967
YBX1	CTCF	1855704	1845456	ENSP00000361626	ENSP00000264010	0.000	0.000	0.000	0.000	0.000	0.812	0.000	0.925	0.985
PRMT2	ESR1	1853230	1842435	ENSP00000347906	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.805	0.000	0.203	0.838
CNR2	NPY2R	1856124	1851488	ENSP00000363596	ENSP00000332591	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NOTCH4	ERBB2	1856221	1846101	ENSP00000364163	ENSP00000269571	0.000	0.000	0.000	0.000	0.000	0.361	0.000	0.813	0.875
TIAM2	ARHGAP22	1850911	1843969	ENSP00000327315	ENSP00000249601	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.091	0.905
TRIO	ARHGAP15	1852198	1847533	ENSP00000339299	ENSP00000295095	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
EIF2C3	CDKN2C	1855848	1845196	ENSP00000362287	ENSP00000262662	0.000	0.000	0.000	0.000	0.000	0.095	0.900	0.103	0.911
RHOT2	ARAP3	1850404	1843522	ENSP00000321971	ENSP00000239440	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CDC42	KALRN	1849707	1843581	ENSP00000314458	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.449	0.900	0.538	0.972
NPY1R	GPR17	1854180	1846273	ENSP00000354652	ENSP00000272644	0.000	0.000	0.000	0.643	0.000	0.000	0.900	0.000	0.900
OR5P2	OR10H2	1851396	1848805	ENSP00000331823	ENSP00000306095	0.000	0.000	0.000	0.865	0.000	0.000	0.900	0.000	0.900
CDC42	ARHGAP22	1849707	1843969	ENSP00000314458	ENSP00000249601	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.266	0.923
YBX1	PRPF6	1855704	1845854	ENSP00000361626	ENSP00000266079	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
KLHL2	ACTC1	1861621	1847228	ENSP00000424198	ENSP00000290378	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.488	0.773
COL18A1	FOXA1	1853197	1844009	ENSP00000347665	ENSP00000250448	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.060	0.901
HNRNPM	PRPF6	1850730	1845854	ENSP00000325376	ENSP00000266079	0.000	0.000	0.000	0.000	0.000	0.652	0.900	0.127	0.966
RHOT2	ABR	1850404	1848581	ENSP00000321971	ENSP00000303909	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NUDT1	NTHL1	1852224	1842717	ENSP00000339503	ENSP00000219066	0.088	0.000	0.000	0.000	0.000	0.615	0.000	0.587	0.842
HDAC4	CHD5	1845573	1845148	ENSP00000264606	ENSP00000262450	0.000	0.000	0.000	0.000	0.000	0.251	0.720	0.140	0.803
KCNAB1	KCNQ4	1861449	1845243	ENSP00000419952	ENSP00000262916	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.224	0.919
HDAC4	SIRT2	1845573	1843962	ENSP00000264606	ENSP00000249396	0.000	0.000	0.000	0.000	0.000	0.276	0.000	0.649	0.735
NDE1	SGOL1	1852988	1845407	ENSP00000345892	ENSP00000263753	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
COL23A1	COL9A3	1857880	1852483	ENSP00000375069	ENSP00000341640	0.000	0.000	0.000	0.641	0.000	0.000	0.900	0.135	0.903
ERBB2	ESR1	1846101	1842435	ENSP00000269571	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.613	0.000	0.981	0.992
PSMB11	PAK2	1859133	1849679	ENSP00000386212	ENSP00000314067	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NFATC2	CDC42	1858353	1849707	ENSP00000379330	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.232	0.919
INO80C	KAT5	1859565	1852315	ENSP00000391457	ENSP00000340330	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.301	0.927
ITPR3	PRKCG	1856094	1845356	ENSP00000363435	ENSP00000263431	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.102	0.812
KARS	HARS2	1850738	1843265	ENSP00000325448	ENSP00000230771	0.000	0.000	0.000	0.000	0.624	0.149	0.000	0.529	0.836
HTR2A	LPAR1	1856916	1853763	ENSP00000367959	ENSP00000351755	0.000	0.000	0.000	0.632	0.000	0.000	0.900	0.144	0.903
PDCD6IP	NEDD4	1860937	1852948	ENSP00000411825	ENSP00000345530	0.000	0.000	0.000	0.000	0.000	0.694	0.000	0.514	0.845
RHEB	RAF1	1845084	1844086	ENSP00000262187	ENSP00000251849	0.000	0.000	0.000	0.000	0.000	0.983	0.000	0.883	0.998
DMTF1	ERBB2	1851441	1846101	ENSP00000332171	ENSP00000269571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.806	0.806
SMAD6	CTCF	1847140	1845456	ENSP00000288840	ENSP00000264010	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.091	0.905
CYR61	LPAR1	1860109	1853763	ENSP00000398736	ENSP00000351755	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.823	0.823
LPAR1	OPRL1	1853763	1851923	ENSP00000351755	ENSP00000336764	0.000	0.000	0.000	0.636	0.000	0.000	0.900	0.000	0.900
AKR1A1	GUSB	1849549	1848445	ENSP00000312606	ENSP00000302728	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.101	0.906
CUL2	DCUN1D2	1862282	1861320	ENSP00000444856	ENSP00000417706	0.000	0.000	0.000	0.000	0.096	0.777	0.000	0.133	0.810
SETDB1	DNMT3A	1846207	1845601	ENSP00000271640	ENSP00000264709	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.911	0.960
TRIO	RHOT2	1852198	1850404	ENSP00000339299	ENSP00000321971	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
DGKD	CHPT1	1845472	1843189	ENSP00000264057	ENSP00000229266	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
DDX17	YBX1	1858423	1855704	ENSP00000380033	ENSP00000361626	0.114	0.000	0.000	0.000	0.068	0.387	0.000	0.502	0.714
TNS3	ERBB2	1849500	1846101	ENSP00000312143	ENSP00000269571	0.000	0.000	0.000	0.000	0.000	0.238	0.000	0.631	0.707
GLI3	CSNK1G1	1858347	1848771	ENSP00000379258	ENSP00000305777	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.090	0.810
PLD3	DGKI	1853368	1847128	ENSP00000348901	ENSP00000288490	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
FKBP1A	RYR2	1857423	1854400	ENSP00000371138	ENSP00000355533	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.865	0.865
RAF1	NFKB1	1844086	1843094	ENSP00000251849	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.507	0.897
HLA-DRB1	PDPK1	1853944	1852785	ENSP00000353099	ENSP00000344220	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NFATC1	PPARG	1850967	1847090	ENSP00000327850	ENSP00000287820	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.809	0.980
UBE2D3	NEDD4	1853486	1852948	ENSP00000349722	ENSP00000345530	0.000	0.000	0.000	0.000	0.000	0.998	0.000	0.487	0.999
YBX1	FUS	1855704	1844273	ENSP00000361626	ENSP00000254108	0.000	0.000	0.000	0.000	0.000	0.740	0.900	0.243	0.978
ABR	ARAP3	1848581	1843522	ENSP00000303909	ENSP00000239440	0.000	0.000	0.000	0.614	0.000	0.000	0.900	0.000	0.900
YBX1	HNRNPM	1855704	1850730	ENSP00000361626	ENSP00000325376	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.233	0.920
SCD	PPARG	1855232	1847090	ENSP00000359380	ENSP00000287820	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.931	0.931
MUC4	B3GNT7	1861298	1847074	ENSP00000417498	ENSP00000287590	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PLEC	ACTC1	1850586	1847228	ENSP00000323856	ENSP00000290378	0.000	0.000	0.000	0.000	0.000	0.655	0.000	0.212	0.716
KCNQ2	KCNQ4	1853793	1845243	ENSP00000352035	ENSP00000262916	0.000	0.000	0.000	0.953	0.000	0.000	0.900	0.903	0.904
EIF3B	PABPC1	1854079	1849591	ENSP00000354125	ENSP00000313007	0.000	0.000	0.000	0.000	0.287	0.224	0.900	0.697	0.981
LPAR6	KALRN	1852804	1843581	ENSP00000344353	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
KDM2A	KDM4D	1861921	1851688	ENSP00000432786	ENSP00000334181	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.718	0.718
DIEXF	MAK16	1861391	1853960	ENSP00000419005	ENSP00000353246	0.000	0.000	0.000	0.000	0.736	0.000	0.000	0.000	0.736
POLE4	POLD3	1861462	1845392	ENSP00000420176	ENSP00000263681	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HTR2A	CACNA1C	1856916	1845866	ENSP00000367959	ENSP00000266376	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.125	0.817
YBX1	NTHL1	1855704	1842717	ENSP00000361626	ENSP00000219066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.850	0.850
JMJD1C	KDM4A	1858707	1855672	ENSP00000382204	ENSP00000361473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.823	0.823
INPP5B	TRIO	1855808	1852198	ENSP00000362115	ENSP00000339299	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
KALRN	ARAP3	1843581	1843522	ENSP00000240874	ENSP00000239440	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
MYO9B	ABR	1858475	1848581	ENSP00000380444	ENSP00000303909	0.000	0.000	0.000	0.619	0.000	0.000	0.900	0.154	0.904
FOXK1	DNMT3A	1851069	1845601	ENSP00000328720	ENSP00000264709	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.800
FBLN2	FBLN1	1858906	1851357	ENSP00000384169	ENSP00000331544	0.000	0.000	0.000	0.892	0.000	0.000	0.900	0.812	0.908
RPS6KA2	PDPK1	1861695	1852785	ENSP00000427015	ENSP00000344220	0.000	0.000	0.000	0.730	0.000	0.537	0.900	0.972	0.964
