	chr	start	end	value	area	cluster	indexStart	indexEnd	L	clusterL	p.value	fwer	p.valueArea	fwerArea
Block_390	1	90802339	92421204	0.00479089786967498	0.699471088972547	4	12709	12854	146	1796	0.0084931206088993	0.36	0.0737723214285714	0.786
Block_391	8	52003919	53361914.5	0.0049899085787674	0.568849577979484	112	270373	270486	114	2217	0.00704222775175644	0.37	0.0977294350117096	0.858
Block_392	10	55086316	57359033	0.005722145847642	0.308995875772668	143	33862	33915	54	318	0.00324026639344262	0.372	0.201547862997658	0.978
Block_393	6	84685907	86169204	0.00514519133027558	0.478502793715629	81	241274	241366	93	989	0.00612924473067916	0.378	0.121960992388759	0.898
Block_394	12	64271616	65728847	0.00459443157551376	0.882130862498643	163	66659	66850	192	1012	0.00983240632318501	0.38	0.0529310597189696	0.686
Block_395	13	80146187	80851031	0.00558577403799539	0.346317990355714	169	79967	80028	62	923	0.00371779859484778	0.38	0.178015222482436	0.958
Block_396	5	58453140	60132467.5	0.00466343439504792	0.792783847158146	67	219629	219798	170	1316	0.00963663641686183	0.382	0.0619748975409836	0.738
Block_397	18	18679576	19344185	0.00565818320352388	0.299883709786766	204	126940	126992	53	676	0.00367937646370023	0.388	0.207991803278689	0.984
Block_398	1	146963327	147384851	0.00543732941643087	0.369738400317299	12	15635	15702	68	89	0.00448807084309133	0.39	0.165339578454333	0.954
Block_399	4	172460054	173187086.5	0.00727278826576902	0.14545576531538	63	213046	213065	20	445	0.00100995316159251	0.392	0.391265368852459	1
Block_400	2	191053365	193179883	0.00416501623468715	1.25366988664083	35	156942	157242	301	5305	0.0121816451990632	0.394	0.0301192915690867	0.57
Block_401	7	115673233	116923473	0.00446896558635084	0.907200014029221	101	260257	260459	203	1382	0.0116290983606557	0.394	0.0506751317330211	0.682
Block_402	4	148782086	151494375	0.00451417576198563	0.893806800873155	61	211327	211524	198	2259	0.0110033665105386	0.394	0.0519448916861827	0.684
Block_403	15	85186502.5	85861754	0.00483516277846386	0.604395347307982	186	101257	101381	125	2546	0.00880049765807962	0.394	0.0901456381733021	0.842
Block_404	14	31484482	33409651	0.00449175181301322	0.889366858976617	172	84037	84234	198	1895	0.0114406469555035	0.396	0.0523236241217799	0.684
Block_405	7	107843307	108767676	0.00557960924710514	0.334776554826308	101	259794	259853	60	1382	0.00385867974238876	0.396	0.18496230971897	0.964
Block_406	3	106917496	107886359	0.0048054179972768	0.619898921648707	49	190530	190658	129	1516	0.00908225995316159	0.4	0.0869767271662763	0.836
Block_407	1	225344038	227084885	0.00407957531377539	1.26058877195659	19	25025	25333	309	5331	0.0134239607728337	0.406	0.0298119145199063	0.568
Block_408	3	56759076.6666667	57574112	0.0047498580042003	0.62698125655444	39	187087	187218	132	4197	0.00998609484777518	0.408	0.0856923302107728	0.83
Block_409	8	92260401	93747008	0.00479311621418098	0.589553294344261	116	273388	273510	123	2224	0.00965127341920375	0.408	0.0931736680327869	0.848
Block_410	8	78815126	79420579	0.0069489866045523	0.166775678509255	113	272588	272611	24	401	0.00117644906323185	0.408	0.353611680327869	1
Block_411	10	54061116	54984564	0.00539211617891384	0.3504875516294	143	33794	33858	65	318	0.00500951405152225	0.41	0.175594628220141	0.958
Block_412	13	81746461	83799196	0.00598992202361996	0.239596880944798	169	80070	80109	40	923	0.00274626756440281	0.412	0.259638466042155	0.996
Block_413	4	48145379	48385257	0.00620908317774632	0.217317911221121	58	204844	204878	35	246	0.00212236533957845	0.412	0.284111533957845	1
Block_414	8	64210438	66504236	0.00502203038195148	0.487136947049293	112	271477	271573	97	2217	0.00753073770491803	0.414	0.119240339578454	0.898
Block_415	7	121291645	122061620	0.00559516953537368	0.296543985374805	102	260711	260763	53	435	0.00414593091334895	0.418	0.210425204918033	0.984
Block_416	13	46536976	48758464	0.00426600148866342	1.09209638109783	165	77916	78171	256	3958	0.0126866217798595	0.42	0.0376738144028103	0.624
Block_417	12	72264347	72964586	0.00551054976279176	0.330632985767505	163	67594	67653	60	1012	0.00438744145199063	0.42	0.187516466627635	0.966
Block_418	1	89639637	90437467	0.00469206052359764	0.624044049638486	4	12558	12690	133	1796	0.011162543911007	0.422	0.0862229215456674	0.832
Block_419	3	153761338	154876455	0.00523336346541938	0.371568806044776	51	195736	195806	71	1670	0.00631586651053864	0.428	0.164391832552693	0.954
Block_420	1	99021439	100515842	0.00486493105325888	0.525412553751959	4	13513	13620	108	1796	0.00944086651053864	0.43	0.108529713114754	0.878
Block_421	13	114756234	115094006	0.00546659643647623	0.327995786188574	171	82872	82931	60	60	0.0047240925058548	0.43	0.18917593676815	0.968
Block_422	2	171156583	172430776	0.00459326849419273	0.711956616599873	35	155179	155333	155	5305	0.0118889051522248	0.434	0.0718219408665105	0.782
Block_423	1	170532470	173470149	0.0038384862314027	1.38953201576778	15	18649	19010	362	5036	0.0144339139344262	0.438	0.0252085772833724	0.538
Block_424	6	111763265	112466086	0.00454900495015234	0.741487806874831	86	243162	243324	163	1290	0.0123408225995316	0.438	0.0679742388758782	0.764
Block_425	16	34337336	35135395	0.0057067309008235	0.268216352338705	195	107556	107602	47	49	0.00388246487119438	0.44	0.233310158079625	0.994
Block_426	13	100105566	100814556.5	0.0047913025295834	0.522251975724591	170	81209	81317	109	2686	0.0107710040983607	0.442	0.109418911007026	0.878
Block_427	3	33773450.5	34939069	0.00514428983212817	0.360100288248972	38	184110	184179	70	3566	0.00752524882903981	0.444	0.170266759367681	0.956
Block_428	13	49019603.5	49607490	0.00501833112075481	0.426558145264159	165	78193	78277	85	3958	0.00824612119437939	0.446	0.140094408665105	0.928
Block_429	3	100080118	100951841	0.00478190309318304	0.526009340250135	48	190056	190165	110	655	0.0109100556206089	0.45	0.108390661592506	0.878
Block_430	6	86290102	87808954	0.00564592341829387	0.265358400659812	81	241383	241429	47	989	0.00427766393442623	0.452	0.235567915690867	0.994
Block_431	6	94431180	94596271.4	0.00810395071024879	0.0972474085229854	82	241947	241958	12	23	0.000947745901639344	0.456	0.503794642857143	1
Block_432	15	22381402	23094174	0.00507322576177216	0.385565157894684	179	93203	93278	76	76	0.00802473653395785	0.458	0.157552693208431	0.948
Block_433	3	83983736	85071786	0.0064131848989061	0.205221916764995	44	189434	189465	32	180	0.00186255854800937	0.458	0.29861131440281	1
Block_434	13	76723380	78095500	0.00468657659695798	0.543642885247125	169	79706	79821	116	923	0.0125823331381733	0.46	0.103834894613583	0.87
Block_435	10	31747241	32702723.5	0.00459615928654707	0.611289185110761	137	32109	32241	133	2154	0.0134422570257611	0.462	0.0887167008196721	0.838
Block_436	7	124533913	125311038	0.00641458481023998	0.198852129117439	102	260952	260982	31	435	0.00191378805620609	0.466	0.306813524590164	1
Block_437	14	51203813	53336182	0.00378591756325472	1.2455668783108	175	85170	85498	329	8200	0.0176064841920375	0.468	0.0304248389929742	0.572
Block_438	3	103328370	105106717	0.00538360579650852	0.296098318807969	49	190324	190378	55	1516	0.00585114168618267	0.47	0.210776492974239	0.984
Block_439	11	95701960	96012234	0.0050521446407131	0.378910848053483	155	54641	54715	75	610	0.0084656762295082	0.472	0.160866144613583	0.952
Block_440	13	36166525.3333333	38266208	0.00434158551318181	0.807534905451818	165	76765	76950	186	3958	0.0158317476580796	0.478	0.0603227459016393	0.73
Block_441	1	81631616	83568934	0.00467528955951269	0.50493127242737	3	11933	12040	108	9593	0.0136801083138173	0.484	0.11404237412178	0.888
Block_442	4	159417473	160173042.5	0.00469317122553943	0.4880898074561	61	212275	212378	104	2259	0.0135849677985948	0.486	0.118934792154567	0.896
Block_443	4	155947304	158093379	0.00445471797523793	0.654843542359976	61	212056	212202	147	2259	0.0160641100702576	0.492	0.0808163788056206	0.808
Block_444	5	90005799	91018691	0.00473417715299495	0.4686835381465	71	222354	222452	99	2650	0.0130086358313817	0.492	0.125181132903981	0.904
Block_445	14	39579273	42300132	0.00497417788649995	0.373063341487496	172	84752	84826	75	1895	0.00977751756440281	0.492	0.163676449063232	0.954
Block_446	3	101503995.75	102914386	0.00455070113940093	0.568837642425116	48	190199	190323	125	655	0.0152554156908665	0.494	0.0977312646370023	0.858
Block_447	6	100744362	101008489	0.006629669303769	0.165741732594225	84	242202	242226	25	304	0.00177839578454333	0.494	0.355402883489461	1
Block_448	7	77894058	78912674	0.00514652059164029	0.313937756090058	98	257011	257071	61	643	0.00834126170960187	0.498	0.198280152224824	0.976
Block_449	1	100715487.153846	101349993	0.00495125396879384	0.366392793690744	4	13634	13707	74	1796	0.0103776346604215	0.5	0.167030152224824	0.954
Block_450	21	24264513	26316376	0.0053621149176587	0.268105745882935	218	171946	171995	50	3066	0.00664519906323185	0.504	0.233385172716628	0.994
Block_451	4	48804245	49519997	0.00632686127780712	0.189805838334214	58	204933	204962	30	246	0.00225592798594848	0.504	0.318861607142857	1
Block_452	10	47588958	47702742	0.00705660758727812	0.127018936571006	140	33251	33268	18	18	0.00157713700234192	0.504	0.429048960772834	1
Block_453	7	9528667	15501240	0.00367179567840506	1.20067718683846	89	250963	251289	327	6160	0.0200746487119438	0.506	0.032439256440281	0.586
Block_454	4	138046216	139952160	0.00433935267912332	0.74636866080921	61	210346	210517	172	2259	0.0171326112412178	0.506	0.067377781030445	0.76
Block_455	15	50158756	50755514	0.00479616242006184	0.402877643285195	185	96107	96190	84	6498	0.0127232142857143	0.506	0.14988656323185	0.938
Block_456	12	33516035	34759279	0.00482067699013772	0.385654159211018	159	63749	63828	80	80	0.0126042886416862	0.518	0.15749231557377	0.948
Block_457	12	62334217	62786841	0.00578330749522422	0.196632454837624	162	66523	66556	34	137	0.00446794496487119	0.518	0.30968237704918	1
Block_458	21	23426775.5	23947797	0.00791639562439045	0.0949967474926854	217	171934	171945	12	78	0.00116730093676815	0.518	0.510359338407494	1
Block_459	8	110094905	111362564	0.00487772821704336	0.365829616278252	116	275320	275394	75	2224	0.0118047423887588	0.52	0.167310084894614	0.954
Block_460	12	22671186	24642841	0.00436643672500002	0.620034014950003	158	62589	62730	142	4166	0.0192860802107728	0.524	0.0869456235362998	0.836
Block_461	10	63017479	63730114	0.00476834917104211	0.400541330367537	145	34312	34395	84	752	0.0134660421545667	0.524	0.150891027517564	0.94
Block_462	13	67013293	67570127	0.00610668876429376	0.1954140404574	168	79175	79206	32	109	0.00293105971896956	0.526	0.311340017564403	1
Block_463	14	48259163	48613475	-0.01073090827994	0.0536545413997002	174	84984	84988	5	41	0.00078856850117096	0.528	0.658308328454333	1
Block_464	12	15774098.5	17955920	0.00442335169405564	0.566189016839122	158	62129	62256	128	4166	0.0189311329039813	0.53	0.0983021077283372	0.86
Block_465	5	60787422	61507325	0.00497101523176302	0.31317395960107	67	219870	219932	63	1316	0.0111936475409836	0.534	0.198774151053864	0.976
Block_466	4	86844506	88431965.5	0.00412489532635435	0.750730949396492	60	207293	207474	182	4676	0.0230423009367682	0.536	0.0667868120608899	0.758
Block_467	1	195441602	198087386	0.00420312880934511	0.668297480685872	17	21036	21194	159	1707	0.0230862119437939	0.538	0.0786446135831382	0.802
Block_468	3	98863969	99615019	0.0046261570145809	0.430232602356024	48	189883	189975	93	655	0.0167172862997658	0.552	0.138630708430913	0.924
Block_469	7	76877115	77130482	0.00515567805339823	0.257783902669912	98	256878	256927	50	643	0.00954149590163934	0.554	0.242277151639344	0.994
Block_470	9	5976721	6331521	0.00558052094440101	0.200898753998436	118	280421	280456	36	641	0.00606337822014052	0.554	0.304091042154567	1
Block_471	6	27263879	28655685	0.00404946245158236	0.72080431638166	74	235767	235944	178	4853	0.0265789666276347	0.558	0.0706509806791569	0.778
Block_472	4	40136087	40665353	0.00435134872347067	0.556972636604246	56	204265	204392	128	1023	0.0215603044496487	0.558	0.100354947306792	0.862
Block_473	3	86612341	87613028	0.00520544988402044	0.244656144548961	44	189498	189544	47	180	0.0092103337236534	0.56	0.254561255854801	0.996
Block_474	6	64486470.3333333	65087487.5	0.00609079903223174	0.176633171934721	79	240287	240315	29	209	0.00329332552693208	0.57	0.338023272833724	1
Block_475	6	88417020	89309497	0.00455621886729286	0.455621886729286	81	241491	241590	100	989	0.0181553717798595	0.572	0.129473433840749	0.912
Block_476	4	93890979	95653287.5	0.00444243829931271	0.479783336325773	60	207843	207950	108	4676	0.0211211943793911	0.574	0.121573111826698	0.898
Block_477	4	44930030	45624041	0.00846411820893081	0.0761770638803773	57	204708	204716	9	32	0.00116547131147541	0.574	0.570457040398127	1
Block_478	12	77583423	79310751	0.00427544536753376	0.53443067094172	164	67961	68085	125	7249	0.0250182962529274	0.586	0.106158518735363	0.874
Block_479	13	45866466	46465310	0.00457876917420673	0.389195379807572	165	77827	77911	85	3958	0.0193025468384075	0.586	0.155973726580796	0.946
Block_480	2	184037145	186679171	0.00477105689832	0.3101186983908	35	156558	156622	65	5305	0.0159598214285714	0.59	0.200817842505855	0.978
Block_481	3	114520134	115402749	0.00474906011160601	0.294441726919573	49	191341	191402	62	1516	0.0171820111241218	0.604	0.211967579039813	0.984
Block_482	3	105551645	106406895.5	0.00466369277589601	0.321794801536824	49	190436	190504	69	1516	0.0187865925058548	0.606	0.19317549765808	0.976
Block_483	13	78315156	79730270	0.00451956734817427	0.384163224594813	169	79847	79931	85	923	0.0214926083138173	0.608	0.15817293618267	0.948
Block_484	4	91666383	93744007	0.00482059374282101	0.269953249597977	60	207786	207841	56	4676	0.015983606557377	0.608	0.231793398711944	0.994
Block_485	10	67073427	69280873	0.00466409316039827	0.317158334907082	146	34677	34744	68	2864	0.0189146662763466	0.61	0.196201697892272	0.976
Block_486	18	58616767	59759046	0.00451216702148868	0.369997695762072	206	130160	130241	82	3013	0.0223214285714286	0.614	0.165195038056206	0.954
Block_487	10	52549004	52697405	0.00661789505870706	0.125740006115434	143	33699	33717	19	318	0.00251024590163934	0.616	0.431910494730679	1
Block_488	4	170708807	172108116	0.00476444363200782	0.285866617920469	62	212986	213045	60	561	0.0170338114754098	0.62	0.218497511709602	0.99
Block_489	5	68561936	68827229.3333333	0.0057467049593517	0.172401148780551	68	220492	220521	30	528	0.00549985362997658	0.62	0.344642857142857	1
Block_490	5	39437757	40521514	0.00419383765454973	0.482291330273219	66	218229	218343	115	1122	0.0309883635831382	0.632	0.120742461943794	0.898
Block_491	7	90012759	91414257	0.00409617365976806	0.491540839172167	100	257716	257835	120	1478	0.0352459016393443	0.65	0.117829698477752	0.894
Block_492	4	75601091	76917063	0.00433522508298658	0.424852058132685	60	206305	206402	98	4676	0.0275029274004684	0.65	0.140784177400468	0.93
Block_493	11	97813522	97836867	0.0111352266628973	0.0445409066515892	156	54778	54781	4	23	0.00102093091334895	0.65	0.700556206088993	1
Block_494	10	58903323	60350037	0.00464047118413687	0.283068742232349	145	33925	33985	61	752	0.0212547570257611	0.654	0.220683913934426	0.99
Block_495	7	88964363	89637491	0.0090342194440245	0.0632395361081715	100	257691	257697	7	1478	0.00126244145199063	0.656	0.618232216042155	1
Block_496	9	113361270	114413582	0.00433089230024912	0.420096553124165	135	285886	285982	97	4713	0.0279145930913349	0.66	0.142679669203747	0.93
Block_497	8	88746263	89856205	0.00482283647033061	0.23149615057587	116	273178	273225	48	2224	0.0177382172131148	0.664	0.268045594262295	1
Block_498	7	63353556	64467286	0.00488378476882054	0.229537884134565	93	255896	255942	47	47	0.0162177985948478	0.664	0.270257611241218	1
Block_499	14	47739274	48109953	0.007726010792464	0.07726010792464	174	84973	84982	10	41	0.00190281030444965	0.672	0.56671362704918	1
Block_500	14	47238968	47311141	-0.0126162335517958	0.0252324671035916	174	84957	84958	2	41	0.00103739754098361	0.676	0.806515295667447	1
Block_501	4	46427765.5	47544981	0.00471230325946759	0.240327466232847	58	204731	204781	51	246	0.0209089578454333	0.678	0.25890112704918	0.996
Block_502	1	92775395	93796155	0.00407615541775062	0.448377095952568	4	12870	12979	110	1796	0.0392052107728337	0.682	0.131978190866511	0.914
Block_503	18	64736132	66485481	0.00428037929243444	0.402355653488837	207	130703	130796	94	1186	0.0310999707259953	0.686	0.150100629391101	0.938
Block_504	3	144753255	145810149	0.00495056528332291	0.207923741899562	51	194787	194828	42	1670	0.0155792593676815	0.692	0.295350922131148	1
Block_505	6	69668231	69815317	0.00936767143172041	0.0562060285903225	79	240408	240413	6	209	0.00136124121779859	0.692	0.647006733021077	1
Block_506	3	151536280	152052737	0.00424997203553016	0.395247399304305	51	195486	195578	93	1670	0.0330082699063232	0.694	0.153302473653396	0.944
Block_507	12	18294586	19310593	0.00438837172867914	0.311574392736219	158	62263	62333	71	4166	0.0307706381733021	0.696	0.199859118852459	0.976
Block_508	6	76366006	76655983	0.00517012675454668	0.175784309654587	80	240876	240909	34	535	0.0122895930913349	0.696	0.339386343676815	1
Block_509	1	248274759	249219611	0.00448683830302578	0.273697136484573	19	28045	28105	61	5331	0.0283189402810304	0.698	0.228509221311475	0.99
Block_510	8	66841764	67459269	0.00407583171249247	0.423886498099217	112	271615	271718	104	2217	0.0410147101873536	0.704	0.141150102459016	0.93
Block_511	8	86850141	87243879.6666667	0.00469998964448718	0.225599502935385	115	273066	273113	48	105	0.022191525175644	0.704	0.274562719555035	1
Block_512	3	108013109	109215152.5	0.00416582799940379	0.399919487942764	49	190661	190756	96	1516	0.0373133782201405	0.706	0.151128878805621	0.94
Block_513	2	195086870	195425384	0.00879027067590477	0.0615318947313334	36	157272	157278	7	24	0.00147467798594848	0.706	0.625162836651054	1
Block_514	13	67676107	67874129	0.00702576065408929	0.0913348885031607	168	79214	79226	13	109	0.00259806791569087	0.708	0.521055327868852	1
Block_515	6	22414340	23621344	0.00439206685849666	0.294268479519276	73	235288	235354	67	3384	0.0316891100702576	0.71	0.212088334309133	0.984
Block_516	13	66437498	66785045	0.00744724855763696	0.0819197341340066	168	79154	79164	11	109	0.00218457259953162	0.71	0.55082150175644	1
Block_517	4	158368661	159248800	0.00457744042627916	0.242604342592795	61	212216	212268	53	2259	0.0260685011709602	0.714	0.256654347189696	0.996
Block_518	8	59789984	61398068.5	0.0038320071783452	0.463672868579769	112	271054	271174	121	2217	0.0528688524590164	0.718	0.126699721896955	0.908
Block_519	11	107067568	107906692	0.00434234090470071	0.290936840614948	157	55397	55463	67	4801	0.0346256586651054	0.728	0.21457662470726	0.988
Block_520	7	86389542	87166531	0.00421596322941669	0.362572837729835	99	257520	257605	86	183	0.0368706088992974	0.732	0.169013466042155	0.956
Block_521	5	39138071	39400629	0.00449009473300746	0.237975020849395	66	218172	218224	53	1122	0.0305913348946136	0.732	0.261274151053864	0.998
Block_522	14	66058810	66949747	0.00412179585164539	0.370961626648085	175	87198	87287	90	8200	0.0420795521077283	0.738	0.164737631733021	0.954
Block_523	7	114648973	115590970	0.00438781720738778	0.250105580821104	101	260193	260249	57	1382	0.0352001610070258	0.754	0.24942549765808	0.994
Block_524	6	75473865	76007287	0.00447477302457878	0.228213424253518	80	240776	240826	51	535	0.0323093530444965	0.756	0.271750585480094	1
Block_525	14	47655973	47676840	-0.0112788218102225	0.0338364654306676	174	84969	84971	3	41	0.00130818208430913	0.762	0.756143881733021	1
Block_526	13	64030064	65126171	0.00550216892555977	0.126549885287875	167	79112	79134	23	265	0.0100025614754098	0.778	0.430071721311475	1
Block_527	4	30745743	31116618	0.00504876189986858	0.156511618895926	56	203662	203692	31	1023	0.0162360948477752	0.782	0.370912617096019	1
Block_528	12	9947513	10379548	0.00407023352034994	0.309337747546595	158	61331	61406	76	4166	0.0515313963700234	0.788	0.201341115339578	0.978
Block_529	10	52053390	52232489	0.00464848179928275	0.181290790172027	143	33619	33657	39	318	0.0276438085480094	0.788	0.33096274882904	1
Block_530	5	40653022	41372068	0.00406204395495437	0.308715340576532	66	218358	218433	76	1122	0.0522559279859485	0.792	0.201697892271663	0.978
Block_531	1	188126323.333333	189118964	0.00499208871531791	0.154754750174855	15	20725	20755	31	5036	0.0178809279859485	0.792	0.373988217213115	1
Block_532	14	46120144	46410052	0.00649056930277318	0.0908679702388245	173	84932	84945	14	121	0.00423924180327869	0.792	0.522464139344262	1
Block_533	19	22605172.5	22785824	0.00717913619260425	0.0789704981186467	209	134326	134336	11	45	0.00285604508196721	0.792	0.560889929742389	1
Block_534	1	186122796	187763868	0.00335073275241848	0.492557714605517	15	20567	20713	147	5036	0.0790617681498829	0.794	0.117551595433255	0.894
Block_535	1	149069813	149298892	0.00717358468632577	0.0789094315495835	14	15709	15719	11	12	0.00287434133489461	0.794	0.561076551522248	1
Block_536	1	12493908.3333333	12915919.6666667	0.00397599714230423	0.341935754238164	2	2362	2447	86	2446	0.0552766393442623	0.798	0.180611460772834	0.96
Block_537	6	122144734	123412174	0.00397550210411077	0.333942176745304	87	244009	244092	84	6089	0.0562463407494145	0.8	0.185410567915691	0.964
Block_538	3	141295889	141989359	0.00390493570682596	0.351444213614336	50	194478	194567	90	2947	0.0601306352459016	0.802	0.175049399882904	0.958
Block_539	12	38443128	40166639	0.00397615305868513	0.322068397753495	161	63832	63912	81	2681	0.0575911153395785	0.804	0.193003512880562	0.976
Block_540	7	112929307	114629171	0.00396250003332214	0.320962502699093	101	260110	260190	81	1382	0.0589340603044496	0.808	0.19368962236534	0.976
Block_541	12	19436443	20677257	0.00374744610578266	0.385986948895614	158	62362	62464	103	4166	0.0691049473067916	0.81	0.157340456674473	0.948
Block_542	6	107120429	107538371	0.0042544380607059	0.23824853139953	86	242594	242649	56	1290	0.0449575526932084	0.812	0.260983240632318	0.996
Block_543	12	28862171	29549608	0.00425307288176184	0.238172081378663	158	63299	63354	56	4166	0.04504537470726	0.812	0.261047277517564	0.996
Block_544	7	123886794	124463149	0.00492729480158153	0.152746138849027	102	260915	260945	31	435	0.0199282786885246	0.812	0.377711504683841	1
Block_545	7	84420353	85260179	0.00482058373930328	0.159079263397008	98	257470	257502	33	643	0.0225922131147541	0.814	0.366481264637002	1
Block_546	3	112270176	112645078	0.00418246299737737	0.246765316845265	49	191025	191083	59	1516	0.0495151492974239	0.824	0.25259074941452	0.996
Block_547	4	173522917	173961344	0.00496204122566124	0.143899195544176	63	213071	213099	29	445	0.0196062646370023	0.83	0.394386709601874	1
Block_548	6	76940951	78645817	0.00447230863836605	0.178892345534642	80	240918	240957	40	535	0.0373024004683841	0.844	0.334557962529274	1
Block_549	12	32308125	33205648.3333333	0.0035076637316109	0.385843010477199	158	63639	63748	110	4166	0.0902243120608899	0.848	0.157413641686183	0.948
Block_550	13	86368096	86634792	0.00601075243874828	0.0901612865812242	169	80171	80185	15	923	0.00715200526932084	0.848	0.524676156323185	1
Block_551	4	42580396	43460479	0.00440262306277349	0.184910168636487	56	204643	204684	42	1023	0.0411171692037471	0.858	0.325653176229508	1
Block_552	2	194689205	194689205	0.0119534569760173	0.0119534569760173	36	157263	157263	1	24	0.00179852166276347	0.862	0.898761343676815	1
Block_553	6	107706026	108038173	0.00414964931952154	0.219931413934642	86	242663	242715	53	1290	0.055552912763466	0.866	0.281017637587822	1
Block_554	2	111400748	112029508	0.00369598646009595	0.336334767868732	31	150087	150177	91	91	0.0821080942622951	0.87	0.183957845433255	0.964
Block_555	4	67356057	68627884	0.00402301234458151	0.245403753019472	60	205698	205758	61	4676	0.0639088114754098	0.878	0.253864168618267	0.996
Block_556	15	37076407	37380967	0.0041466671895822	0.203186692289528	184	94522	94570	49	525	0.0584492096018735	0.882	0.301227678571429	1
Block_557	13	60576227	60763264	0.00542917801618328	0.103154382307482	167	78994	79012	19	265	0.0128275029274005	0.882	0.487124926814988	1
Block_558	6	71594849	72254462	0.00386230012225311	0.254911808068705	80	240509	240574	66	535	0.0793545081967213	0.9	0.244900834309133	0.994
Block_559	12	40731085	42299446	0.00388702654179966	0.248769698675178	161	63963	64026	64	2681	0.0776072160421546	0.9	0.25068793911007	0.994
Block_560	6	66347371	66999374	0.00637502728129849	0.0765003273755819	79	240338	240349	12	209	0.00581820843091335	0.9	0.569329991217799	1
Block_561	4	44740834	44761968	-0.010978661415466	0.0219573228309321	57	204705	204706	2	32	0.00198880269320843	0.906	0.826774736533958	1
Block_562	14	43324599	44008450	0.00652524829852844	0.0717777312838128	173	84846	84856	11	121	0.00547972775175644	0.914	0.586058255269321	1
Block_563	5	64356187	64690269	0.00442126884717532	0.150323140803961	68	220044	220077	34	528	0.0442933987119438	0.916	0.382109923887588	1
Block_564	8	42805305.3333333	43554101	0.00411538619576658	0.185192378809496	109	269942	269986	45	4280	0.0646461504683841	0.92	0.325252488290398	1
Block_565	14	67411795	68124832.5	0.00321558577327293	0.344067677740203	175	87309	87415	107	8200	0.12652224824356	0.922	0.179325234192037	0.96
Block_566	7	77507029	77768802	0.00459452227811651	0.137835668343495	98	256967	256996	30	643	0.0353447014051522	0.922	0.406522614168618	1
Block_567	21	19985286	20914062	0.00471246342238222	0.12723651240432	216	171841	171867	27	363	0.0307340456674473	0.922	0.428529347189696	1
Block_568	13	62783718	62962063	0.00661419732473724	0.0661419732473724	167	79083	79092	10	265	0.00552546838407494	0.924	0.606985509367681	1
Block_569	6	82393976	82804314	0.00391218598811541	0.219082415334463	81	241110	241165	56	989	0.0803004244730679	0.926	0.282007464871194	1
Block_570	11	36586103	37025284	0.00439870672708661	0.145157321993858	150	48200	48232	33	2406	0.0467999853629977	0.93	0.391841700819672	1
Block_571	14	49503807	50802075	0.00287333131454679	0.344799757745614	175	84999	85118	120	8200	0.135964944379391	0.932	0.178911738875878	0.958
Block_572	7	122925263	123512535	0.00370307565954248	0.262918371827516	102	260820	260890	71	435	0.0968695111241218	0.932	0.237688451405152	0.994
Block_573	6	100353260	100684047	0.00468463576084995	0.117115894021249	84	242172	242196	25	304	0.0334675058548009	0.936	0.451924765807963	1
Block_574	14	47509965	47572921	0.00893908962640606	0.0357563585056242	174	84965	84968	4	41	0.003033518735363	0.936	0.745418618266979	1
Block_575	3	16932618	17705062	0.00320075674564676	0.304071890836442	38	182709	182803	95	3566	0.14426412470726	0.94	0.205013173302108	0.978
Block_576	15	83254030	83761433	0.00367039430281175	0.245916418288387	186	101086	101152	67	2546	0.105585846018735	0.94	0.253406762295082	0.996
Block_577	3	17714135.5	18278908.5	0.00407119319829618	0.179132500725032	38	182805	182848	44	3566	0.0705997511709602	0.94	0.334193867096019	1
Block_578	6	81134616	81938758	0.00447674418523741	0.134302325557122	81	241071	241100	30	989	0.0432175790398126	0.94	0.413544716042155	1
Block_579	11	128490600	128754179	0.00355832597850204	0.241966166538139	157	58692	58759	68	4801	0.123119145199063	0.948	0.257292886416862	0.996
Block_580	4	104296665	105827067	0.00358599558135056	0.229503717206436	60	208523	208586	64	4676	0.123172204332553	0.948	0.270296033372365	1
Block_581	3	93795505	93976019	0.0053857357863108	0.0861717725809729	46	189636	189651	16	37	0.0155353483606557	0.95	0.537227385831382	1
Block_582	12	21525662	22441518	0.00351340891885295	0.231884988644295	158	62506	62571	66	4166	0.13363400175644	0.952	0.267643076697892	1
Block_583	7	8191979	9137348	0.00377569862125376	0.203887725547703	89	250905	250958	54	6160	0.102301668618267	0.952	0.30034031030445	1
Block_584	1	104326905	104635600	0.00694329261426773	0.0555463409141419	5	13847	13854	8	19	0.00528212822014051	0.954	0.649923155737705	1
Block_585	1	101815369.666667	103345183	0.0037945444928002	0.18593268014721	4	13780	13828	49	1796	0.104868632903981	0.96	0.324222409250585	1
Block_586	4	169909815	170332773	0.00330541147643407	0.26773832959116	62	212878	212958	81	561	0.149092505854801	0.962	0.233690720140515	0.994
Block_587	1	193308553	193738921	0.00395982869457466	0.158393147782987	16	20961	21000	40	280	0.088879537470726	0.966	0.367602824941452	1
Block_588	13	68432240	68955876	0.00535703998112664	0.0803555997168997	168	79248	79262	15	109	0.0169386709601874	0.966	0.556174985362998	1
Block_589	2	194106027	194367530	-0.00855759532701289	0.0342303813080516	36	157256	157259	4	24	0.00375622072599532	0.966	0.753794642857143	1
