chr	start	end	H1	H2	H3	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51
chr3	106000001	108000000	0.757014654	0.78285098	0.77503142	0.777508776	0.74748981	0.787249284	0.794113465	0.774733463	0.759819091	0.757684426	0.779054531	0.758778169	0.75026087	0.766057441	0.789811186	0.781665047	0.736931337	0.769956247	0.786948481	0.795480325	0.735757884	0.749567739	0.778197641	0.798102467	0.796357891	0.790293995	0.761766877	0.77967597	0.74720084	0.790347924	0.771125828	0.766305783	0.77074774	0.769423559	0.786152324	0.760180995	0.769477397	0.756758998	0.761823915	0.730861563	0.721102322	0.544567404	0.732029821	0.524137931	0.501585114	0.770412518	0.78846614	0.687110592	0.763790958	0.759658181	0.753736337	0.726856562	0.77571295	0.763273046
chr3	108000001	110000000	0.767230612	0.800874891	0.808972199	0.791923172	0.765876127	0.786460865	0.792471591	0.785938044	0.782442748	0.791356185	0.781595693	0.766905931	0.784814556	0.788888889	0.79023569	0.772712783	0.788434807	0.801266439	0.791857974	0.800070646	0.754065212	0.762353482	0.791342577	0.793887439	0.795680381	0.787571957	0.774528082	0.790403418	0.769074949	0.798805903	0.778543046	0.770582794	0.76985696	0.783650356	0.787306688	0.781972747	0.787687451	0.78962818	0.743449116	0.787114846	0.752780586	0.564288677	0.719059756	0.632967033	0.501546247	0.772886694	0.793838863	0.700824002	0.764434687	0.769297636	0.769995267	0.756241234	0.770429911	0.765424827
chr3	110000001	112000000	0.730056613	0.781609195	0.758153537	0.750282805	0.715861758	0.759905464	0.762754251	0.756240822	0.734206033	0.756077291	0.766852336	0.737143353	0.733768885	0.744118595	0.754893964	0.736380256	0.738451313	0.754729806	0.779240411	0.780340186	0.716929209	0.719507324	0.764070419	0.769801538	0.753914989	0.775042548	0.741211825	0.750137944	0.74051623	0.760772849	0.758908264	0.745266508	0.753798968	0.757650139	0.756058528	0.724962011	0.757503222	0.750097656	0.742779525	0.732694685	0.700030893	0.5963347	0.704267782	0.613138686	0.621342513	0.780922971	0.771014493	0.708352886	0.744921574	0.718864843	0.717588984	0.719597684	0.759174312	0.756274302
chr3	112000001	114000000	0.774793594	0.801550388	0.788135593	0.792996025	0.752574687	0.797103102	0.802465827	0.785273507	0.749885793	0.785159749	0.788527552	0.767277269	0.767990074	0.783797217	0.764953411	0.78581363	0.769683591	0.774868234	0.802148194	0.812617864	0.739941994	0.767513585	0.786375859	0.796327456	0.802112733	0.790629432	0.772532822	0.77452491	0.757925072	0.795468401	0.78158409	0.792161383	0.777717627	0.767935768	0.778604812	0.773916684	0.769704606	0.762812523	0.766830085	0.764134276	0.744186047	0.601602534	0.742703835	0.584885912	0.634006862	0.776315789	0.78833407	0.689107289	0.756268437	0.770496894	0.743537136	0.735740072	0.803163045	0.766361343
chr3	114000001	116000000	0.779433868	0.803503427	0.793287938	0.796990496	0.765467473	0.805334031	0.787110568	0.782014657	0.773874863	0.770038976	0.77012116	0.773930415	0.76729048	0.774992797	0.776926025	0.780075836	0.756453082	0.78965773	0.787353856	0.784881092	0.75876786	0.760565198	0.778787879	0.793645674	0.794109867	0.787817029	0.782608696	0.787739192	0.764651677	0.809861696	0.784322409	0.774871355	0.780853816	0.776154945	0.797300239	0.769335884	0.796128574	0.775678204	0.77939472	0.752955441	0.749085795	0.590212669	0.695592912	0.589075109	0.565873386	0.774855252	0.805532035	0.708910434	0.78491018	0.765262946	0.763385147	0.747191011	0.790472551	0.774371452
chr3	116000001	118000000	0.724481965	0.769386515	0.751648982	0.738476812	0.715195001	0.741539706	0.748162993	0.716778523	0.732967667	0.742464091	0.750113225	0.716248349	0.754278192	0.71641791	0.738344051	0.730620835	0.734270415	0.769672408	0.743453123	0.757326627	0.711324871	0.708051374	0.732087227	0.756479343	0.759587021	0.72769484	0.715620828	0.747502183	0.715746019	0.758068615	0.733623098	0.722838831	0.722153037	0.735036039	0.749195345	0.732265113	0.740450904	0.735303107	0.709137884	0.709041468	0.703561116	0.359834507	0.641075795	0.456427379	0.344244493	0.68773412	0.73636657	0.630757221	0.710077519	0.737796976	0.708936868	0.716451613	0.731701097	0.724875267
chr3	118000001	120000000	0.767120328	0.788208787	0.775299463	0.791666667	0.741598755	0.794319295	0.782758621	0.775348363	0.745412311	0.767979987	0.77327038	0.764513248	0.746859296	0.77479287	0.79705681	0.75648459	0.756109851	0.779261237	0.787749917	0.803397838	0.748795964	0.747706665	0.78999425	0.794456388	0.790990694	0.782736378	0.761808771	0.7799889	0.745951251	0.790503085	0.781686627	0.75385406	0.769293828	0.783738239	0.770997978	0.742590432	0.772748057	0.76371807	0.757482732	0.755115658	0.73141931	0.54327973	0.729681494	0.565710319	0.57568438	0.773486657	0.767581888	0.712349118	0.772960756	0.769485355	0.742360958	0.766881827	0.782296359	0.759225735
chr3	120000001	122000000	0.765691789	0.801934236	0.799421607	0.79376784	0.748208708	0.7935992	0.786719437	0.788011024	0.768224752	0.789076595	0.797495418	0.773459789	0.760365655	0.762959235	0.786036818	0.787141074	0.762680683	0.77616792	0.788790953	0.80713615	0.743389858	0.768925602	0.791110608	0.809610657	0.792727273	0.787967033	0.762896655	0.780817403	0.753518767	0.800201816	0.774755743	0.779886148	0.778822667	0.783728715	0.771576639	0.743918054	0.771550411	0.77360694	0.768207645	0.743917128	0.720165555	0.563202247	0.743926836	0.608156944	0.620784884	0.780738628	0.763538749	0.718528203	0.767485042	0.751651255	0.762981768	0.748671626	0.784694534	0.740005967
chr3	122000001	124000000	0.764546036	0.804026846	0.760662177	0.787069632	0.726671953	0.789244186	0.793622277	0.78912883	0.756894191	0.766624555	0.761155245	0.759109665	0.745116065	0.752365357	0.781748072	0.766157761	0.763044331	0.739467691	0.790361446	0.80169248	0.71500652	0.73125119	0.782019599	0.796538853	0.802991978	0.787591866	0.754687434	0.758364974	0.72823116	0.77132634	0.764968153	0.776766318	0.773748485	0.76199573	0.763154279	0.730601498	0.762174783	0.746574526	0.77053761	0.721343551	0.698355521	0.625081064	0.722222222	0.697447447	0.728085868	0.792937191	0.745151907	0.728022721	0.755626543	0.74757658	0.741151525	0.736703627	0.795652174	0.759301691
chr3	124000001	126000000	0.763898369	0.812243782	0.796687678	0.785384125	0.736134969	0.800270392	0.784317825	0.779470145	0.762860082	0.775872627	0.789539142	0.765891716	0.758934105	0.751092437	0.758194881	0.782073434	0.751736685	0.76735589	0.797350252	0.801913944	0.735650642	0.752564371	0.78887849	0.794606576	0.795239314	0.811653914	0.764050127	0.770024406	0.753749284	0.786776991	0.762352122	0.791003732	0.770709571	0.772094969	0.774792067	0.753831418	0.765874642	0.761097096	0.780487805	0.776416318	0.706535313	0.597011546	0.748609892	0.690510949	0.703786667	0.80735407	0.759555556	0.747827167	0.7782981	0.750166778	0.744734877	0.760865709	0.795983764	0.766448022
chr3	126000001	128000000	0.754397671	0.799635446	0.763071895	0.77610348	0.721410481	0.770585953	0.787625418	0.761744496	0.751403368	0.756603007	0.771169241	0.75571316	0.740776857	0.741993623	0.748971929	0.755621084	0.742724098	0.746507828	0.789220404	0.798299845	0.722404648	0.727908709	0.776348876	0.780426981	0.787392066	0.775152002	0.749517485	0.763521262	0.732156562	0.776008937	0.772310318	0.768443497	0.767764657	0.773727391	0.762934519	0.731087693	0.763294423	0.738775326	0.773450413	0.729323308	0.673639318	0.549978311	0.698108491	0.608369231	0.626092223	0.779270735	0.746303142	0.698603152	0.747863722	0.744526202	0.736990673	0.727932445	0.776333718	0.750947867
chr3	128000001	130000000	0.74628309	0.787055336	0.758414505	0.768038409	0.703633445	0.777367387	0.761128412	0.750999932	0.72619229	0.749079652	0.746431757	0.745304586	0.746634449	0.724728726	0.727713875	0.745612596	0.739321992	0.721948718	0.784230857	0.78869745	0.705740682	0.713338265	0.776879925	0.767500146	0.782534828	0.768843667	0.741688695	0.752319227	0.696908987	0.776736924	0.759115057	0.755819632	0.750169999	0.747655123	0.738568588	0.712697229	0.744862472	0.732142099	0.751929123	0.688210962	0.662268082	0.537394599	0.666532453	0.592179413	0.631604898	0.77423685	0.715209608	0.684707752	0.762164386	0.745882153	0.694072892	0.709387441	0.772381798	0.728307255
chr3	130000001	132000000	0.76956313	0.799959831	0.785904847	0.787908944	0.745140389	0.785556278	0.791273054	0.77701036	0.773049645	0.77001612	0.778563773	0.761954179	0.743781095	0.768515911	0.778867925	0.780293367	0.761243586	0.777856852	0.789480034	0.796790911	0.729234564	0.736748593	0.770767357	0.797380714	0.785714286	0.783186347	0.767196424	0.771753909	0.760391198	0.780926368	0.765570329	0.77630137	0.781482885	0.768500077	0.795897223	0.759263927	0.77868296	0.761118955	0.75198939	0.703241895	0.710016602	0.487595212	0.614320096	0.500834725	0.426166203	0.74282157	0.764553015	0.668890371	0.722158962	0.763100219	0.758285052	0.727902946	0.787032156	0.747476341
chr3	132000001	134000000	0.761792006	0.798031229	0.791305769	0.772248804	0.721672078	0.798710115	0.790316665	0.794259354	0.76984127	0.767308206	0.786686061	0.760999112	0.77325417	0.773318386	0.80067464	0.780873292	0.742245522	0.762568926	0.796438197	0.796453546	0.747260922	0.741516659	0.79331307	0.812098657	0.800779757	0.798089975	0.765566832	0.781763002	0.782659809	0.805418481	0.793872794	0.787385912	0.779321315	0.77724036	0.770497148	0.759951259	0.794358028	0.768614779	0.778355622	0.7148	0.717567568	0.547826087	0.725734853	0.608806097	0.582559598	0.769423389	0.773152758	0.72524955	0.740106952	0.77182304	0.755660377	0.742473367	0.790467312	0.763546798
chr3	134000001	136000000	0.749570693	0.797485331	0.774317763	0.77659796	0.722447655	0.791575806	0.773918829	0.757547656	0.748544559	0.749067293	0.758218821	0.747030717	0.731176639	0.763058824	0.783865141	0.769665948	0.73125	0.761012574	0.789779785	0.796875	0.730835118	0.726043829	0.78142132	0.779709695	0.791461007	0.776955113	0.757327203	0.76090815	0.743105051	0.779227148	0.762117647	0.7397343	0.756017952	0.756617836	0.755866281	0.734491569	0.759247071	0.750017729	0.750831415	0.713891626	0.676318313	0.439039518	0.597418714	0.519838744	0.47503341	0.733005336	0.773845841	0.654681882	0.733535606	0.741468617	0.748365366	0.742825362	0.780802477	0.745141516
chr3	136000001	138000000	0.746910428	0.796969203	0.761764163	0.788413098	0.717294351	0.775268336	0.770833333	0.759908695	0.768301185	0.767175038	0.77834912	0.749476184	0.746515679	0.739891227	0.759537211	0.752342704	0.75137989	0.74754179	0.791916091	0.786187002	0.739238176	0.744632081	0.773705026	0.787932174	0.787487662	0.786258796	0.745826933	0.76442003	0.751430292	0.790076336	0.766173752	0.769324853	0.758962796	0.762483131	0.752797728	0.751904359	0.754376796	0.752805604	0.750243665	0.748818088	0.703983657	0.57465721	0.673081925	0.607412339	0.57926118	0.753621199	0.780199633	0.674055829	0.754063051	0.74289685	0.734372031	0.738945377	0.760831279	0.737373737
chr3	138000001	140000000	0.729126481	0.790393013	0.746348962	0.749070268	0.690975789	0.762023735	0.754766683	0.736071223	0.720993322	0.738566887	0.748339005	0.734630016	0.731232877	0.728231644	0.730898731	0.746710526	0.716252909	0.730105358	0.79388349	0.775420132	0.697840807	0.686530056	0.753772612	0.770630617	0.775462212	0.771907531	0.742347891	0.751646412	0.715004894	0.758384734	0.740441028	0.736331469	0.738481702	0.744828456	0.743251629	0.722592311	0.728283194	0.732985331	0.751953125	0.709592871	0.641367807	0.529951823	0.658046995	0.639256278	0.606595279	0.772361636	0.722384251	0.69712303	0.726799799	0.748286263	0.709940911	0.724787002	0.77345396	0.728168168
chr3	140000001	142000000	0.77096441	0.800940185	0.789181692	0.781393531	0.746333433	0.799913988	0.790557199	0.773790952	0.783744557	0.777605779	0.790818058	0.759763389	0.744281046	0.759068987	0.790982466	0.78459596	0.772298006	0.757343254	0.801742919	0.802730148	0.736669454	0.750084588	0.783262411	0.794351464	0.806458781	0.79396821	0.760358603	0.785971345	0.753570388	0.796195401	0.798303487	0.776925642	0.771531459	0.786261369	0.780260987	0.747608675	0.772458774	0.766388239	0.775938447	0.741941166	0.694065545	0.554402353	0.662450142	0.572088547	0.60582164	0.787357069	0.784540365	0.693297127	0.762272654	0.783365045	0.757411424	0.75734517	0.801252319	0.769574674
chr3	142000001	144000000	0.783969546	0.819842467	0.78951242	0.800248139	0.764832215	0.825784383	0.810784852	0.804834378	0.806880734	0.797242006	0.797838043	0.793380351	0.782051282	0.790731707	0.79397294	0.798248175	0.781353768	0.787734182	0.818895549	0.834297738	0.755656451	0.75749497	0.815865484	0.820307281	0.815574103	0.816206844	0.784341525	0.801537174	0.766028178	0.815984365	0.806833435	0.807373389	0.798467433	0.776334968	0.775332742	0.769319493	0.794715447	0.781332132	0.798825602	0.765921245	0.724081822	0.618939693	0.760704961	0.672929543	0.647390313	0.804695305	0.78298695	0.745831043	0.779038017	0.792658398	0.773049645	0.759814679	0.821445498	0.775963781
chr3	144000001	146000000	0.768771828	0.79489882	0.806898676	0.794970097	0.76396648	0.776117216	0.78677686	0.76592719	0.762858023	0.778149653	0.792917242	0.752499762	0.775577558	0.780942692	0.778471889	0.75862069	0.757608696	0.781744615	0.781535967	0.800228904	0.750305318	0.750146671	0.777209238	0.781619738	0.788555478	0.772968683	0.762688415	0.762754304	0.763237847	0.787986368	0.772343104	0.757912179	0.778772951	0.782402529	0.785751702	0.751331289	0.75607763	0.757607555	0.744339755	0.765422397	0.730880231	0.464032943	0.742361237	0.619030899	0.504840183	0.765295451	0.782460911	0.696381751	0.792620137	0.751265532	0.748285714	0.758483755	0.770452629	0.770519578
chr3	146000001	148000000	0.669865895	0.716107797	0.656981229	0.684748535	0.633348125	0.681587838	0.697485678	0.675314567	0.687190764	0.6509796	0.695938529	0.664938489	0.632595573	0.660725859	0.669196964	0.665643125	0.627281163	0.672311414	0.7204295	0.726957192	0.643244271	0.633928571	0.683609959	0.70009518	0.725446009	0.695239205	0.656034093	0.669300121	0.670682731	0.691964824	0.665607024	0.678880258	0.662755834	0.703080343	0.659613615	0.642284292	0.672027467	0.653170642	0.66270912	0.651644336	0.584599267	0.448303167	0.671532847	0.474431818	0.428305977	0.6644244	0.633149812	0.547387469	0.637135922	0.646723086	0.657097709	0.618657422	0.689911366	0.649644473
chr3	148000001	150000000	0.762163827	0.794876325	0.795371263	0.798718389	0.750067941	0.804726076	0.789768841	0.782570995	0.760843802	0.76899696	0.790018315	0.765221696	0.74704656	0.760593728	0.778455285	0.774588939	0.793223052	0.786840674	0.80686063	0.803371753	0.745096513	0.746722259	0.791888784	0.811153733	0.80606206	0.800318422	0.7783772	0.777576444	0.749030557	0.783371632	0.776864979	0.776546165	0.770225803	0.781618544	0.765090909	0.770006578	0.769316287	0.77587161	0.783730159	0.733637018	0.708036139	0.618344426	0.748810657	0.66407767	0.690987124	0.781348595	0.753492778	0.725592143	0.755102041	0.762728621	0.746455722	0.741716867	0.795124851	0.780156443
chr3	150000001	152000000	0.756866623	0.785147292	0.787949466	0.785073597	0.730550979	0.795696437	0.780196329	0.771007202	0.755850422	0.797491335	0.771864185	0.757653951	0.748855461	0.757561657	0.76054467	0.748979592	0.755749405	0.772034213	0.794173528	0.790986931	0.725887187	0.749415979	0.782145034	0.796743064	0.8014862	0.803846154	0.767541539	0.781440238	0.765947318	0.78629933	0.769711661	0.773087398	0.779358601	0.764356709	0.743937233	0.743623716	0.781307098	0.76459249	0.775115645	0.748837209	0.717901519	0.522666929	0.704348983	0.606561246	0.659699356	0.798686465	0.777856302	0.70688351	0.788332676	0.762361502	0.74464929	0.760282945	0.786286945	0.75003499
chr3	152000001	154000000	0.790600764	0.816276894	0.799070357	0.7936254	0.760394508	0.797935103	0.80725818	0.788692244	0.780534811	0.798344066	0.795445385	0.782366899	0.784264863	0.774617655	0.792019774	0.813628422	0.804231387	0.797624749	0.799131554	0.815431296	0.753794266	0.773214383	0.794313638	0.811212121	0.810331857	0.809769167	0.784026622	0.807245553	0.78789362	0.811734085	0.804321568	0.791512427	0.794719702	0.789995749	0.795335277	0.761142217	0.790600279	0.798310367	0.787621359	0.76327609	0.735539343	0.534104294	0.760199715	0.540494665	0.594179818	0.789540247	0.785771171	0.729658259	0.785501701	0.779567007	0.781622633	0.784986595	0.795851923	0.76889945
chr3	154000001	156000000	0.782914573	0.796121687	0.809408926	0.805169938	0.759335692	0.799826044	0.800145455	0.788470644	0.775286497	0.799648225	0.787748732	0.775992439	0.789492243	0.777507434	0.785260931	0.793560036	0.783711615	0.795955356	0.803433294	0.824411524	0.755726427	0.756143967	0.799272888	0.817643439	0.807084563	0.79846024	0.78809403	0.800877407	0.784487158	0.812745428	0.79539984	0.803942604	0.792015602	0.78983002	0.776031434	0.76738551	0.803328752	0.797604397	0.783306381	0.783830846	0.736107827	0.514435436	0.739400635	0.571653957	0.556182093	0.775918279	0.800943162	0.69800235	0.770766129	0.783291231	0.757588993	0.791251964	0.793467703	0.780026397
chr3	156000001	158000000	0.735785199	0.771188062	0.7416349	0.737935174	0.682746178	0.761484748	0.749321138	0.73930825	0.722470434	0.740562914	0.750329448	0.72327809	0.704356846	0.722819932	0.741984733	0.719515979	0.696703881	0.736273197	0.772295907	0.781238095	0.695854091	0.705243321	0.762269405	0.770106705	0.759493671	0.767127118	0.720090969	0.733909781	0.715354471	0.759068518	0.729651163	0.720980926	0.741189163	0.759267335	0.744078683	0.692207792	0.74011209	0.724459449	0.731898768	0.692269939	0.658007626	0.536514523	0.71690713	0.60391198	0.588191442	0.746049247	0.731242461	0.63896676	0.695519968	0.699066355	0.727039028	0.714924539	0.757051282	0.734539522
chr3	158000001	160000000	0.752164858	0.783958371	0.775384002	0.753872423	0.726633543	0.783680982	0.767237718	0.750233863	0.740936375	0.766101695	0.764081714	0.762044653	0.709533608	0.741164505	0.748191979	0.731903485	0.741740954	0.757294791	0.781855762	0.788432268	0.728831045	0.72792569	0.776615864	0.779061542	0.784131891	0.782804219	0.761099955	0.75199362	0.745377879	0.76995607	0.766535483	0.764635603	0.751932537	0.755552351	0.76274034	0.745287356	0.757594449	0.751412429	0.753159851	0.723687228	0.671710225	0.567877238	0.715691561	0.608673727	0.607702074	0.777256918	0.753795842	0.700615557	0.764484575	0.746352223	0.74375284	0.72248565	0.789826787	0.766187562
chr3	160000001	162000000	0.756776557	0.804756425	0.797585887	0.780948708	0.730997877	0.800794085	0.797804645	0.776983012	0.761748634	0.783149171	0.782833615	0.76091898	0.764021604	0.765908437	0.799846919	0.77995194	0.757716049	0.760797342	0.802996991	0.81445852	0.747237819	0.731955024	0.794790567	0.786535304	0.801018552	0.794734724	0.76725422	0.771088648	0.762241668	0.791210114	0.781336844	0.791158969	0.771163666	0.770823885	0.784858757	0.756050955	0.790629827	0.759891843	0.762700445	0.738550197	0.685943315	0.5540903	0.74112801	0.594873306	0.576526566	0.773445053	0.780825792	0.680594443	0.746987952	0.770853682	0.738963532	0.740183053	0.783541804	0.774779277
chr3	162000001	164000000	0.719301137	0.760645765	0.752374713	0.745959596	0.728175182	0.7270678	0.742917548	0.727975519	0.735366281	0.751532925	0.749247087	0.709757473	0.743139407	0.720742534	0.757955138	0.745755333	0.75	0.766133558	0.736594227	0.747079798	0.712944905	0.715859795	0.728863937	0.742620404	0.752395073	0.724700136	0.716961939	0.732121784	0.717773438	0.756365923	0.721608833	0.723975691	0.742971219	0.74085183	0.7536	0.736736554	0.758686796	0.726800939	0.699628127	0.70659652	0.71559633	0.413031081	0.710337769	0.486531289	0.324873096	0.67448169	0.751214046	0.616578702	0.686567164	0.732814178	0.695075096	0.728448276	0.717035152	0.722598392
chr3	164000001	166000000	0.741294276	0.769617936	0.771099346	0.76832893	0.73286952	0.760937992	0.769244936	0.746385364	0.732786885	0.771188535	0.758267236	0.713308889	0.763343404	0.760742523	0.752484192	0.744214876	0.762853005	0.766816704	0.763532764	0.768653606	0.729807385	0.722402597	0.745585068	0.772684839	0.77052127	0.758456559	0.731988256	0.755058799	0.742501666	0.765845321	0.746390677	0.746203172	0.744145707	0.765992049	0.744881466	0.740667976	0.751169715	0.754624056	0.718617874	0.746884735	0.733784747	0.518144407	0.7150705	0.627182992	0.464729532	0.776894171	0.772463273	0.659337349	0.726146547	0.738445649	0.737831177	0.746107784	0.755024956	0.738938901
chr3	166000001	168000000	0.752731148	0.813132315	0.79503268	0.785938391	0.757459207	0.790401146	0.780571233	0.784733441	0.770593197	0.776982958	0.785650124	0.758768477	0.753548387	0.76964512	0.782453355	0.754348598	0.751801943	0.791776731	0.788324446	0.805720199	0.762343843	0.759591132	0.785806786	0.807600342	0.799157432	0.787375607	0.767955071	0.782168945	0.75295532	0.802811691	0.762180793	0.781217443	0.775852509	0.790805358	0.791102515	0.749406673	0.78771671	0.772992985	0.767864352	0.747606019	0.720668595	0.547067343	0.741461805	0.558214748	0.540783987	0.767428978	0.797785738	0.669445168	0.735315802	0.778799825	0.748117372	0.741471572	0.782586162	0.778003384
chr3	168000001	170000000	0.758759972	0.791673633	0.793314873	0.77333031	0.748769388	0.79142593	0.778359511	0.773085898	0.726620426	0.760109997	0.757495187	0.758757255	0.764052288	0.732577368	0.7640801	0.777647059	0.751351351	0.761926732	0.786419876	0.792270125	0.718356083	0.739236562	0.779465742	0.784053894	0.785719787	0.784854813	0.757459913	0.784022039	0.760437052	0.786149871	0.758642931	0.787806336	0.774137178	0.77098925	0.751598174	0.744222222	0.757928426	0.749280212	0.756613757	0.708447545	0.712422635	0.657450701	0.733769634	0.603351955	0.603629417	0.749016359	0.749523356	0.706304266	0.741047362	0.759808121	0.723266364	0.744011976	0.775455079	0.751165981
chr3	170000001	172000000	0.775915036	0.80089382	0.800950119	0.804752597	0.749281501	0.808423485	0.800233645	0.780558954	0.76164439	0.782015255	0.800976404	0.7756998	0.785618099	0.739401496	0.782730586	0.791747573	0.783789474	0.791640819	0.800312775	0.799892663	0.745016077	0.754632643	0.802879291	0.81225377	0.804661644	0.808872194	0.782921811	0.791728118	0.770356944	0.793854258	0.808190112	0.784680401	0.789588067	0.774919995	0.785725589	0.764632268	0.790071997	0.782588819	0.784216751	0.767335585	0.72506844	0.660030906	0.741667628	0.705869843	0.738848647	0.810224323	0.788585514	0.772664307	0.78150981	0.778592582	0.769605091	0.801330377	0.792376057	0.768832392
chr3	172000001	174000000	0.784742312	0.810097834	0.800348356	0.78924246	0.767197862	0.800542406	0.802515004	0.788437606	0.755311355	0.781811954	0.788711474	0.771103896	0.785643071	0.792577529	0.774480712	0.795223881	0.776148858	0.782897908	0.798284546	0.808512439	0.768939088	0.765586454	0.802401747	0.806214404	0.808701066	0.795649073	0.766642963	0.80452474	0.765180824	0.804448871	0.777865717	0.780649189	0.788392754	0.789415808	0.790813283	0.758338142	0.782099985	0.777058052	0.766584478	0.737339281	0.745548387	0.598535019	0.743215319	0.564623875	0.51325677	0.742652279	0.787301587	0.695875271	0.761435897	0.78736138	0.757798165	0.771269881	0.789826275	0.78812799
chr3	174000001	176000000	0.802835741	0.813990148	0.831498952	0.826731339	0.787184825	0.823816837	0.807654723	0.802472349	0.796928328	0.821944809	0.805986946	0.784182419	0.79972312	0.815714737	0.801119242	0.813458856	0.781319732	0.82110973	0.820306248	0.827374302	0.7871088	0.782833435	0.820464295	0.819214621	0.826665452	0.82050011	0.801602688	0.810005674	0.782809984	0.803456541	0.805245704	0.804746651	0.807665982	0.799160478	0.817824074	0.795724802	0.79714232	0.802203206	0.796306139	0.807692308	0.792164675	0.522625216	0.771115409	0.457010582	0.520286396	0.829518169	0.823257249	0.726843804	0.789008832	0.79479638	0.783324191	0.795305488	0.799794397	0.805373751
chr3	176000001	178000000	0.804558929	0.820153061	0.838486041	0.814097104	0.787510211	0.816317332	0.821621622	0.813861185	0.780541012	0.813209659	0.796879133	0.795605552	0.805373321	0.794058521	0.799874922	0.818354602	0.816486752	0.806671324	0.808698674	0.818945137	0.780116271	0.797420481	0.799796541	0.82252082	0.821735556	0.823058184	0.809377518	0.810789225	0.789732555	0.817940134	0.807428777	0.800641559	0.799723021	0.797820513	0.807110053	0.791919838	0.80162645	0.811389191	0.790180639	0.804765378	0.76854802	0.610154739	0.75713756	0.666820809	0.654728744	0.80874866	0.804482912	0.778781038	0.807756541	0.79677159	0.795658526	0.790510949	0.811818384	0.798500341
chr3	178000001	180000000	0.764946507	0.805234021	0.780110708	0.779531967	0.735250154	0.784424379	0.799707018	0.778579769	0.756756757	0.787138077	0.765644065	0.748710991	0.751210654	0.762386	0.773959647	0.768913343	0.758750944	0.777872631	0.788263485	0.801335972	0.736842105	0.743828574	0.778365484	0.798920863	0.80237215	0.775789321	0.760421558	0.77404455	0.754385965	0.797805156	0.767639759	0.785508637	0.759591349	0.770675676	0.777677605	0.758103638	0.76444508	0.755293588	0.761139345	0.749943169	0.70703208	0.582848564	0.720108696	0.543223524	0.583074132	0.754010336	0.786622807	0.702301142	0.761235955	0.743015873	0.744904262	0.732289157	0.769833277	0.756302521
chr3	180000001	182000000	0.72196637	0.768170858	0.74923796	0.740886928	0.704454597	0.746337329	0.749718785	0.759904998	0.721406942	0.746042439	0.747112631	0.730608963	0.731007499	0.735461519	0.730128205	0.750463249	0.732555312	0.761618371	0.743511605	0.774647887	0.700730507	0.701691141	0.744260888	0.762614341	0.759012979	0.744971842	0.717246361	0.738106061	0.711982295	0.766341256	0.730560579	0.746998956	0.729914908	0.746437214	0.740264723	0.731937414	0.733719247	0.734204625	0.730160591	0.673658537	0.682528736	0.394936469	0.624029478	0.400660689	0.432552083	0.715192465	0.708381436	0.629049676	0.695197159	0.717227794	0.711038961	0.72909699	0.744810886	0.720050977
chr3	182000001	184000000	0.764676439	0.797954287	0.783312146	0.78198834	0.729153424	0.788219271	0.79604438	0.762890719	0.746535611	0.765543772	0.761669779	0.767765317	0.761427426	0.772765107	0.754526749	0.754600039	0.775500477	0.76157845	0.798318607	0.801876123	0.728915959	0.720983689	0.791462113	0.789326324	0.784892977	0.796807904	0.762148338	0.770244821	0.739381227	0.798142324	0.785378332	0.787841733	0.777030768	0.78308005	0.773154362	0.731670172	0.753188297	0.753263907	0.765211036	0.737843846	0.686009113	0.633190625	0.730601336	0.624651094	0.672326454	0.810731656	0.755240947	0.70527307	0.75494411	0.733945901	0.728551336	0.742497098	0.791441927	0.740795017
chr3	184000001	186000000	0.769748448	0.804121182	0.782115999	0.770002089	0.729257174	0.81089101	0.788468534	0.786550784	0.765608856	0.768270945	0.765830128	0.762651753	0.753491884	0.743262411	0.754316817	0.791192387	0.733388023	0.756922032	0.804934652	0.798337736	0.726982557	0.741123569	0.779437066	0.801712385	0.792904103	0.793290895	0.751529459	0.778007726	0.735019973	0.789296012	0.786849439	0.781944794	0.767414051	0.777412384	0.765718068	0.728460066	0.774524158	0.760771911	0.770503597	0.737894604	0.684577232	0.589986649	0.714866772	0.564369144	0.69738806	0.800829668	0.760182173	0.722435432	0.773791137	0.770683009	0.735371639	0.753639737	0.77992175	0.75182287
chr3	186000001	188000000	0.758113509	0.784282624	0.784095892	0.782248933	0.739409771	0.790006501	0.781610446	0.77823372	0.76036438	0.778812161	0.768054559	0.752170213	0.742672513	0.76095994	0.780481748	0.775717839	0.780332303	0.769683797	0.792618797	0.801038844	0.736709145	0.740584839	0.790298383	0.802989751	0.794438206	0.800407159	0.757591708	0.77247007	0.752965446	0.781144781	0.783563483	0.779677577	0.770704574	0.765309613	0.768700923	0.743704305	0.763414373	0.766173535	0.767219191	0.744332708	0.723254646	0.552595573	0.696834867	0.647658545	0.687307911	0.786557561	0.764614589	0.737363072	0.775233504	0.771378925	0.759050149	0.734720177	0.781233637	0.754813318
