V1	V2	V3
13067	MIR325HG	0	
13068	ATRX	0	
13069	ATP7A	0	
13070	CHMP1B2P	0	
13071	BRWD3	0	
13072	SH3BGRL	0	
13073	RPS6KA6	0	
13074	HDX	0	
13075	APOOL	0	
13076	POF1B	0	
13077	CHM	1	29390351
13078	KLHL4	0	
13079	FAM133A	0	
13080	XRCC6P5	0	
13081	TRMT2B	0	
13082	CENPI	0	
13083	TAF7L	0	
13084	NXF2	0	
13085	LINC00630	0	
13086	FAM199X	0	
13087	TEX13A	0	
13088	NRK	0	
13089	RNF128	0	
13090	CLDN2	0	
13091	NUP62CL	0	
13092	FRMPD3	0	
13093	MID2	0	
13094	ATG4A	0	
13095	COL4A6	0	
13096	COL4A5	0	
13097	GUCY2F	0	
13098	ACSL4	0	
13099	TMEM164	0	
13100	AMMECR1	0	
13101	CHRDL1	0	
13102	PAK3	0	
13103	CAPN6	0	
13104	DCX	0	
13105	LINC00890	0	
13106	ZCCHC16	0	
13107	AMOT	0	
13108	LOC101928437	0	
13109	HTR2C	0	
13110	LRCH2	0	
13111	RBMXL3	0	
13112	PLS3	0	
13113	DANT2	0	
13114	KLHL13	0	
13115	WDR44	0	
13116	DOCK11	0	
13117	KIAA1210	0	
13118	SEPT6	0	
13119	RHOXF1-AS1	0	
13120	TMEM255A	0	
13121	CUL4B	0	
13122	CT47A12	0	
13123	GRIA3	0	
13124	THOC2	0	
13125	STAG2	0	
13126	SMARCA1	0	
13127	OCRL	0	
13128	ELF4	0	
13129	ZNF280C	0	
13130	SLC25A14	0	
13131	FAM45BP	0	
13132	LINC01201	0	
13133	IGSF1	0	
13134	OR13H1	0	
13135	FIRRE	0	
13136	STK26	0	
13137	RAP2C-AS1	0	
13138	MBNL3	0	
13139	HS6ST2	0	
13140	GPC4	0	
13141	GPC3	0	
13142	PHF6	0	
13143	LINC00629	0	
13144	PLAC1	0	
13145	FAM122C	0	
13146	LOC340581	0	
13147	ZNF449	0	
13148	CT45A5	0	
13149	ADGRG4	0	
13150	ARHGEF6	0	
13151	FGF13	0	
13152	MCF2	0	
13153	LINC00632	0	
13154	SPANXA2-OT1	0	
13155	CXorf40A	0	
13156	LINC00894	0	
13157	MAMLD1	0	
13158	MTM1	0	
13159	PASD1	0	
13160	PRRG3	0	
13161	GABRE	0	
13162	GABRA3	0	
13163	ATP2B3	1	26124749
13164	SLC6A8	0	
13165	HCFC1	0	
13166	MECP2	0	
13167	OPN1MW2	0	
13168	MPP1	0	
13169	FUNDC2	0	
13170	CLIC2	1	22814392
13171	TMLHE	0	
13172	SPRY3	0	
13173	PLCXD1	0	
13174	GTPBP6	0	
13175	LINC00685	0	
13176	PPP2R3B	0	
13177	SHOX	0	
13178	CRLF2	0	
13179	CSF2RA	0	
13180	MIR3690	0	
13181	IL3RA	0	
13182	SLC25A6	0	
13183	LINC00106	0	
13184	ASMTL-AS1	0	
13185	ASMTL	0	
13186	P2RY8	0	
13187	AKAP17A	0	
13188	ASMT	0	
13189	ZBED1	0	
13190	MIR6089	0	
13191	CD99P1	0	
13192	LINC00102	0	
13193	XG	0	
13194	ARSD	0	
13195	ARSD-AS1	0	
13196	ARSH	0	
13197	LINC01546	0	
13198	MXRA5	0	
13199	PRKX-AS1	0	
13200	LOC389906	0	
13201	LOC101928201	0	
13202	LOC105373156	0	
13203	MIR4770	0	
13204	VCX3A	0	
13205	PUDP	0	
13206	MIR4767	0	
13207	VCX	0	
13208	PNPLA4	0	
13209	MIR651	0	
13210	VCX2	0	
13211	VCX3B	0	
13212	FAM9A	0	
13213	FAM9B	0	
13214	CLDN34	0	
13215	CLCN4	0	
13216	AMELX	0	
13217	MIR548AX	0	
13218	MSL3	0	
13219	PRPS2	0	
13220	TLR7	0	
13221	TLR8-AS1	0	
13222	TLR8	0	
13223	TMSB4X	0	
13224	FAM9C	0	
13225	GS1-600G8.3	0	
13226	ATXN3L	0	
13227	LINC01203	0	
13228	MIR6086	0	
13229	TCEANC	0	
13230	RAB9A	0	
13231	TRAPPC2	0	
13232	GEMIN8	0	
13233	UBE2E4P	0	
13234	FANCB	0	
13235	MOSPD2	0	
13236	ASB9	0	
13237	ASB11	0	
13238	PIGA	0	
13239	VEGFD	0	
13240	BMX	0	
13241	GS1-594A7.3	0	
13242	TMEM27	0	
13243	CA5BP1	0	
13244	CA5B	0	
13245	INE2	0	
13246	ZRSR2	0	
13247	GRPR	0	
13248	MAGEB17	0	
13249	MIR548AM	0	
13250	S100G	0	
13251	TXLNG	0	
13252	RBBP7	0	
13253	MIR4768	0	
13254	NHS-AS1	0	
13255	SCML1	0	
13256	RS1	1	10589798
13257	PPEF1-AS1	0	
13258	PHKA2-AS1	0	
13259	PHKA2	0	
13260	PDHA1	0	
13261	CXorf23	0	
13262	LOC729609	0	
13263	MIR23C	0	
13264	EIF1AX	0	
13265	SCARNA9L	0	
13266	EIF1AX-AS1	0	
13267	KLHL34	0	
13268	YY2	0	
13269	SMS	6	28894528;28763693;27491733;24958778;24592279;21097383
13270	PHEX-AS1	0	
13271	ZNF645	0	
13272	DDX53	0	
13273	PTCHD1	0	
13274	PRDX4	0	
13275	SAT1	0	
13276	CXorf58	0	
13277	KLHL15	0	
13278	EIF2S3	0	
13279	ZFX-AS1	0	
13280	ZFX	0	
13281	SUPT20HL2	0	
13282	SUPT20HL1	0	
13283	PCYT1B-AS1	0	
13284	SCARNA23	0	
13285	ARX	1	23144042
13286	MAGEB18	0	
13287	MAGEB6	0	
13288	MAGEB5	0	
13289	VENTXP1	0	
13290	PPP4R3CP	0	
13291	DCAF8L2	0	
13292	MAGEB10	0	
13293	DCAF8L1	0	
13294	MIR6134	0	
13295	MIR4666B	0	
13296	MAGEB2	0	
13297	MAGEB3	0	
13298	MAGEB4	0	
13299	MAGEB1	0	
13300	NR0B1	0	
13301	CXorf21	0	
13302	GK	3	29804440;16759295;12653194
13303	TAB3	0	
13304	TAB3-AS1	0	
13305	FTHL17	0	
13306	MIR3915	0	
13307	MIR548F5	0	
13308	FAM47A	0	
13309	TMEM47	0	
13310	FAM47B	0	
13311	MAGEB16	0	
13312	FAM47C	0	
13313	FTH1P18	0	
13314	XK	1	20301528
13315	CYBB	0	
13316	DYNLT3	0	
13317	HYPM	0	
13318	MIR548AJ2	0	
13319	MID1IP1-AS1	0	
13320	MID1IP1	0	
13321	LINC01281	0	
13322	LINC01282	0	
13323	MIR3937	0	
13324	MIR1587	0	
13325	LOC101927476	0	
13326	ATP6AP2	0	
13327	MPC1L	0	
13328	MED14	0	
13329	MED14OS	0	
13330	LOC100132831	0	
13331	LOC105373185	0	
13332	DDX3X	0	
13333	NYX	0	
13334	GPR82	0	
13335	PPP1R2P9	0	
13336	LOC101927501	0	
13337	NDP	0	
13338	FUNDC1	0	
13339	DUSP21	0	
13340	CXorf36	0	
13341	LINC01204	0	
13342	LOC392452	0	
13343	MIR221	0	
13344	MIR222	0	
13345	LOC401585	0	
13346	LINC01186	0	
13347	KRBOX4	0	
13348	ZNF674-AS1	0	
13349	CHST7	0	
13350	RP2	0	
13351	LINC01545	0	
13352	RGN	1	30916816
13353	NDUFB11	0	
13354	RBM10	0	
13355	INE1	0	
13356	CDK16	0	
13357	USP11	0	
13358	ZNF157	0	
13359	SNORA11C	0	
13360	LINC01560	0	
13361	ARAF	1	19570119
13362	TIMP1	3	30974026;30636477;18194448
13363	MIR4769	0	
13364	CFP	0	
13365	ELK1	0	
13366	UXT	0	
13367	UXT-AS1	0	
13368	SPACA5	0	
13369	ZNF630-AS1	0	
13370	ZNF630	0	
13371	SPACA5B	0	
13372	SSX5	0	
13373	SSX1	0	
13374	SSX9	0	
13375	SSX3	0	
13376	SSX4	0	
13377	SSX4B	0	
13378	SLC38A5	0	
13379	FTSJ1	0	
13380	PORCN	0	
13381	EBP	4	31061229;29931929;17132778;17098760
13382	TBC1D25	0	
13383	RBM3	0	
13384	WDR13	0	
13385	WAS	0	
13386	SUV39H1	0	
13387	GATA1	0	
13388	HDAC6	3	31302117;26645980;24146251
13389	ERAS	11	30797248;29584928;28781025;27154397;25916875;28496750;21119339;23570110;15028063;14764186;14609587
13390	PCSK1N	0	
13391	TIMM17B	0	
13392	SLC35A2	0	
13393	PIM2	0	
13394	OTUD5	0	
13395	KCND1	0	
13396	GRIPAP1	0	
13397	CCDC120	0	
13398	PRAF2	0	
13399	WDR45	0	
13400	GPKOW	0	
13401	PLP2	0	
13402	PRICKLE3	0	
13403	SYP	0	
13404	SYP-AS1	0	
13405	CACNA1F	0	
13406	CCDC22	0	
13407	FOXP3	1	28993118
13408	PPP1R3F	0	
13409	GAGE10	0	
13410	GAGE12J	0	
13411	GAGE13	0	
13412	GAGE12B	0	
13413	GAGE2D	0	
13414	GAGE12I	0	
13415	GAGE2C	0	
13416	GAGE2B	0	
13417	GAGE12C	0	
13418	GAGE12D	0	
13419	GAGE12E	0	
13420	GAGE12F	0	
13421	GAGE12G	0	
13422	GAGE12H	0	
13423	GAGE2A	0	
13424	GAGE1	0	
13425	PAGE1	0	
13426	PAGE4	0	
13427	USP27X-AS1	0	
13428	USP27X	0	
13429	MIR188	0	
13430	MIR500A	0	
13431	MIR362	0	
13432	MIR501	0	
13433	MIR500B	0	
13434	MIR660	0	
13435	MIR502	0	
13436	AKAP4	1	31514070
13437	BMP15	0	
13438	NUDT10	0	
13439	CXorf67	0	
13440	NUDT11	0	
13441	CENPVL2	0	
13442	CENPVL1	0	
13443	GSPT2	0	
13444	MAGED4B	0	
13445	SNORA11E	0	
13446	MAGED4	0	
13447	SNORA11D	0	
13448	MIR8088	0	
13449	XAGE2	0	
13450	XAGE1B	0	
13451	XAGE1E	0	
13452	SSX8	0	
13453	SSX7	0	
13454	SSX2	0	
13455	SSX2B	0	
13456	SPANXN5	0	
13457	XAGE5	0	
13458	XAGE3	0	
13459	FAM156B	0	
13460	FAM156A	0	
13461	TSPYL2	0	
13462	KANTR	0	
13463	KDM5C	0	
13464	MIR6895	0	
13465	MIR6894	0	
13466	SMC1A	0	
13467	MIR6857	0	
13468	RIBC1	0	
13469	HSD17B10	0	
13470	MIR98	0	
13471	MIRLET7F2	0	
13472	TSR2	0	
13473	FGD1	0	
13474	GNL3L	0	
13475	MAGED2	0	
13476	SNORA11	0	
13477	TRO	0	
13478	PFKFB1	0	
13479	APEX2	0	
13480	PAGE2B	0	
13481	PAGE2	0	
13482	MTRNR2L10	0	
13483	SNORA109	0	
13484	PAGE5	0	
13485	PAGE3	0	
13486	MIR4536-2	0	
13487	MIR4536-1	0	
13488	MAGEH1	0	
13489	USP51	0	
13490	FOXR2	0	
13491	RRAGB	0	
13492	UBQLN2	0	
13493	NBDY	0	
13494	UQCRBP1	0	
13495	SPIN2A	0	
13496	ZXDB	0	
13497	NLRP2B	0	
13498	SPIN4	0	
13499	ARHGEF9-IT1	0	
13500	MIR1468	0	
13501	AMER1	0	
13502	ASB12	0	
13503	ZC3H12B	0	
13504	FRMD8P1	0	
13505	MSN	5	30497749;28567086;23893183;22088304;20376188
13506	MIR223	0	
13507	VSIG4	0	
13508	EDA2R	0	
13509	YIPF6	0	
13510	EFNB1	0	
13511	PJA1	0	
13512	FAM155B	0	
13513	MIR676	0	
13514	AWAT2	0	
13515	OTUD6A	0	
13516	IGBP1	0	
13517	DGAT2L6	0	
13518	AWAT1	0	
13519	P2RY4	0	
13520	ARR3	0	
13521	RAB41	0	
13522	PDZD11	0	
13523	GDPD2	0	
13524	DLG3	0	
13525	DLG3-AS1	0	
13526	SLC7A3	0	
13527	SNX12	0	
13528	FOXO4	0	
13529	CXorf65	0	
13530	IL2RG	0	
13531	MED12	0	
13532	GJB1	0	
13533	ZMYM3	0	
13534	ITGB1BP2	0	
13535	INGX	0	
13536	GCNA	0	
13537	CXCR3	0	
13538	LOC100129291	0	
13539	LOC101059915	0	
13540	LINC00891	0	
13541	CXorf49	0	
13542	CXorf49B	0	
13543	LOC100132741	0	
13544	RPS26P11	0	
13545	RGAG4	0	
13546	FLJ44635	0	
13547	RPS4X	0	
13548	CITED1	0	
13549	PHKA1-AS1	0	
13550	FAM226B	0	
13551	FAM236B	0	
13552	DMRTC1B	0	
13553	DMRTC1	0	
13554	FAM236A	0	
13555	FAM226A	0	
13556	PABPC1L2B	0	
13557	PABPC1L2A	0	
13558	NAP1L6	0	
13559	NAP1L2	0	
13560	CDX4	0	
13561	TSIX	0	
13562	XIST	0	
13563	MIR421	0	
13564	MIR374B	0	
13565	MIR374C	0	
13566	MIR545	0	
13567	MIR374A	0	
13568	ZCCHC13	0	
13569	RLIM	0	
13570	UPRT	0	
13571	TTC3P1	0	
13572	MAGEE2	0	
13573	PBDC1	0	
13574	MAGEE1	0	
13575	MIR384	0	
13576	MIR325	0	
13577	FGF16	1	25333065
13578	MAGT1	0	
13579	COX7B	0	
13580	PGAM4	0	
13581	PGK1	1	29036603
13582	TAF9B	0	
13583	CYSLTR1	0	
13584	ZCCHC5	0	
13585	LPAR4	0	
13586	MIR4328	0	
13587	P2RY10	0	
13588	GPR174	0	
13589	ITM2A	0	
13590	TBX22	0	
13591	HMGN5	0	
13592	POU3F4	0	
13593	CYLC1	0	
13594	MIR548I4	0	
13595	UBE2DNL	0	
13596	SATL1	0	
13597	LOC101928128	0	
13598	ZNF711	0	
13599	MIR1321	0	
13600	MIR361	0	
13601	CPXCR1	0	
13602	TGIF2LX	0	
13603	PABPC5-AS1	0	
13604	PABPC5	0	
13605	NAP1L3	0	
13606	MIR548M	0	
13607	BRDTP1	0	
13608	RPA4	0	
13609	DIAPH2-AS1	0	
13610	TNMD	0	
13611	TSPAN6	0	
13612	SRPX2	0	
13613	SYTL4	0	
13614	CSTF2	0	
13615	NOX1	1	31606204
13616	XKRX	0	
13617	ARL13A	0	
13618	TMEM35A	0	
13619	DRP2	0	
13620	TIMM8A	0	
13621	BTK	14	31188814;31031187;30878129;30474106;30381956;29995658;29725548;29375920;29125406;28901789;28760303;28629235;28627951;28536906
13622	RPL36A	0	
13623	GLA	29	31519519;31209952;31077808;30691466;30563455;30538058;29790252;29395943;29093770;28497441;28377241;28233091;26985380;26674156;24072176;23927679;23494409;22820716;22118130;21623708
13624	ARMCX4	0	
13625	ARMCX1	0	
13626	ARMCX6	0	
13627	ARMCX3	0	
13628	ARMCX2	0	
13629	NXF5	0	
13630	ZMAT1	0	
13631	TCEAL2	0	
13632	TCEAL6	0	
13633	BEX5	0	
13634	NXF2B	0	
13635	TCP11X2	0	
13636	TMSB15A	0	
13637	NXF4	0	
13638	ARMCX5	0	
13639	ARMCX5-GPRASP2	0	
13640	GPRASP1	0	
13641	GPRASP2	0	
13642	BHLHB9	0	
13643	RAB40AL	0	
13644	BEX1	0	
13645	NXF3	0	
13646	BEX4	0	
13647	TCEAL8	0	
13648	TCEAL5	0	
13649	BEX2	0	
13650	TCEAL7	0	
13651	TCEAL9	0	
13652	BEX3	0	
13653	LOC105373300	0	
13654	TCEAL4	0	
13655	TCEAL3	0	
13656	TCEAL1	0	
13657	MORF4L2	0	
13658	MORF4L2-AS1	0	
13659	GLRA4	0	
13660	TMEM31	0	
13661	PLP1	0	
13662	RAB9B	0	
13663	TMSB15B	0	
13664	H2BFXP	0	
13665	H2BFWT	0	
13666	H2BFM	0	
13667	LOC100101478	0	
13668	SLC25A53	0	
13669	ZCCHC18	0	
13670	LOC286437	0	
13671	ESX1	0	
13672	SERPINA7	0	
13673	MUM1L1	0	
13674	MIR548AN	0	
13675	TBC1D8B	0	
13676	RIPPLY1	0	
13677	MORC4	0	
13678	RBM41	0	
13679	PIH1D3	0	
13680	FRMPD3-AS1	0	
13681	PRPS1	0	
13682	TSC22D3	0	
13683	LOC101928335	0	
13684	TEX13B	0	
13685	VSIG1	0	
13686	PSMD10	0	
13687	IRS4	0	
13688	LOC101928358	0	
13689	MIR6087	0	
13690	NXT2	0	
13691	KCNE5	7	30289750;27484720;24096004;21967835;18313602;16054468;15368194
13692	MIR652	0	
13693	MIR3978	0	
13694	SNORD96B	0	
13695	RGAG1	0	
13696	TDGF1P3	0	
13697	ALG13	0	
13698	TRPC5OS	0	
13699	LHFPL1	0	
13700	MIR4329	0	
13701	XACT	0	
13702	SNORA35	0	
13703	MIR764	0	
13704	MIR1912	0	
13705	MIR1264	0	
13706	MIR1298	0	
13707	MIR1911	0	
13708	MIR448	0	
13709	IL13RA2	0	
13710	LUZP4	0	
13711	PLS3-AS1	0	
13712	AGTR2	0	
13713	SLC6A14	0	
13714	CT83	0	
13715	LOC100126447	0	
13716	MIR1277	0	
13717	IL13RA1	0	
13718	ZCCHC12	0	
13719	LINC01285	0	
13720	LONRF3	0	
13721	PGRMC1	0	
13722	LOC101928336	0	
13723	SLC25A43	0	
13724	SLC25A5-AS1	0	
13725	SLC25A5	0	
13726	CXorf56	0	
13727	UBE2A	0	
13728	NKRF	0	
13729	MIR766	0	
13730	SOWAHD	0	
13731	RPL39	0	
13732	SNORA69	0	
13733	UPF3B	0	
13734	RNF113A	0	
13735	NDUFA1	0	
13736	AKAP14	0	
13737	NKAP	0	
13738	RHOXF1P1	0	
13739	RHOXF2B	0	
13740	RHOXF1	0	
13741	LINC01402	0	
13742	RHOXF2	0	
13743	NKAPP1	0	
13744	ZBTB33	0	
13745	ATP1B4	0	
13746	LAMP2	1	28638575
13747	MCTS1	0	
13748	C1GALT1C1	0	
13749	CT47B1	0	
13750	CT47A11	0	
13751	CT47A10	0	
13752	CT47A9	0	
13753	CT47A8	0	
13754	CT47A7	0	
13755	CT47A6	0	
13756	CT47A5	0	
13757	CT47A4	0	
13758	CT47A3	0	
13759	CT47A2	0	
13760	CT47A1	0	
13761	GLUD2	0	
13762	MIR3672	0	
13763	XIAP	0	
13764	LOC101928402	0	
13765	SH2D1A	0	
13766	TEX13C	0	
13767	LOC101928495	0	
13768	DCAF12L2	0	
13769	DCAF12L1	0	
13770	PRR32	0	
13771	ACTRT1	0	
13772	APLN	0	
13773	XPNPEP2	0	
13774	SASH3	0	
13775	UTP14A	0	
13776	BCORL1	0	
13777	AIFM1	0	
13778	RAB33A	0	
13779	GPR119	0	
13780	RBMX2	0	
13781	LOC105373338	0	
13782	ARHGAP36	0	
13783	FRMD7	0	
13784	RAP2C	0	
13785	HS6ST2-AS1	0	
13786	USP26	0	
13787	TFDP3	0	
13788	MIR363	0	
13789	MIR92A2	0	
13790	MIR19B2	0	
13791	MIR20B	0	
13792	MIR18B	0	
13793	MIR106A	0	
13794	CCDC160	0	
13795	HPRT1	1	29036603
13796	MIR450B	0	
13797	MIR450A1	0	
13798	MIR450A2	0	
13799	MIR542	0	
13800	MIR503HG	0	
13801	MIR503	0	
13802	MIR424	0	
13803	FAM122B	0	
13804	MOSPD1	0	
13805	SMIM10	0	
13806	FAM127C	0	
13807	FAM127A	0	
13808	FAM127B	0	
13809	SMIM10L2B	0	
13810	LINC00633	0	
13811	LOC100287728	0	
13812	CT55	0	
13813	ZNF75D	0	
13814	LOC100506790	0	
13815	SMIM10L2A	0	
13816	DDX26B-AS1	0	
13817	INTS6L	0	
13818	CT45A1	0	
13819	CT45A3	0	
13820	CT45A8	0	
13821	CT45A9	0	
13822	CT45A10	0	
13823	SAGE1	0	
13824	MMGT1	0	
13825	SLC9A6	0	
13826	MAP7D3	0	
13827	BRS3	0	
13828	HTATSF1	0	
13829	VGLL1	0	
13830	MIR934	0	
13831	LINC00892	0	
13832	CD40LG	0	
13833	RBMX	0	
13834	SNORD61	0	
13835	GPR101	0	
13836	ZIC3	1	12712813
13837	LINC00889	0	
13838	MIR504	0	
13839	FGF13-AS1	0	
13840	SRD5A1P1	0	
13841	F9	0	
13842	ATP11C	0	
13843	MIR505	0	
13844	CXorf66	0	
13845	LOC389895	0	
13846	SOX3	0	
13847	CDR1	0	
13848	MIR320D2	0	
13849	SPANXB1	0	
13850	LDOC1	0	
13851	SPANXC	0	
13852	SPANXA1	0	
13853	SPANXA2	0	
13854	LOC645188	0	
13855	SPANXD	0	
13856	MAGEC3	0	
13857	MAGEC1	0	
13858	MAGEC2	0	
13859	SPANXN4	0	
13860	SPANXN3	0	
13861	SLITRK4	0	
13862	SPANXN2	0	
13863	UBE2NL	0	
13864	SPANXN1	0	
13865	SLITRK2	0	
13866	TMEM257	0	
13867	MIR892C	0	
13868	MIR890	0	
13869	MIR888	0	
13870	MIR892A	0	
13871	MIR892B	0	
13872	MIR891B	0	
13873	MIR891A	0	
13874	CXorf51B	0	
13875	CXorf51A	0	
13876	MIR513C	0	
13877	MIR513B	0	
13878	MIR513A1	0	
13879	MIR513A2	0	
13880	MIR506	0	
13881	MIR507	0	
13882	MIR508	0	
13883	MIR514B	0	
13884	MIR509-2	0	
13885	MIR509-3	0	
13886	MIR509-1	0	
13887	MIR510	0	
13888	MIR514A1	0	
13889	MIR514A2	0	
13890	MIR514A3	0	
13891	FMR1-AS1	0	
13892	FMR1	0	
13893	FMR1NB	0	
13894	IDS	3	31346988;30646091;25064249
13895	LINC00893	0	
13896	LOC101928917	0	
13897	MAGEA9B	0	
13898	HSFX2	0	
13899	TMEM185A	0	
13900	MAGEA11	0	
13901	HSFX1	0	
13902	MAGEA9	0	
13903	LINC00850	0	
13904	MAGEA8-AS1	0	
13905	MAGEA8	0	
13906	CXorf40B	0	
13907	MIR2114	0	
13908	MTMR1	0	
13909	HMGB3	0	
13910	MIR4330	0	
13911	GPR50-AS1	0	
13912	GPR50	0	
13913	VMA21	0	
13914	LOC105377213	0	
13915	FATE1	0	
13916	CNGA2	0	
13917	LOC105373368	0	
13918	MAGEA4	0	
13919	MIR224	0	
13920	MIR452	0	
13921	MAGEA5	0	
13922	MAGEA10-MAGEA5	0	
13923	MAGEA10	0	
13924	MIR105-1	0	
13925	MIR767	0	
13926	MIR105-2	0	
13927	GABRQ	0	
13928	MAGEA2B	0	
13929	CSAG4	0	
13930	MAGEA2	0	
13931	MAGEA6	0	
13932	CETN2	0	
13933	NSDHL	0	
13934	ZNF185	0	
13935	PNMA5	0	
13936	PNMA3	0	
13937	PNMA6A	0	
13938	MAGEA1	0	
13939	ZNF275	0	
13940	LOC105373378	0	
13941	ZFP92	0	
13942	TREX2	0	
13943	HAUS7	0	
13944	BGN	0	
13945	FAM58A	0	
13946	LOC105373383	0	
13947	DUSP9	0	
13948	PNCK	0	
13949	BCAP31	0	
13950	ABCD1	0	
13951	PLXNB3	0	
13952	SRPK3	0	
13953	IDH3G	0	
13954	SSR4	0	
13955	L1CAM	0	
13956	LCA10	0	
13957	AVPR2	0	
13958	ARHGAP4	0	
13959	NAA10	0	
13960	RENBP	0	
13961	HCFC1-AS1	0	
13962	TMEM187	0	
13963	MIR3202-1	0	
13964	MIR3202-2	0	
13965	IRAK1	1	29902229
13966	MIR718	0	
13967	OPN1LW	0	
13968	OPN1MW	0	
13969	TKTL1	0	
13970	FLNA	0	
13971	EMD	37	31549494;31474437;31151287;30843482;30123488;30062536;29947446;29315324;29250253;28576589;27812678;27158773;27004705;26574761;26412487;26164686;26157039;25923824;25733172;25470534
13972	RPL10	0	
13973	SNORA70		SNORA70
13974	DNASE1L1	0	
13975	TAZ	0	
13976	CH17-340M24.3	0	
13977	ATP6AP1	0	
13978	GDI1	0	
13979	FAM50A	0	
13980	MIR6858	0	
13981	PLXNA3	0	
13982	LAGE3	0	
13983	UBL4A	0	
13984	SLC10A3	0	
13985	FAM3A	0	
13986	G6PD	0	
13987	IKBKG	0	
13988	FAM223A	0	
13989	CTAG1A	0	
13990	CTAG1B	0	
13991	FAM223B	0	
13992	CTAG2	0	
13993	GAB3	0	
13994	DKC1	0	
13995	SNORA36A	0	
13996	MIR664B	0	
13997	SNORA56	0	
13998	SMIM9	0	
13999	H2AFB1	0	
14000	F8A1	0	
14001	MIR1184-1	0	
14002	CMC4	0	
14003	MTCP1	0	
14004	BRCC3	0	
14005	VBP1	0	
14006	RAB39B	0	
14007	LOC101927830	0	
14008	H2AFB2	0	
14009	F8A2	0	
14010	MIR1184-2	0	
14011	F8A3	0	
14012	MIR1184-3	0	
14013	H2AFB3	0	
14014	TMLHE-AS1	0	
14015	VAMP7	0	
14016	IL9R	0	
14017	WASIR1	0	
14018	DDX11L16	0	
14019	NLGN4Y	0	
14020	PCDH11Y	0	
14021	TTTY2B	0	
14022	XGY2	0	
14023	LINC00278	0	
14024	TBL1Y	0	
14025	PRKY	0	
14026	TSPY1	0	
14027	USP9Y	0	
14028	UTY	0	
14029	NLGN4Y-AS1	0	
14030	HSFY1	0	
14031	TTTY14	0	
14032	BCORP1	0	
14033	TXLNGY	0	
14034	KDM5D	0	
14035	TTTY10	0	
14036	RPS4Y2	0	
14037	PRY	1	30415208
14038	DAZ1	0	
14039	DAZ2	0	
14040	TTTY3B	0	
14041	TTTY4B	0	
14042	DAZ4	0	
14043	SRY	1	23696452
14044	RPS4Y1	0	
14045	ZFY	0	
14046	ZFY-AS1	0	
14047	TGIF2LY	0	
14048	TTTY23B	0	
14049	TSPY2	0	
14050	FAM197Y9	0	
14051	LINC00280	0	
14052	TTTY1B	0	
14053	TTTY21B	0	
14054	TTTY7	0	
14055	TTTY8B	0	
14056	AMELY	0	
14057	TTTY16	0	
14058	TTTY12	0	
14059	LINC00279	0	
14060	TTTY18	0	
14061	TTTY19	0	
14062	TTTY11	0	
14063	RBMY1A3P	0	
14064	TTTY20	0	
14065	TSPY4	0	
14066	FAM197Y7P	0	
14067	TSPY8	0	
14068	FAM197Y6	0	
14069	TSPY3	0	
14070	FAM197Y5P	0	
14071	FAM197Y4P	0	
14072	FAM197Y3	0	
14073	FAM197Y2P	0	
14074	TSPY10	0	
14075	RBMY3AP	0	
14076	TTTY8	0	
14077	TTTY7B	0	
14078	TTTY21	0	
14079	TTTY2	0	
14080	TTTY1	0	
14081	TTTY22	0	
14082	TTTY23	0	
14083	GYG2P1	0	
14084	TTTY15	0	
14085	DDX3Y	0	
14086	TMSB4Y	0	
14087	VCY	0	
14088	VCY1B	0	
14089	FAM41AY1	0	
14090	FAM224B	0	
14091	XKRY	0	
14092	CDY2B	0	
14093	CDY2A	0	
14094	XKRY2	0	
14095	FAM224A	0	
14096	FAM41AY2	0	
14097	TTTY9B	0	
14098	TTTY9A	0	
14099	HSFY2	0	
14100	EIF1AY	0	
14101	PRORY	0	
14102	RBMY2EP	0	
14103	RBMY1B	0	
14104	RBMY1A1	0	
14105	TTTY13	0	
14106	RBMY1D	0	
14107	RBMY1E	0	
14108	PRY2	0	
14109	TTTY6B	0	
14110	RBMY1F	0	
14111	TTTY5	0	
14112	RBMY2FP	0	
14113	LOC100652931	0	
14114	RBMY1J	0	
14115	LOC101929148	0	
14116	TTTY6	0	
14117	TTTY17A	0	
14118	TTTY4	0	
14119	BPY2	0	
14120	CDY1B	0	
14121	GOLGA2P2Y	0	
14122	TTTY17B	0	
14123	BPY2B	0	
14124	DAZ3	0	
14125	BPY2C	0	
14126	TTTY4C	0	
14127	TTTY17C	0	
14128	GOLGA2P3Y	0	
14129	CSPG4P1Y	0	
14130	CDY1	0	
14131	TTTY3	0	
14132	PWWP2B	0	
14133	RSU1	0	
14134	PRTFDC1	0	
14135	NRP1	0	
14136	FAM170B-AS1	0	
14137	NRG3	0	
14138	LOC101926942	0	
14139	HPSE2	0	
14140	ATRNL1	0	
14141	CHST15	0	
14142	GTPBP4	0	
14143	PFKP	0	
14144	AKR1C4	0	
14145	SFMBT2	0	
14146	LOC101928322	0	
14147	USP6NL	0	
14148	CAMK1D	1	24135527
14149	PRPF18	0	
14150	FAM107B	0	
14151	ITGA8	0	
14152	TMEM236	0	
14153	NSUN6	0	
14154	MALRD1	0	
14155	MLLT10	0	
14156	KIAA1217	0	
14157	LOC101929073	0	
14158	PARD3	0	
14159	CCNY	0	
14160	ZFAND4	0	
14161	AGAP9	0	
14162	TIMM23B	0	
14163	PRKG1	0	
