Pvalue.pair	Statistic.pair	mean1.pair	mean2.pair	SD1.pair	SD2.pair	FDR.pair	Pvalue.single	Statistic.single	mean1.single	mean2.single	SD1.single	SD2.single	FDR.single	V1	V2	V3	V4	V5	V6	V7
6.581452e-08	0.224	0.481	0.257	0.232	0.077	5.025803e-07	2.779217e-27	0.204	0.46	0.257	0.228	0.077	1.337762e-26	chr19	3786583	3786584	cg11326255	MATK	Island	I
3.769569e-08	0.258	0.307	0.049	0.27	0.063	3.087187e-07	6.689906e-48	0.289	0.338	0.049	0.275	0.063	7.62376e-47	chr20	44540794	44540795	cg11331678	PLTP	Island	I
1.342587e-07	0.177	0.275	0.098	0.202	0.032	9.422041e-07	4.344298e-44	0.19	0.288	0.098	0.217	0.032	4.141293e-43	chr11	64513156	64513157	cg11334214	RASGRP2	Island	I
5.759505e-10	0.219	0.282	0.063	0.21	0.025	8.458686e-09	6.283757e-45	0.167	0.23	0.063	0.192	0.025	6.221785e-44	chr12	103889784	103889785	cg11342468	C12orf42	Island	I
2.201397e-06	0.177	0.236	0.059	0.229	0.023	1.132995e-05	6.873233e-35	0.15	0.209	0.059	0.206	0.023	4.433844e-34	chr1	228645710	228645711	cg11343017	HIST3H2A	Island	II
2.922436e-10	0.285	0.466	0.181	0.253	0.075	4.770141e-09	1.267127e-33	0.239	0.42	0.181	0.252	0.075	7.768803e-33	chr2	220361467	220361468	cg11361344	cg11361344	Island	I
5.055972e-08	0.259	0.455	0.195	0.323	0.173	3.987284e-07	5.381812e-14	0.256	0.451	0.195	0.302	0.173	1.518358e-13	chr11	63768032	63768033	cg11364273	MACROD1	Island	I
2.055261e-11	0.283	0.355	0.072	0.239	0.032	5.16541e-10	1.523003e-57	0.24	0.313	0.072	0.233	0.032	2.919691e-56	chr7	100807505	100807506	cg11364468	VGF	Island	I
1.436452e-09	0.178	0.203	0.025	0.167	0.012	1.838396e-08	3.386713e-69	0.179	0.205	0.025	0.158	0.012	1.413444e-67	chr11	2291260	2291261	cg11373604	ASCL2	Island	I
9.549816e-09	0.318	0.338	0.02	0.329	0.016	9.330376e-08	1.955027e-66	0.354	0.374	0.02	0.323	0.016	6.643083e-65	chr19	49127510	49127511	cg11376305	SPHK2	Island	I
3.40168e-10	0.292	0.503	0.212	0.232	0.105	5.419495e-09	1.036529e-25	0.253	0.465	0.212	0.228	0.105	4.700776e-25	chr8	17270604	17270605	cg11377730	MTMR7	Island	I
3.003818e-06	0.193	0.257	0.064	0.258	0.025	1.497335e-05	1.524806e-37	0.184	0.249	0.064	0.243	0.025	1.09573e-36	chr8	72754469	72754470	cg11382963	MSC	Island	I
1.908009e-06	0.17	0.353	0.184	0.211	0.093	9.970125e-06	4.557633e-10	0.116	0.3	0.184	0.218	0.093	1.066735e-09	chr2	12858604	12858605	cg11385684	TRIB2	Island	II
6.326299e-06	0.153	0.269	0.115	0.211	0.036	2.920276e-05	5.29746e-27	0.124	0.239	0.115	0.181	0.036	2.522832e-26	chr12	29302515	29302516	cg11390073	cg11390073	Island	II
2.312156e-06	0.171	0.272	0.101	0.223	0.053	1.183586e-05	3.756697e-27	0.162	0.264	0.101	0.222	0.053	1.799367e-26	chr4	147576227	147576228	cg11390378	cg11390378	Island	I
5.905303e-06	0.221	0.307	0.086	0.294	0.07	2.744428e-05	6.436914e-20	0.161	0.247	0.086	0.247	0.07	2.332513e-19	chr3	107940784	107940785	cg11390468	IFT57	N_Shore	II
4.469766e-08	0.243	0.354	0.111	0.26	0.059	3.584873e-07	1.626231e-23	0.163	0.273	0.111	0.242	0.059	6.790221e-23	chr10	118896755	118896756	cg11398452	VAX1	Island	I
2.581359e-10	0.291	0.327	0.037	0.261	0.021	4.301523e-09	2.260488e-60	0.259	0.296	0.037	0.251	0.021	5.15518e-59	chr19	50316423	50316424	cg11398523	FUZ	Island	I
3.340325e-05	0.152	0.184	0.032	0.241	0.017	0.0001306924	8.884365e-27	0.138	0.17	0.032	0.227	0.017	4.195774e-26	chr6	150390190	150390191	cg11399097	ULBP3	Island	I
6.166162e-05	0.166	0.2	0.034	0.264	0.019	0.0002270759	1.05398e-29	0.158	0.192	0.034	0.245	0.019	5.569715e-29	chr1	226926945	226926946	cg11401257	ITPKB	S_Shore	I
5.543433e-14	0.264	0.419	0.155	0.189	0.05	3.988301e-12	1.958617e-42	0.199	0.354	0.155	0.196	0.05	1.730673e-41	chr2	175199741	175199742	cg11418477	SP9	Island	I
5.501274e-05	0.158	0.288	0.13	0.25	0.071	0.0002047341	5.77514e-16	0.136	0.267	0.13	0.232	0.071	1.776154e-15	chr10	28034856	28034857	cg11419506	MKX	Island	I
3.038413e-07	0.175	0.207	0.032	0.209	0.01	1.940544e-06	2.176013e-34	0.152	0.184	0.032	0.216	0.01	1.376306e-33	chr5	71403990	71403991	cg11421604	MAP1B	Island	I
7.083551e-06	0.197	0.218	0.021	0.279	0.006	3.23406e-05	3.84802e-34	0.175	0.196	0.021	0.251	0.006	2.4102e-33	chr6	118228869	118228870	cg11430157	SLC35F1	Island	I
2.775385e-07	0.225	0.255	0.03	0.273	0.013	1.790427e-06	3.314561e-42	0.203	0.233	0.03	0.253	0.013	2.897397e-41	chr5	159738916	159738917	cg11444704	CCNJL	Island	I
6.282908e-07	0.201	0.351	0.15	0.272	0.099	3.696874e-06	1.32603e-17	0.184	0.334	0.15	0.248	0.099	4.370608e-17	chr11	57405815	57405816	cg11446193	cg11446193	NA	II
2.646697e-08	0.312	0.352	0.039	0.34	0.02	2.267007e-07	7.380311e-57	0.307	0.347	0.039	0.312	0.02	1.359005e-55	chr10	11059733	11059734	cg11472279	CUGBP2	Island	I
1.047727e-07	0.27	0.311	0.041	0.307	0.026	7.568542e-07	8.81725e-42	0.228	0.269	0.041	0.282	0.026	7.563303e-41	chr5	107007126	107007127	cg11474250	EFNA5	Island	I
2.808049e-07	0.279	0.314	0.035	0.33	0.029	1.808818e-06	3.086984e-42	0.249	0.285	0.035	0.306	0.029	2.702937e-41	chr6	116691863	116691864	cg11481534	DSE	Island	I
1.334789e-11	0.318	0.426	0.109	0.267	0.061	3.612568e-10	2.575131e-39	0.241	0.35	0.109	0.261	0.061	1.989582e-38	chr5	32713464	32713465	cg11485595	NPR3	Island	II
1.44492e-08	0.22	0.324	0.104	0.221	0.039	1.337275e-07	3.163948e-34	0.17	0.274	0.104	0.221	0.039	1.989346e-33	chr5	41870746	41870747	cg11487705	OXCT1	Island	II
6.152494e-05	0.153	0.662	0.509	0.223	0.114	0.0002266357	3.433484e-07	0.11	0.619	0.509	0.242	0.114	6.878622e-07	chr17	76128522	76128523	cg11493223	TMC8	S_Shore	I
1.506492e-06	0.17	0.448	0.278	0.191	0.103	8.068979e-06	6.328815e-14	0.158	0.437	0.278	0.233	0.103	1.779955e-13	chr11	18742694	18742695	cg11502745	IGSF22	Island	I
5.598443e-09	0.248	0.339	0.091	0.249	0.034	5.88843e-08	1.658919e-46	0.201	0.293	0.091	0.221	0.034	1.768565e-45	chr2	235404686	235404687	cg11509907	ARL4C	Island	II
4.082308e-07	0.224	0.269	0.045	0.276	0.016	2.519768e-06	1.214889e-43	0.205	0.251	0.045	0.25	0.016	1.135007e-42	chr4	330694	330695	cg11510060	ZNF141	Island	I
3.848953e-07	0.168	0.244	0.076	0.201	0.031	2.391609e-06	4.006665e-38	0.141	0.217	0.076	0.17	0.031	2.946233e-37	chr2	74426442	74426443	cg11517045	MTHFD2	S_Shore	II
5.285064e-07	0.177	0.265	0.088	0.216	0.042	3.169446e-06	1.115102e-32	0.169	0.257	0.088	0.223	0.042	6.598432e-32	chr1	7023784	7023785	cg11517468	CAMTA1	S_Shore	I
8.661082e-07	0.198	0.225	0.028	0.252	0.01	4.923926e-06	8.35664e-37	0.175	0.202	0.028	0.238	0.01	5.823681e-36	chr13	20735532	20735533	cg11521404	GJA3	Island	I
1.426519e-06	0.18	0.268	0.089	0.226	0.029	7.688566e-06	7.924547e-30	0.13	0.219	0.089	0.19	0.029	4.208471e-29	chr4	10463256	10463257	cg11523290	cg11523290	Island	II
8.34745e-07	0.258	0.295	0.037	0.323	0.015	4.765443e-06	3.705712e-39	0.21	0.248	0.037	0.275	0.015	2.843889e-38	chr2	220417249	220417250	cg11531021	OBSL1	Island	I
1.559846e-13	0.442	0.513	0.071	0.309	0.041	9.296079e-12	1.350857e-84	0.415	0.486	0.071	0.305	0.041	2.11892e-82	chr2	63286049	63286050	cg11536474	cg11536474	Island	I
6.444343e-08	0.206	0.262	0.056	0.233	0.02	4.93279e-07	1.352356e-46	0.181	0.237	0.056	0.208	0.02	1.447663e-45	chr5	178487481	178487482	cg11538128	ZNF354C	Island	II
1.190113e-05	0.173	0.21	0.038	0.251	0.008	5.154653e-05	1.504037e-28	0.127	0.164	0.038	0.203	0.008	7.603114e-28	chr8	60031438	60031439	cg11542224	TOX	Island	II
8.090962e-05	0.194	0.509	0.314	0.313	0.102	0.0002901382	1.730671e-19	0.207	0.522	0.314	0.274	0.102	6.163583e-19	chr5	43018282	43018283	cg11549953	cg11549953	Island	I
5.428777e-07	0.18	0.21	0.03	0.221	0.004	3.247027e-06	1.921232e-38	0.16	0.19	0.03	0.213	0.004	1.433261e-37	chr17	46796908	46796909	cg11561737	cg11561737	Island	I
1.575989e-07	0.236	0.285	0.049	0.271	0.031	1.084461e-06	1.015576e-44	0.237	0.286	0.049	0.278	0.031	9.970851e-44	chr6	6007670	6007671	cg11564981	NRN1	Island	I
6.734476e-06	0.168	0.22	0.052	0.236	0.034	3.089537e-05	1.441478e-19	0.106	0.158	0.052	0.193	0.034	5.15056e-19	chr4	119810066	119810067	cg11566061	SYNPO2	NA	I
2.144644e-05	0.193	0.285	0.092	0.284	0.033	8.76527e-05	3.945842e-39	NA	NA	0.092	NA	0.033	3.024013e-38	chr4	4860617	4860618	cg11566977	MSX1	N_Shore	I
4.991869e-06	0.21	0.33	0.121	0.283	0.063	2.360553e-05	4.196226e-31	0.206	0.326	0.121	0.254	0.063	2.339496e-30	chr10	130009122	130009123	cg11569407	cg11569407	Island	I
7.008539e-07	0.215	0.245	0.03	0.267	0.017	4.076179e-06	4.553241e-39	0.179	0.209	0.03	0.233	0.017	3.480823e-38	chr2	68546467	68546468	cg11573679	CNRIP1	Island	I
3.885241e-06	0.173	0.214	0.041	0.23	0.018	1.884362e-05	7.752928e-39	0.155	0.196	0.041	0.201	0.018	5.874507e-38	chr19	53193912	53193913	cg11583963	ZNF83	Island	I
5.039041e-12	0.331	0.37	0.038	0.26	0.017	1.609506e-10	7.133433e-72	0.3	0.339	0.038	0.258	0.017	3.640923e-70	chr5	76012591	76012592	cg11591325	F2R	S_Shore	I
1.461361e-06	0.166	0.221	0.055	0.21	0.035	7.854337e-06	1.099057e-28	0.144	0.199	0.055	0.213	0.035	5.586402e-28	chr18	23806284	23806285	cg11592613	TAF4B	Island	II
5.126814e-13	0.439	0.482	0.042	0.316	0.047	2.457402e-11	1.040833e-86	0.424	0.466	0.042	0.298	0.047	2.048894e-84	chr1	111217497	111217498	cg11595545	KCNA3	Island	I
1.383098e-08	0.282	0.325	0.043	0.291	0.022	1.286905e-07	4.831102e-40	0.219	0.262	0.043	0.28	0.022	3.848257e-39	chr4	57976431	57976432	cg11597475	IGFBP7	Island	I
8.706292e-05	0.161	0.239	0.078	0.263	0.032	0.0003099362	3.925506e-33	0.187	0.266	0.078	0.264	0.032	2.361989e-32	chr19	45257305	45257306	cg11597497	BCL3	N_Shore	II
7.299462e-07	0.183	0.266	0.083	0.225	0.057	4.227573e-06	3.269571e-29	0.172	0.256	0.083	0.214	0.057	1.695044e-28	chr11	17373180	17373181	cg11600807	DKFZp686O24166	Island	I
7.592513e-06	0.186	0.21	0.024	0.265	0.013	3.44333e-05	5.655885e-34	0.158	0.182	0.024	0.226	0.013	3.517521e-33	chr15	68122139	68122140	cg11601252	LBXCOR1	Island	I
2.470123e-06	0.156	0.192	0.035	0.208	0.022	1.256185e-05	4.527938e-33	0.148	0.183	0.035	0.211	0.022	2.718156e-32	chr19	18722595	18722596	cg11610754	TMEM59L	Island	I
3.071113e-14	0.432	0.603	0.171	0.283	0.116	2.448883e-12	2.819405e-37	0.381	0.552	0.171	0.301	0.116	2.004393e-36	chr5	112073406	112073407	cg11613015	APC	NA	I
1.501867e-10	0.283	0.364	0.081	0.245	0.044	2.725359e-09	7.552746e-71	0.291	0.372	0.081	0.222	0.044	3.570516e-69	chr19	2251837	2251838	cg11616651	AMH	Island	I
4.345822e-08	0.227	0.57	0.343	0.219	0.133	3.496086e-07	3.112058e-14	0.199	0.541	0.343	0.225	0.133	8.877745e-14	chr19	41120268	41120269	cg11621464	LTBP4	Island	I
7.31925e-09	0.199	0.479	0.28	0.184	0.075	7.412547e-08	1.416642e-22	0.167	0.447	0.28	0.192	0.075	5.704433e-22	chr13	100630688	100630689	cg11622324	cg11622324	N_Shore	II
6.547729e-08	0.273	0.36	0.086	0.287	0.096	5.002751e-07	3.766357e-20	0.201	0.287	0.086	0.262	0.096	1.377398e-19	chr4	165878136	165878137	cg11630554	TRIM61	Island	I
1.169741e-06	0.196	0.349	0.152	0.261	0.087	6.436777e-06	6.200582e-07	0.089	0.241	0.152	0.231	0.087	1.223415e-06	chr5	180288855	180288856	cg11635304	ZFP62	Island	II
3.970974e-14	0.361	0.454	0.093	0.237	0.05	3.040332e-12	1.09335e-93	0.411	0.503	0.093	0.25	0.05	4.712053e-91	chr6	150286508	150286509	cg11660826	ULBP1	Island	I
5.682966e-06	0.197	0.365	0.167	0.255	0.085	2.652147e-05	8.92786e-18	0.162	0.33	0.167	0.227	0.085	2.963793e-17	chr3	49941416	49941417	cg11663600	MST1R	Island	II
3.291381e-09	0.323	0.367	0.045	0.318	0.016	3.732465e-08	6.72288e-60	0.308	0.352	0.045	0.302	0.016	1.487208e-58	chr6	133562479	133562480	cg11664500	EYA4	Island	I
4.23103e-06	0.17	0.194	0.023	0.234	0.008	2.034359e-05	2.054014e-35	0.147	0.171	0.023	0.207	0.008	1.353706e-34	chr1	49242513	49242514	cg11666087	BEND5	Island	I
2.740807e-17	0.424	0.483	0.059	0.235	0.034	9.640655e-15	2.142618e-88	0.342	0.401	0.059	0.241	0.034	5.000684e-86	chr20	21378045	21378046	cg11667020	NKX2-4	Island	I
4.639924e-07	0.174	0.268	0.094	0.206	0.037	2.822515e-06	1.553694e-36	0.159	0.253	0.094	0.194	0.037	1.070868e-35	chr11	31848554	31848555	cg11667086	cg11667086	Island	I
1.729637e-08	0.271	0.42	0.15	0.291	0.072	1.565682e-07	6.898588e-37	0.254	0.404	0.15	0.269	0.072	4.826343e-36	chr5	43017685	43017686	cg11671913	cg11671913	N_Shore	II
6.00656e-11	0.283	0.306	0.022	0.24	0.005	1.260525e-09	6.650605e-77	0.299	0.321	0.022	0.244	0.005	5.214951e-75	chr1	228645482	228645483	cg11672054	HIST3H2BB	Island	I
2.476642e-07	0.188	0.446	0.258	0.219	0.102	1.618372e-06	1.763349e-13	0.155	0.413	0.258	0.234	0.102	4.862398e-13	chr1	247495769	247495770	cg11684022	ZNF496	Island	I
1.477793e-10	0.341	0.418	0.076	0.297	0.046	2.688078e-09	4.999714e-51	0.292	0.368	0.076	0.302	0.046	6.661772e-50	chr17	1083002	1083003	cg11686528	ABR	Island	I
3.382184e-08	0.189	0.274	0.085	0.201	0.056	2.805489e-07	8.349458e-32	0.179	0.264	0.085	0.209	0.056	4.778522e-31	chr11	75379624	75379625	cg11694752	MAP6	Island	I
1.628649e-10	0.207	0.237	0.031	0.182	0.006	2.919959e-09	6.004573e-69	0.2	0.23	0.031	0.177	0.006	2.458852e-67	chr5	149569601	149569602	cg11716665	SLC6A7	Island	I
1.603677e-06	0.192	0.229	0.038	0.248	0.013	8.534578e-06	7.85935e-49	0.207	0.245	0.038	0.234	0.013	9.383575e-48	chr12	48398380	48398381	cg11721803	COL2A1	Island	I
3.1821e-07	0.161	0.199	0.038	0.196	0.025	2.020615e-06	5.92121e-37	0.14	0.178	0.038	0.181	0.025	4.153635e-36	chr18	28622813	28622814	cg11722699	DSC3	Island	I
1.452521e-06	0.178	0.224	0.046	0.226	0.024	7.81255e-06	5.870451e-38	0.162	0.208	0.046	0.21	0.024	4.29037e-37	chr4	96470286	96470287	cg11723848	UNC5C	Island	I
2.510059e-08	0.178	0.484	0.306	0.193	0.079	2.165124e-07	9.708e-22	0.168	0.475	0.306	0.189	0.079	3.782103e-21	chr2	111877065	111877066	cg11729679	BCL2L11	Island	II
3.658031e-13	0.325	0.49	0.165	0.235	0.05	1.865111e-11	1.557115e-59	0.293	0.459	0.165	0.257	0.05	3.36692e-58	chr6	26271827	26271828	cg11731890	HIST1H3G	N_Shore	II
3.904182e-09	0.285	0.368	0.083	0.27	0.053	4.325947e-08	1.254783e-50	0.266	0.349	0.083	0.256	0.053	1.637428e-49	chr1	110754101	110754102	cg11737742	KCNC4	Island	I
1.076513e-05	0.154	0.202	0.048	0.219	0.024	4.711313e-05	5.629794e-28	0.125	0.173	0.048	0.194	0.024	2.783135e-27	chr12	104852151	104852152	cg11739675	CHST11	Island	I
4.215232e-08	0.16	0.179	0.019	0.175	0.003	3.40435e-07	5.063764e-47	0.148	0.166	0.019	0.172	0.003	5.531718e-46	chr10	93647217	93647218	cg11750133	cg11750133	Island	I
1.290747e-07	0.197	0.311	0.114	0.228	0.038	9.095627e-07	7.391143e-34	0.167	0.281	0.114	0.219	0.038	4.574521e-33	chr11	102980466	102980467	cg11752440	DYNC2H1	NA	II
7.462222e-06	0.175	0.238	0.063	0.246	0.044	3.390052e-05	5.330415e-27	0.171	0.234	0.063	0.261	0.044	2.538282e-26	chr8	33371996	33371997	cg11755107	C8orf41	Island	I
9.464986e-07	0.182	0.221	0.039	0.228	0.013	5.331366e-06	9.621066e-41	0.161	0.2	0.039	0.205	0.013	7.891171e-40	chr8	143533532	143533533	cg11758945	cg11758945	Island	I
1.319804e-15	0.325	0.494	0.169	0.194	0.052	1.986049e-13	7.469387e-70	0.304	0.473	0.169	0.206	0.052	3.272525e-68	chr6	38683035	38683036	cg11764900	cg11764900	Island	I
2.705584e-08	0.174	0.57	0.396	0.164	0.081	2.310301e-07	7.077693e-18	0.146	0.543	0.396	0.167	0.081	2.358953e-17	chr14	24808787	24808788	cg11781986	RIPK3	Island	I
6.163166e-05	0.154	0.21	0.056	0.246	0.022	0.0002269845	6.801598e-35	0.157	0.213	0.056	0.217	0.022	4.388848e-34	chr5	169930919	169930920	cg11782635	KCNIP1	N_Shore	I
6.429827e-05	0.175	0.226	0.051	0.279	0.03	0.000235775	7.006944e-29	0.164	0.215	0.051	0.251	0.03	3.588086e-28	chr5	72598965	72598966	cg11795854	cg11795854	Island	I
1.553868e-11	0.338	0.387	0.048	0.278	0.023	4.095843e-10	4.936055e-58	0.279	0.327	0.048	0.278	0.023	9.7409e-57	chr19	19729252	19729253	cg11804775	PBX4	Island	I
2.037338e-10	0.282	0.342	0.06	0.25	0.036	3.528626e-09	2.463766e-54	0.243	0.303	0.06	0.242	0.036	3.922387e-53	chr2	157178294	157178295	cg11805669	cg11805669	S_Shore	I
1.037617e-07	0.219	0.418	0.199	0.236	0.063	7.505502e-07	2.750552e-36	0.211	0.41	0.199	0.211	0.063	1.878174e-35	chr13	79176608	79176609	cg11806672	POU4F1	Island	II
2.109877e-06	0.199	0.215	0.016	0.264	0.009	1.090654e-05	4.3641e-28	0.137	0.153	0.016	0.222	0.009	2.166298e-27	chr11	43964150	43964151	cg11820517	LOC387763	Island	I
5.961423e-06	0.155	0.295	0.14	0.202	0.054	2.768008e-05	3.44638e-17	0.125	0.265	0.14	0.227	0.054	1.116621e-16	chr15	51973661	51973662	cg11831981	SCG3	Island	I
1.561906e-06	0.183	0.214	0.031	0.237	0.007	8.332318e-06	1.936388e-49	0.215	0.246	0.031	0.242	0.007	2.383638e-48	chr17	62776530	62776531	cg11849086	LOC146880	Island	I
1.352722e-13	0.27	0.452	0.182	0.194	0.071	8.297442e-12	4.747967e-46	0.279	0.461	0.182	0.197	0.071	4.951951e-45	chr1	47998999	47999000	cg11856897	cg11856897	Island	I
2.843001e-07	0.246	0.283	0.037	0.295	0.01	1.828561e-06	1.250392e-51	0.236	0.273	0.037	0.258	0.01	1.719273e-50	chr3	194408516	194408517	cg11862731	FAM43A	Island	II
4.331467e-10	0.28	0.378	0.098	0.254	0.042	6.65429e-09	2.054688e-45	0.217	0.315	0.098	0.235	0.042	2.08024e-44	chr10	16562917	16562918	cg11880855	C1QL3	Island	II
6.534472e-07	0.204	0.261	0.057	0.249	0.037	3.828118e-06	1.721586e-36	0.185	0.243	0.057	0.238	0.037	1.184731e-35	chr1	110693237	110693238	cg11885396	SLC6A17	Island	I
2.930314e-11	0.387	0.418	0.03	0.326	0.023	6.930165e-10	1.60441e-57	0.31	0.341	0.03	0.312	0.023	3.071442e-56	chr8	104383730	104383731	cg11889769	CTHRC1	Island	I
3.4039e-08	0.27	0.43	0.159	0.3	0.052	2.821375e-07	1.578609e-37	0.227	0.386	0.159	0.272	0.052	1.133673e-36	chr7	96652153	96652154	cg11891395	DLX5	Island	II
8.421074e-07	0.191	0.509	0.318	0.232	0.096	4.802437e-06	1.50692e-18	0.182	0.5	0.318	0.22	0.096	5.16667e-18	chr18	46461202	46461203	cg11909137	SMAD7	NA	I
1.365933e-08	0.231	0.368	0.137	0.23	0.053	1.273327e-07	3.1001e-35	0.188	0.325	0.137	0.212	0.053	2.02845e-34	chr18	77159786	77159787	cg11928275	NFATC1	Island	I
3.924317e-07	0.242	0.268	0.026	0.292	0.011	2.432903e-06	6.504413e-44	0.22	0.246	0.026	0.267	0.011	6.147791e-43	chr3	48700391	48700392	cg11929643	CELSR3	Island	I
3.374287e-06	0.167	0.223	0.056	0.225	0.021	1.661677e-05	3.177624e-40	0.186	0.242	0.057	0.236	0.021	2.549728e-39	chr2	58655790	58655791	cg11931727	cg11931727	NA	I
2.189969e-07	0.166	0.202	0.036	0.199	0.014	1.450524e-06	1.7981e-39	0.141	0.178	0.036	0.182	0.014	1.397908e-38	chr20	4230092	4230093	cg11934695	ADRA1D	Island	I
3.72278e-09	0.186	0.292	0.106	0.182	0.045	4.15213e-08	3.542379e-38	0.169	0.275	0.106	0.182	0.045	2.611276e-37	chr4	110223795	110223796	cg11935021	COL25A1	Island	I
2.532614e-06	0.195	0.295	0.099	0.271	0.056	1.284863e-05	2.785471e-27	0.175	0.274	0.099	0.241	0.056	1.340658e-26	chr22	37816333	37816334	cg11946336	ELFN2	Island	II
1.962469e-09	0.221	0.316	0.094	0.214	0.027	2.398375e-08	2.583596e-38	0.163	0.257	0.094	0.208	0.027	1.916491e-37	chr2	182322749	182322750	cg11947981	ITGA4	Island	II
5.13236e-09	0.258	0.311	0.053	0.257	0.034	5.462468e-08	1.299636e-55	0.269	0.323	0.053	0.27	0.034	2.223885e-54	chr17	27347092	27347093	cg11956953	cg11956953	Island	I
2.579146e-10	0.345	0.37	0.025	0.308	0.006	4.298197e-09	2.155488e-61	0.304	0.33	0.025	0.294	0.006	5.242973e-60	chr19	42828156	42828157	cg11957331	TMEM145	Island	I
4.131842e-06	0.184	0.221	0.037	0.249	0.02	1.991285e-05	5.935848e-30	0.136	0.172	0.037	0.207	0.02	3.167884e-29	chr1	41268130	41268131	cg11960115	KCNQ4	Island	I
2.048261e-08	0.239	0.299	0.06	0.254	0.021	1.814035e-07	1.971774e-42	0.2	0.26	0.06	0.246	0.021	1.741988e-41	chr10	17271006	17271007	cg11973177	VIM	Island	II
1.779822e-06	0.169	0.32	0.151	0.208	0.07	9.368026e-06	3.27971e-10	0.094	0.245	0.151	0.198	0.07	7.732935e-10	chr1	86861439	86861440	cg11973602	ODF2L	N_Shore	II
6.420673e-09	0.244	0.27	0.026	0.246	0.009	6.622203e-08	2.247806e-49	0.207	0.233	0.026	0.233	0.009	2.757899e-48	chr4	110223967	110223968	cg11979589	COL25A1	Island	I
8.773165e-08	0.211	0.343	0.132	0.232	0.039	6.471261e-07	4.054869e-37	0.189	0.321	0.132	0.238	0.039	2.864569e-36	chr11	75141815	75141816	cg12001148	KLHL35	Island	II
3.152057e-06	0.191	0.254	0.063	0.262	0.034	1.563338e-05	8.709637e-43	0.211	0.274	0.063	0.25	0.034	7.822714e-42	chr15	68113478	68113479	cg12002303	cg12002303	Island	I
1.779628e-07	0.178	0.353	0.175	0.205	0.032	1.20687e-06	4.384163e-20	0.104	0.279	0.175	0.189	0.032	1.599261e-19	chr4	10459163	10459164	cg12016437	ZNF518B	Island	II
9.472296e-12	0.274	0.309	0.035	0.217	0.021	2.719174e-10	1.377681e-72	0.248	0.283	0.035	0.209	0.021	7.426858e-71	chr20	590799	590800	cg12028548	TCF15	Island	I
3.953814e-07	0.25	0.299	0.049	0.301	0.035	2.448852e-06	5.67315e-49	0.244	0.294	0.049	0.265	0.035	6.821093e-48	chr2	149633226	149633227	cg12035092	KIF5C	Island	I
2.415453e-06	0.189	0.362	0.172	0.248	0.036	1.231323e-05	1.248025e-34	0.163	0.335	0.172	0.212	0.036	7.968067e-34	chr1	36043352	36043353	cg12038696	TFAP2E	Island	II
2.282706e-09	0.271	0.344	0.074	0.257	0.023	2.728946e-08	1.099529e-47	0.212	0.285	0.074	0.24	0.023	1.240168e-46	chr19	11959760	11959761	cg12040486	cg12040486	Island	II
9.432608e-05	0.184	0.239	0.055	0.294	0.054	0.0003331306	4.966142e-26	0.181	0.235	0.055	0.27	0.054	2.278711e-25	chr11	112833773	112833774	cg12040830	NCAM1	Island	I
3.053822e-12	0.356	0.466	0.11	0.26	0.104	1.06518e-10	1.557655e-30	0.288	0.398	0.11	0.249	0.104	8.499568e-30	chr22	27053247	27053248	cg12041056	MIAT	Island	I
6.802325e-09	0.257	0.331	0.074	0.261	0.022	6.960942e-08	2.498313e-41	0.204	0.278	0.074	0.255	0.022	2.101016e-40	chr7	96650171	96650172	cg12041387	DLX5	N_Shore	II
1.011575e-13	0.253	0.438	0.185	0.171	0.056	6.544421e-12	3.615935e-48	0.228	0.413	0.185	0.176	0.056	4.173404e-47	chr10	47008202	47008203	cg12043818	cg12043818	Island	I
3.175851e-06	0.176	0.331	0.155	0.228	0.046	1.573701e-05	3.028331e-26	0.156	0.312	0.155	0.233	0.046	1.401465e-25	chr2	72370665	72370666	cg12044685	CYP26B1	Island	I
4.116165e-05	0.186	0.348	0.162	0.274	0.116	0.0001577059	2.752377e-10	0.146	0.308	0.162	0.27	0.116	6.516077e-10	chr2	171572714	171572715	cg12045337	SP5	Island	I
2.542084e-05	0.161	0.189	0.028	0.244	0.01	0.0001021582	4.653141e-13	0.064	0.092	0.028	0.164	0.01	1.258611e-12	chr1	192777886	192777887	cg12047012	RGS2	Island	I
9.483788e-11	0.292	0.415	0.124	0.243	0.06	1.84616e-09	1.110805e-47	0.261	0.384	0.124	0.24	0.06	1.252636e-46	chr15	83876098	83876099	cg12058947	HDGFRP3	Island	I
3.960745e-05	0.157	0.232	0.075	0.238	0.044	0.0001523643	1.595274e-20	0.124	0.2	0.075	0.213	0.044	5.920023e-20	chr18	12254173	12254174	cg12072560	CIDEA	Island	I
3.690565e-05	0.18	0.214	0.034	0.28	0.022	0.000142919	4.092525e-26	0.129	0.164	0.034	0.213	0.022	1.883876e-25	chr12	132906010	132906011	cg12075445	GALNT9	Island	I
2.958462e-09	0.285	0.328	0.044	0.281	0.029	3.408311e-08	3.243766e-52	0.266	0.31	0.044	0.283	0.029	4.604316e-51	chr2	154728468	154728469	cg12079322	GALNT13	N_Shore	I
9.775723e-08	0.194	0.243	0.049	0.222	0.016	7.11745e-07	9.551764e-52	0.205	0.254	0.049	0.222	0.016	1.32166e-50	chr17	47573230	47573231	cg12082598	NGFR	Island	I
