region	group	GSI
chr11:128321316-128321343	Colon	0.432787774
chr20:57429309-57429339	Stomach	0.432525983
chr18:77184215-77184233	Liver	0.43240903
chr9:129233598-129233660	Stomach	0.432405826
chr4:184827872-184827930	Liver	0.432113732
chr1:1099106-1099165	Brain	0.432094209
chr17:5674418-5674431	Esophagus	0.432032742
chr2:74642086-74642248	Colon	0.431999622
chr12:15113682-15113727	Kidney	0.431925449
chr21:34773626-34773642	Ovary	0.431818586
chr20:57417121-57417136	muscle	0.431786617
chr8:134085629-134085730	Brain	0.43177136
chr18:2972305-2972385	Bladder	0.431611917
chr11:121967386-121967440	Spleen	0.431390029
chr10:27541568-27541704	Intestine	0.430953274
chr7:101398137-101398202	Brain	0.430751584
chr11:396819-396869	Intestine	0.430701304
chr17:40823522-40823551	Ovary	0.43063661
chr14:50829747-50830000	Bladder	0.430605775
chr5:177411501-177411509	Esophagus	0.430561555
chr15:40366240-40366312	Bladder	0.430470763
chr10:101690120-101690175	Spleen	0.430416029
chr10:98744828-98744873	Stomach	0.430381758
chr16:89507362-89507415	Liver	0.430305354
chr1:35586547-35586589	Brain	0.430085213
chr11:2721408-2721780	Stomach	0.430009195
chr17:28113100-28113116	Liver	0.429954759
chr11:123430948-123431058	Thymus	0.429572739
chr20:57429752-57429791	Gastric	0.4295102
chr5:140011661-140012529	Brain	0.429148123
chr22:46786867-46786904	Spleen	0.429110645
chr1:27470916-27470993	Bladder	0.429032019
chr2:74642312-74642531	Brain	0.428266882
chr2:115420074-115420146	Liver	0.428263553
chr7:4849152-4849179	Ovary	0.428089734
chr4:8343563-8343602	Brain	0.427813044
chr8:23424356-23424392	Liver	0.427749604
chr5:156570589-156570746	Pancreas	0.427655866
chr2:191929572-191929595	Vessel	0.427611615
chr10:13760088-13760424	Kidney	0.427500294
chr7:104941952-104942037	Liver	0.42735565
chr3:16379798-16379844	Brain	0.427162089
chr7:409632-409696	Liver	0.427059226
chr12:52438106-52438158	Thymus	0.426978379
chr8:27449904-27450106	Intestine	0.426924488
chr8:141110872-141110970	Intestine	0.426678388
chr2:218087408-218087460	Vessel	0.42660124
chr3:25495664-25495685	Colon	0.426412124
chr11:75139466-75139492	Pancreas	0.426080974
chr20:39958407-39958434	Esophagus	0.425894824
chr16:11669511-11669542	Pancreas	0.425867447
chr10:45359699-45359722	Vessel	0.42551665
chr8:58055301-58055325	Ovary	0.425373749
chr19:16466579-16466635	Brain	0.425372114
chr10:18602243-18602256	Colon	0.425289586
chr3:17522701-17522750	Bladder	0.425038336
chr3:19987236-19987382	Thymus	0.425019735
chr21:17960906-17961002	Spleen	0.424621009
chr11:62370245-62370331	Spleen	0.424519065
chr3:177239225-177239258	Brain	0.424261365
chr20:57425949-57426137	Pancreas	0.424206471
chr17:75482604-75482612	Ovary	0.424053614
chr20:50378284-50378487	Brain	0.423997154
chr9:92023891-92023959	Heart	0.423893442
chr8:145900764-145900782	Vessel	0.423829352
chr20:57465138-57465333	Thymus	0.42377182
chr4:2933644-2933711	Liver	0.423705697
chr10:134150826-134150864	Pancreas	0.423683656
chr2:127003342-127003348	Brain	0.423622168
chr2:8817537-8817802	Kidney	0.423517688
chr6:13419892-13419904	Vessel	0.423457552
chr15:40875815-40875827	Brain	0.423359816
chr9:134608463-134608667	Pancreas	0.423342083
chr8:12958086-12958129	Thymus	0.42321966
chr14:101294245-101294271	Intestine	0.423163512
chr3:32156132-32156186	Liver	0.42279176
chr3:179660223-179660296	Pancreas	0.422756339
chr5:180046210-180046273	Thymus	0.422482263
chr16:89627644-89627703	Thymus	0.422336568
chr17:59535181-59535424	Bladder	0.422324979
chr8:96018878-96018905	Spleen	0.422226331
chr20:33064116-33064145	Pancreas	0.422154966
chr14:99532929-99532949	Bladder	0.422077677
chr3:49940950-49940976	Liver	0.421824788
chr10:97174249-97174304	Liver	0.421622967
chr6:160182429-160182494	Liver	0.421585875
chr1:207200897-207200947	Kidney	0.421426079
chr13:49079716-49079823	Colon	0.421308062
chr12:121416720-121416730	Bladder	0.42113306
chr2:227662597-227662635	Esophagus	0.421021636
chr16:84828987-84829017	Pancreas	0.420973471
chr12:133159747-133159759	Spleen	0.420956289
chr10:21798642-21798697	Gastric	0.420937946
chr20:42984971-42985013	Brain	0.420759628
chr19:10450101-10450139	Liver	0.420667647
chr19:48983752-48983868	Liver	0.420616536
chr5:131808789-131808891	Kidney	0.420486426
chr5:179507584-179507626	Ovary	0.420481139
chr14:101291855-101291936	Intestine	0.420334782
chr4:159130763-159130795	Vessel	0.420312559
chr5:99387423-99387470	Thymus	0.42028852
chr10:121578172-121578241	Stomach	0.420166105
chr17:72776221-72776285	Vessel	0.419894048
chr9:129946552-129946562	Thymus	0.419882274
chr16:81520569-81520588	Liver	0.419876755
chr18:55810962-55811018	Kidney	0.419339433
chr16:28153223-28153244	Vessel	0.419216279
chr2:155293699-155293780	Bladder	0.418910528
chr6:105545318-105545330	Liver	0.418768561
chr5:126408805-126408821	Thymus	0.418594033
chr3:22039357-22039363	Ovary	0.41854662
chr19:2041858-2041897	Heart	0.418523448
chr4:124468513-124468543	Brain	0.418414005
chr19:6753524-6753634	Pancreas	0.418319817
chr16:10832062-10832121	Colon	0.418199556
chr5:56467878-56467899	Liver	0.418030396
chr8:2585395-2585492	Intestine	0.417994185
chr18:53074097-53074122	Ovary	0.417717652
chr22:38214667-38214944	Pancreas	0.417665339
chr2:232348539-232348565	Brain	0.417555523
chr19:37498797-37498810	Liver	0.417465281
chr7:45068249-45068307	Esophagus	0.417383935
chr3:113160456-113160489	Stomach	0.417118603
chr11:35441769-35441831	Stomach	0.41698074
chr7:130132122-130132421	Pancreas	0.416934088
chr4:184941346-184941415	Kidney	0.416754365
chr17:7534851-7534933	Colon	0.416628884
chr1:68515737-68515817	Bladder	0.416580317
chr1:201708787-201709108	Lung	0.416275533
chr11:2024218-2024347	Brain	0.416133101
chr11:63974631-63974648	Esophagus	0.416045714
chr17:80841114-80841143	Heart	0.415978098
chr17:78748560-78748629	Bladder	0.415940353
chr19:38490208-38490249	Brain	0.415899374
chr10:135341583-135341660	Liver	0.415867494
chr12:1906561-1906611	Heart	0.415676673
chr10:135342318-135342412	Stomach	0.415563246
chr10:7714890-7714903	Colon	0.415423263
chr18:5890667-5890922	Brain	0.415420229
chr5:106717030-106717043	Thymus	0.415180704
chr1:180922960-180923099	Intestine	0.414994455
chr4:979017-979059	Ovary	0.414945309
chr2:144941541-144941569	Vessel	0.414851573
chr11:57550860-57550898	Spleen	0.414665691
chr8:23428665-23428727	Brain	0.414538961
chr12:93708500-93708516	Bladder	0.414532797
chr20:23067800-23067813	Thymus	0.414524968
chr2:134885196-134885242	Liver	0.414509005
chr10:105344583-105344617	Pancreas	0.414503346
chr6:158794501-158794522	Liver	0.41446972
chr20:5059293-5059369	muscle	0.414092478
chr9:98075384-98075457	muscle	0.413528358
chr7:45018840-45018896	Vessel	0.413147491
chr18:74171482-74171494	Liver	0.412763383
chr13:33701641-33701680	Liver	0.412570124
chr8:145052949-145052999	Vessel	0.412505818
chr10:80288715-80288745	Brain	0.412401566
chr2:39472569-39472608	Liver	0.412295407
chr7:130131632-130131729	Brain	0.412289802
chr6:170054686-170054896	Brain	0.412273889
chr15:101991827-101991847	Stomach	0.412235101
chr10:77168144-77168222	Intestine	0.411966584
chr3:194919608-194919643	Liver	0.411570487
chr17:79315687-79315709	Vessel	0.411174931
chr1:29101687-29101989	Stomach	0.410923573
chr19:30942018-30942039	Kidney	0.410917964
chr13:46751503-46751571	Bladder	0.410907986
chr21:47480617-47480640	Liver	0.410520378
chr17:750299-750398	Pancreas	0.410360667
chr9:79633123-79633511	Brain	0.410250869
chr1:6531586-6531596	Spleen	0.41023024
chr6:47427927-47427989	Kidney	0.410164868
chr8:2585693-2585757	Stomach	0.409849254
chr1:15750592-15750643	Liver	0.409599301
chr11:397196-397283	Stomach	0.409534378
chr1:245408809-245408829	Brain	0.40925088
chr19:48946520-48946656	Ovary	0.409142138
chr18:53090619-53090633	Stomach	0.408947008
chr18:46428532-46428601	Brain	0.408576814
chr19:45260563-45260650	Intestine	0.408437785
chr3:141516080-141516167	Intestine	0.408406772
chr16:3481919-3481944	Brain	0.408365321
chr6:160427390-160427454	Bladder	0.408359954
chr2:210074019-210074097	Brain	0.407926168
chr7:614586-614610	Brain	0.407862046
chr2:71997288-71997320	Heart	0.407784144
chr19:33528675-33528712	Vessel	0.407495685
chr1:27190035-27190087	Thymus	0.407461072
chr12:96030914-96030944	Liver	0.407397526
chr21:46269670-46269740	Liver	0.40733486
chr6:168079098-168079149	Spleen	0.407243737
chr3:57913075-57913138	Liver	0.407219733
chr1:37941372-37941395	Heart	0.407177764
chr11:2022311-2022353	Thymus	0.407088912
chr9:136001689-136001708	Colon	0.406983206
chr15:37348750-37348786	Spleen	0.406956794
chr16:3493640-3493773	Liver	0.406873664
chr10:33294629-33294696	Brain	0.406838809
chr15:42228932-42228977	Pancreas	0.406538293
chr2:242844196-242844288	Vessel	0.406358968
chr9:71628095-71628238	muscle	0.406323616
chr7:90896571-90896594	Colon	0.406234546
chr16:16153776-16153808	Bladder	0.406185263
chr5:131594960-131594998	Spleen	0.406107554
chr9:96080164-96080201	Liver	0.406062818
chr7:65971098-65971186	Intestine	0.405956857
chr9:136654201-136654215	Vessel	0.405842774
chr22:19709872-19709884	Bladder	0.405718893
chr5:93905426-93905498	Vessel	0.405629027
chr14:58705822-58705887	Stomach	0.405333935
chr20:57465099-57465124	Vessel	0.405273512
chr10:119294846-119294914	Ovary	0.404998844
chr7:4229863-4229910	Spleen	0.404617808
chr12:104359703-104359747	muscle	0.40457328
chr18:8063400-8063418	Bladder	0.404488576
chr17:75670625-75670670	Gastric	0.404183762
chr9:20658730-20658781	Brain	0.403994437
chr15:40331298-40331322	Intestine	0.403945415
chr16:85661770-85661814	Liver	0.403816691
chr6:170581003-170581095	Brain	0.403810636
chr10:88728234-88728294	Pancreas	0.403770007
chr3:128211282-128211309	Heart	0.403765773
chr19:10625271-10625344	Pancreas	0.403759525
chr3:133209974-133210050	Bladder	0.403717386
chr10:530713-530743	Intestine	0.403595171
chr12:64784167-64784360	Stomach	0.403567745
chr5:108064644-108064680	Brain	0.403281386
chr1:168578475-168578491	Brain	0.403182542
chr15:22915967-22916008	Liver	0.402908911
chr15:57072827-57072872	muscle	0.402869256
chr22:46989206-46989235	Intestine	0.402755388
chr20:56205088-56205107	Bladder	0.402750953
chr2:73496652-73496779	Thymus	0.402513316
chr10:918282-918304	Spleen	0.402334739
chr9:35916099-35916157	Bladder	0.40225405
chr19:33879823-33879852	Spleen	0.402123516
chr19:4089812-4089866	Brain	0.402053022
chr6:28863694-28864092	Stomach	0.402049854
chr12:27863026-27863046	Thymus	0.401745295
chr8:144360979-144361034	Liver	0.401684833
chr4:187126124-187126141	Spleen	0.401351465
chr7:601323-601348	Liver	0.40134209
chr22:47540270-47540313	Liver	0.401291542
chr17:78808182-78808203	Pancreas	0.401222157
chr7:97597156-97597175	Liver	0.40100019
chr19:21752473-21752498	Colon	0.400997406
chr20:57430672-57431194	Pancreas	0.400671894
chr3:127261477-127261527	Bladder	0.40063512
chr4:144833142-144833212	muscle	0.400055752
chr15:25201052-25201462	Bladder	0.399901633
chr2:223918284-223918301	Liver	0.399849466
chr6:31526671-31526724	Liver	0.399757362
chr1:219786393-219786406	Stomach	0.399487665
chr4:81119273-81119294	Bladder	0.399413504
chr19:46518382-46518414	Stomach	0.399121888
chr19:4109138-4109268	Pancreas	0.399017775
chr17:80290211-80290231	Liver	0.398984174
chr10:74104932-74104946	Vessel	0.398859151
chr16:89612322-89612393	Brain	0.398786924
chr21:32638628-32638663	Liver	0.398700413
chr22:31318288-31318310	Ovary	0.398559069
chr20:57464110-57464262	Brain	0.398539937
chr14:40817467-40817556	Liver	0.398255202
chr3:128642010-128642148	Kidney	0.398124495
chr18:77905946-77906180	Pancreas	0.397991484
chr6:710736-711068	Pancreas	0.397946785
chr9:132204005-132204067	Kidney	0.397589893
chr8:97866480-97866496	Ovary	0.397552779
chr20:57429411-57429573	Colon	0.396992093
chr3:36866452-36866464	Colon	0.396969057
chr15:67481802-67481850	Brain	0.396846613
chr7:140111744-140111775	Brain	0.396821488
chr21:46420843-46420867	Liver	0.396465459
chr20:62168669-62168682	Brain	0.39636918
chr3:5231207-5231345	Brain	0.39632195
chr12:133533327-133533353	Brain	0.396093217
chr2:233216961-233217043	muscle	0.396059543
chr16:89420313-89420370	Liver	0.396025417
chr10:35896911-35897008	Stomach	0.395927253
chr7:2773831-2773858	Brain	0.395901535
chr2:25384521-25384554	Intestine	0.39579614
chr17:17465326-17465383	Liver	0.395781832
chr14:104159996-104160021	Liver	0.395655514
chr19:23945902-23946163	Liver	0.39563821
chr16:78409056-78409107	Brain	0.395585738
chr1:68512792-68512824	Vessel	0.395531138
chr15:23115096-23115125	Bladder	0.395475065
chr18:74499570-74499586	Lung	0.395395083
chr8:123860970-123861051	Liver	0.395186494
chr1:223566687-223566735	Bladder	0.394718538
chr5:156940458-156940499	Brain	0.394692677
chr5:1495437-1495492	Bladder	0.39456941
chr2:74454134-74454182	Fat cell	0.39449855
chr16:14653733-14653793	Liver	0.394498334
chr2:46166047-46166344	Stomach	0.394477147
chr16:4310417-4310545	Brain	0.394136853
chr18:77906594-77906753	Stomach	0.394088199
chr17:33478115-33478141	Esophagus	0.394067486
chr13:50701309-50701325	Stomach	0.393973881
chr7:134516825-134516844	Spleen	0.393851077
chr14:34269167-34269201	Bladder	0.393337699
chr15:57107729-57107778	Liver	0.393257754
chr12:133159594-133159619	Brain	0.393220552
chr7:158823284-158823503	Pancreas	0.393207117
chr21:44819374-44819431	Liver	0.392991574
chr8:98862281-98862526	Bladder	0.392976743
chr3:71292509-71292574	Liver	0.3929466
chr8:2591089-2591264	Vessel	0.39292896
chr2:28600223-28600255	Brain	0.392807385
chr14:65499134-65499260	Thymus	0.39236415
chr12:123480131-123480155	Liver	0.392313029
chr1:93221254-93221317	Kidney	0.392255626
chr19:38674426-38674479	Kidney	0.391925662
chr19:36643494-36643747	Intestine	0.391916859
chr10:135342427-135342559	Brain	0.391557833
chr1:2706626-2706667	Stomach	0.391491587
chr20:62579686-62579732	Pancreas	0.391155896
chr19:18234146-18234173	Gastric	0.390914385
chr3:179674540-179674593	Ovary	0.390314603
chr4:84034389-84034437	muscle	0.390162891
chr12:127630543-127630702	Stomach	0.390141431
chr16:78812197-78812237	Brain	0.389889782
chr11:20066866-20066979	Lung	0.389813521
chr19:57350806-57351010	Lung	0.389680435
chr13:73636831-73636861	Liver	0.38959122
chr1:120906033-120906055	Liver	0.389389427
chr7:100231113-100231305	Pancreas	0.389240951
chr4:4854922-4855050	Stomach	0.389231807
chr2:26045289-26045316	Kidney	0.389220394
chr16:78776568-78776616	Brain	0.389146809
chr8:623546-623598	Stomach	0.389130722
chr22:36340848-36340860	Thymus	0.389070626
chr9:80612978-80612988	Brain	0.388566274
chr17:8103401-8103787	Colon	0.388435817
chr21:47456291-47456343	Kidney	0.388314268
chr1:39249722-39249747	Heart	0.388307134
chr7:50727903-50728107	Vessel	0.388058873
chr4:124273067-124273136	Heart	0.388022789
chr10:6216486-6216530	Liver	0.38788884
chr17:79259305-79259353	Intestine	0.387647915
chr8:38965282-38965350	Spleen	0.387590067
chr11:824563-824585	Liver	0.387415044
chr3:64547316-64547372	Liver	0.387255421
chr2:40677512-40677520	muscle	0.386959534
chr11:64658714-64658764	Bladder	0.38676472
chr5:123977008-123977042	Bladder	0.386550152
chr5:53814689-53814712	Fat cell	0.38643514
chr2:161163555-161163703	Stomach	0.386375564
chr17:17108730-17108871	Liver	0.386361464
chr7:130131358-130131518	Stomach	0.386160198
chr1:201285208-201285252	muscle	0.385544356
chr17:80255315-80255412	Pancreas	0.385059213
chr17:72347993-72348063	Spleen	0.384737693
chr21:45577764-45577825	Gastric	0.384708346
chr12:122444540-122444557	Liver	0.384565907
chr16:85981370-85981382	Brain	0.384470283
chr14:68141118-68141160	Ovary	0.384132026
chr21:45589961-45590092	Brain	0.384052518
chr4:95482625-95482660	Stomach	0.383986019
chr3:47050659-47050781	Intestine	0.383695129
chr9:12968674-12968680	Brain	0.383354717
chr19:10625095-10625154	Liver	0.382981906
chr1:228463510-228463650	Stomach	0.382812135
chr17:74141537-74141565	Liver	0.382779433
chr5:8457792-8457819	Ovary	0.382753167
chr2:223917576-223917592	Colon	0.382624177
chr7:1117560-1117593	Brain	0.382517947
chr15:26874170-26874211	Spleen	0.38239984
chr5:36789141-36789147	Brain	0.38195033
chr15:34310469-34310535	muscle	0.38193782
chr4:184642968-184642985	Brain	0.381903042
chr11:75497657-75497682	Brain	0.381637897
chr7:72813852-72813999	Esophagus	0.381454942
chr4:2366484-2366506	muscle	0.381219761
chr18:74667968-74668023	Kidney	0.381137448
chr8:145106245-145106273	Kidney	0.380765649
chr3:192289201-192289310	Colon	0.380675164
chr4:87825513-87825587	Pancreas	0.380668322
chr6:7901413-7901458	Thymus	0.379791449
chr18:11850116-11850219	Stomach	0.379773307
chr10:13325374-13325423	Spleen	0.378877134
chr10:46096197-46096249	Colon	0.37874916
chr20:36147647-36147668	Liver	0.378535575
chr5:176427230-176427276	Liver	0.377907762
chr6:149293826-149293857	Spleen	0.377654992
chr8:70907060-70907167	Intestine	0.377365201
chr7:29415062-29415220	Liver	0.377125073
chr17:33417112-33417178	Pancreas	0.377055038
chr20:48335797-48335842	Liver	0.376983504
chr11:10531082-10531142	Thymus	0.376976554
chr10:97849568-97850154	Brain	0.376923337
chr1:120905027-120905108	Lung	0.376898797
chr6:33422234-33422696	Stomach	0.375133971
chr4:56262423-56262832	Stomach	0.375118529
chr9:97906736-97906799	Spleen	0.375005746
chr9:124535163-124535207	Esophagus	0.374965145
chr11:76155664-76156095	Stomach	0.374723469
chr16:89118824-89118850	Liver	0.374663323
chr20:57463571-57463844	Stomach	0.374590342
chr9:1051882-1052002	Stomach	0.374489635
chr11:13300222-13300452	Stomach	0.374348955
chr17:31203832-31204173	Stomach	0.374297411
chr1:212062748-212062774	Liver	0.374278679
chr19:14073604-14073632	Liver	0.37426625
chr16:73091407-73091773	Stomach	0.374203291
chr4:185655042-185655387	Stomach	0.374178538
chr20:277747-278099	Stomach	0.374148726
chr21:45208927-45209307	Stomach	0.374145744
chr3:179370851-179371087	Stomach	0.3740993
chr4:99851197-99851217	Heart	0.374085892
chr10:115614162-115614714	Stomach	0.374051201
chr14:74485509-74486002	Stomach	0.374032656
chr1:112058371-112058558	Brain	0.370813517
chr20:39584671-39584687	muscle	0.37079245
chr15:29862500-29862708	Stomach	0.370641806
chr17:74071500-74071644	Pancreas	0.370577975
chr7:75779815-75779861	Colon	0.370310092
chr11:3147845-3147879	Brain	0.370210371
chr16:857518-857929	Liver	0.370054449
chr16:2088272-2088290	Brain	0.370002148
chr19:49637444-49637459	Pancreas	0.369980892
chr7:127743791-127743961	Stomach	0.369879728
chr17:49175874-49175934	Bladder	0.369780921
chr8:140945803-140945819	Pancreas	0.369381716
chr10:119135365-119135721	Stomach	0.36882156
chr8:91657448-91657988	Stomach	0.368717644
chr6:32427716-32427737	Colon	0.368535856
chr2:54684577-54685001	Stomach	0.368492999
chr4:156297615-156297847	Stomach	0.368196992
chr16:68678686-68678834	Stomach	0.367944365
chr3:184627981-184628021	Kidney	0.367934338
chr2:102867489-102867956	Stomach	0.367591479
chr9:140311782-140311811	Liver	0.367546887
chr16:15820734-15820840	Brain	0.367478468
chr3:42947770-42948005	Stomach	0.367323433
chr7:102715775-102716260	Stomach	0.367287382
chr8:25902895-25903208	Stomach	0.367073636
chr10:131342554-131342588	Intestine	0.366768491
chr16:3493279-3493314	Brain	0.366486252
chr7:33075872-33075959	Fat cell	0.366411722
chr4:38053816-38053822	Bladder	0.366360393
chr7:42896623-42896732	Bladder	0.366320533
chr2:101765944-101765998	Brain	0.36628848
chr17:36859859-36859894	Brain	0.366161495
chr7:64029902-64030106	Stomach	0.366054098
chr2:201342601-201342629	Liver	0.36585133
chr14:93511115-93511176	Liver	0.365751146
chr1:235805543-235805559	Intestine	0.365691361
chr2:110962400-110962721	Stomach	0.365549307
chr7:1135786-1135825	Brain	0.365506667
chr5:139040757-139040785	Intestine	0.365305214
chr1:155098796-155098826	Spleen	0.365174273
chr14:77499318-77499426	Stomach	0.364980411
chr4:126236257-126236931	Stomach	0.364930033
chr6:3850149-3850196	Kidney	0.364764283
chr17:7747833-7748141	Stomach	0.364516613
chr9:26956269-26956503	Stomach	0.364376578
chr1:233464004-233464166	Stomach	0.364295925
chr19:5904905-5905199	Stomach	0.364286213
chr9:27380301-27380384	Bladder	0.364113035
chr11:117056015-117056054	Brain	0.363931653
chr18:29483071-29483083	Bladder	0.363786776
chr13:101174276-101174353	Pancreas	0.363769405
chr17:38137027-38137488	Stomach	0.363421105
chr14:36741747-36741913	Lung	0.363340745
chr3:48884932-48885198	Stomach	0.363324621
chr22:18593552-18593771	Stomach	0.363157391
chr14:100942895-100942927	Liver	0.363033456
chr14:74353312-74353794	Stomach	0.362884426
chr15:66789760-66790246	Stomach	0.362884066
chr17:5389913-5390300	Stomach	0.362866604
chr10:1094901-1095369	Stomach	0.362857495
chr8:144660262-144660482	Liver	0.362685838
chr6:26043545-26043819	Stomach	0.36248329
chr12:4918734-4918899	Stomach	0.362065262
chr5:149401533-149401567	Liver	0.361768166
chr22:24902230-24902283	Bladder	0.361645857
chr1:85463911-85464045	Stomach	0.361587235
chr16:85602180-85602361	Ovary	0.360677203
chr4:88311367-88311399	Heart	0.360628524
chr5:41925119-41925714	Stomach	0.360588016
chr1:230993054-230993083	Liver	0.360585647
chr1:232941175-232941568	Stomach	0.360312984
chr1:231748477-231748579	Pancreas	0.360303738
chr1:223566845-223567084	Ovary	0.360207455
chr8:1879313-1879343	Brain	0.360010798
chr8:144358547-144358580	Liver	0.35997879
chr4:144257988-144258346	Stomach	0.359851671
chr2:8825847-8826234	Stomach	0.359782063
chr1:146374301-146374481	Stomach	0.359655439
chr3:49027650-49027918	Stomach	0.358683277
chr3:148847198-148847602	Stomach	0.35868038
chr3:196229844-196230063	Stomach	0.358676402
chr11:68671243-68671735	Stomach	0.358647934
chr6:75994522-75994931	Stomach	0.358647105
chr2:65216661-65216941	Stomach	0.358642995
chr12:120907234-120907805	Stomach	0.358642419
chr17:79479700-79480002	Stomach	0.358641048
chr5:149736908-149737242	Stomach	0.358637715
chr3:183145943-183146448	Stomach	0.358637608
chr7:25164840-25165076	Stomach	0.358632931
chr18:20513519-20514003	Stomach	0.358631312
chr17:14206056-14206265	Stomach	0.358631255
chr8:42911811-42912007	Stomach	0.358631211
chr2:38829075-38829432	Stomach	0.358630827
chr15:57179247-57179590	Stomach	0.358567052
chr9:35658009-35658659	Stomach	0.358566028
chr16:2014709-2014951	Stomach	0.358565382
chr15:56285461-56285897	Stomach	0.358565238
chr1:185286059-185286489	Stomach	0.35856506
chr1:40942784-40942966	Stomach	0.358562534
chr14:59931381-59931650	Stomach	0.358560503
chr4:56814600-56815207	Stomach	0.358559982
chr10:115438883-115439520	Stomach	0.358559786
chr16:89767423-89767608	Stomach	0.358559431
chr9:98272874-98273408	Stomach	0.358557823
chr6:34360331-34360904	Stomach	0.35855631
chr14:52456128-52456294	Stomach	0.358555799
chr19:58816600-58817150	Stomach	0.358551394
chr18:60191069-60191465	Stomach	0.358550803
chr14:24664804-24665297	Stomach	0.358550274
chr6:16238666-16239030	Stomach	0.357725186
chr16:14379345-14379885	Stomach	0.357697685
chr21:36060593-36060690	Stomach	0.357676919
chr1:29563172-29563290	Stomach	0.357658226
chr10:90640151-90640719	Stomach	0.357651122
chr16:68119675-68120279	Stomach	0.357637037
chr7:35733889-35734306	Stomach	0.357571603
chr16:89900028-89900088	Brain	0.357568967
chr14:102414115-102414885	Stomach	0.357476902
chr3:87138202-87138455	Brain	0.3574294
chr22:29620191-29620226	Brain	0.357416837
chr2:190445734-190446012	Stomach	0.35741033
chr8:639889-639903	Liver	0.357278624
chr7:42896787-42896823	Stomach	0.357225528
chr13:52979999-52980220	Stomach	0.357211209
chr17:74733228-74733756	Stomach	0.356410558
chr12:53298789-53298821	Kidney	0.356384805
chr16:29676070-29676279	Pancreas	0.356267907
chr3:192127074-192127390	Stomach	0.35591429
chr15:91208794-91209236	Stomach	0.355858491
chr2:121261360-121261380	Stomach	0.35541869
chr12:1639889-1640079	Stomach	0.355385953
chr12:56409093-56409110	Fat cell	0.355125215
chr13:32605582-32605901	Pancreas	0.355030315
chr3:99691239-99691280	Liver	0.354802795
chr22:28329038-28329166	Liver	0.354637083
chr1:2180026-2180041	Brain	0.354636457
chr3:146187343-146187708	Colon	0.354517504
chr20:32254422-32254821	Stomach	0.354386084
chr9:112811663-112811967	Liver	0.354310192
chr20:56323933-56324028	Liver	0.354061391
chr22:22006312-22006708	Pancreas	0.354047185
chr14:92040380-92040808	Stomach	0.353636443
chr12:47309836-47309842	Colon	0.353503148
chr19:13999104-13999119	Vessel	0.353379586
chr6:24357984-24358017	Brain	0.353262724
chr4:178231033-178231523	Stomach	0.353241965
chr4:140975097-140975320	Bladder	0.353185301
chr2:236444281-236444288	Liver	0.353131524
chr22:46921788-46921827	Liver	0.352890202
chr16:70414429-70415002	Stomach	0.352826587
chr2:70351347-70351905	Stomach	0.352723962
chr8:57026156-57026185	Stomach	0.352572598
chr12:9892674-9892699	Spleen	0.352360408
chr10:51572337-51572640	Lung	0.35225234
chr17:80848454-80848502	Colon	0.351848374
chr17:73073649-73073902	Stomach	0.351592593
chr10:134520761-134520855	Liver	0.35158557
chr6:3850419-3850446	Thymus	0.351455988
chr6:144329779-144329845	Lung	0.351036557
chr9:130955202-130955283	Thymus	0.350873634
chr12:130823580-130823604	Stomach	0.350792023
chr14:93459868-93459947	Brain	0.350413669
chr5:37209425-37209446	Liver	0.350309942
chr16:31580575-31580619	Colon	0.350133577
chr3:73160114-73160129	Brain	0.35000588
chr4:6009950-6010009	Lung	0.349593772
chr2:115419905-115419937	Thymus	0.349479273
chr12:42876654-42876937	Stomach	0.349462186
chr18:29304296-29304428	Liver	0.349401892
chr19:9785600-9785972	Stomach	0.349231342
chr9:6716062-6716118	Stomach	0.34874656
chr16:29706290-29706327	Bladder	0.34858186
chr2:206794284-206794341	Bladder	0.348532644
chr10:135342099-135342214	Brain	0.348204623
chr16:29801852-29802261	Stomach	0.348135149
chr5:53815137-53815155	Bladder	0.348074225
chr14:103851952-103852511	Stomach	0.347577857
chr2:231692972-231693291	Stomach	0.347063314
chr10:129536877-129536891	Intestine	0.346838024
chr10:124639011-124639220	Stomach	0.346181022
chr9:114362053-114362178	Stomach	0.345857757
chr17:78915873-78915941	Bladder	0.345673614
chr15:45314927-45314942	Intestine	0.345481619
chr10:11217977-11218016	Ovary	0.345233228
chr4:81000602-81000625	Brain	0.345011714
chr8:49426959-49427414	Brain	0.344205286
chr17:37058162-37058178	Esophagus	0.343570528
chr1:6269366-6269433	Pancreas	0.34354997
chr11:2019486-2019861	Pancreas	0.343372159
chr19:14584789-14584824	Esophagus	0.343354514
chr5:71146754-71146775	Vessel	0.343338289
chr7:56183788-56183855	Kidney	0.343243382
chr3:194360911-194360942	Brain	0.343175435
chr10:6216405-6216443	Bladder	0.343165564
chr4:106067174-106067374	Stomach	0.343101977
chr17:45608771-45608833	muscle	0.3430229
chr1:209825671-209825730	Liver	0.34292698
chr16:74808663-74808883	Stomach	0.342877705
chr2:241931202-241931245	Thymus	0.342857658
chr1:46932238-46932436	Stomach	0.342853429
chr9:2016889-2017181	Stomach	0.342803255
chr3:27674544-27674854	Bladder	0.342419985
chr12:100557713-100557829	Liver	0.342078873
chr12:4918511-4918729	Stomach	0.341915208
chr4:151503310-151503369	Brain	0.341851887
