	Pvalue	Statistic	test	mean1	mean2	Symbol	NA
276391	cg18894552	8.87991349275233e-08	-8.66996179840446	ttest	0.538393093754141	0.756771137550088	
276660	cg18919659	1.72070264612816e-09	-9.84894427196746	ttest	0.498447324016712	0.654318718355414	PACSIN2
276754	cg18928221	2.78659548362801e-10	-9.21640632024282	ttest	0.448655878420618	0.633442873593723	
277992	cg19029181	1.63052025328221e-14	12.8705987031355	ttest	0.54562879690389	0.277892863704318	ZIC1
279114	cg19125370	3.1464178892504e-08	10.2997614903946	ttest	0.483361108213922	0.1986716730508	
279533	cg19164997	1.29094669651552e-08	-10.2983793942617	ttest	0.616145766193823	0.839169481161429	CAPN5
279793	cg19188855	6.97746793610434e-12	10.9694906848213	ttest	0.421689845743935	0.207705701065561	
279981	cg19206146	6.34267323556276e-15	13.0160681325432	ttest	0.465807982530679	0.157691267050731	
279983	cg19206437	8.67945096479343e-08	-8.1985740984672	ttest	0.644682933645364	0.792178643386183	CELSR1
280190	cg19224201	1.90410833805487e-08	8.47502617500035	ttest	0.334359437517888	0.151838789069721	
280682	cg19260329	3.51663072100647e-08	-8.80292803833664	ttest	0.465164591370868	0.609288429797447	DARC
280854	cg19272754	1.58879071826493e-08	-9.56919611275123	ttest	0.581309714740713	0.749022276626926	PC
281220	cg19305488	3.52926591336368e-11	9.4865037753834	ttest	0.284622462298944	0.132463914519792	APC2
282109	cg19378133	2.86751388116498e-08	8.16170279319744	ttest	0.355403539441706	0.169520386179457	A2BP1
283163	cg19459434	7.24343718081163e-09	-10.0021759538233	ttest	0.579931114835809	0.784009865140834	
284041	cg19526568	1.11836328061916e-12	10.4809290047949	ttest	0.415993194607031	0.290259685556174	
285275	cg19620724	4.52592367600277e-10	11.0064630521678	ttest	0.365979254081997	0.151305930203501	TFAP2B
285955	cg19672997	4.83079889617684e-08	10.3322747225267	ttest	0.413547597047612	0.147338232733127	MDGA2
286035	cg19678828	2.45286556121709e-09	11.0368982458958	ttest	0.394007515177605	0.164641334807116	CYYR1
287170	cg19756068	1.11882055664067e-08	-10.5774338346695	ttest	0.528046642713808	0.772367622661146	CYP2B6
287765	cg19796532	1.0493063239586e-07	7.46267959068943	ttest	0.409090295682096	0.248973255186112	
288419	cg19846154	1.27485490404737e-09	-9.52757325359356	ttest	0.546754372306023	0.798981168467168	
289083	cg19893751	3.26686750885125e-11	9.83764970663163	ttest	0.43515738515197	0.207630940057921	
290589	cg20002381	8.28484544212482e-08	-8.77804513563604	ttest	0.648052172657164	0.828009279734926	LGALS7B
290866	cg20025656	7.09159198010933e-10	10.057314927313	ttest	0.36875774844188	0.199758832190552	ACTA1
291570	cg20084504	2.50909910277474e-09	10.0724148527812	ttest	0.362802850515912	0.159273748127136	
292817	cg20189244	1.19201251582386e-16	13.7296082617061	ttest	0.373511989185787	0.123231701557728	
293032	cg20208990	6.61918673002456e-08	-7.722130801688	ttest	0.61923408203446	0.770852212127094	PMEPA1
293366	cg20239912	1.80955285412331e-09	-9.69200701263979	ttest	0.494029950266151	0.631150580145566	CACNA1G
293471	cg20248516	8.61531050434767e-08	8.82068308015316	ttest	0.472203372056787	0.262754971642038	EN1
293741	cg20268054	9.69206176432035e-08	-8.78553591454093	ttest	0.589376995576141	0.757839270116103	PKP3
293866	cg20277905	6.49171906264018e-10	12.0509451567454	ttest	0.346061292663814	0.11988394497239	MIR124-3
293969	cg20287434	2.85962363288437e-08	-9.11851875709684	ttest	0.538035803376815	0.684095781931815	ASPSCR1
294980	cg20372690	1.14239634629403e-07	8.6735042872662	ttest	0.309658375940099	0.165047565907368	
296050	cg20459495	2.77643929926729e-09	8.73078884529683	ttest	0.517275609947697	0.305596558884866	
296264	cg20475322	4.05828549026226e-11	9.93068736574596	ttest	0.418720052700241	0.169389964732125	MIR125B1;LOC399959
296414	cg20488756	5.14970283825139e-09	-10.4750427785102	ttest	0.496895972482681	0.69620660896839	TRIM15
296791	cg20522370	1.50613213845068e-08	7.35692160697959	ttest	0.31975310299351	0.218382420289024	MEI1
297139	cg20552747	6.9434621852625e-11	8.95624936974636	ttest	0.393176810447259	0.244202816830302	CA10
297555	cg20586076	1.86631520117507e-08	9.22549967555559	ttest	0.551112157078778	0.354068478238817	
298109	cg20634266	2.72531418212965e-11	11.2413111224094	ttest	0.48218199137034	0.299216233685012	
298657	cg20674635	3.35041716708848e-12	10.95316299776	ttest	0.297083190467113	0.12936755749497	MMP9
299320	cg20715809	1.08404940076532e-07	-8.85921156106298	ttest	0.457462986318002	0.634498939268089	
299342	cg20717123	1.11919896320119e-09	11.009348118324	ttest	0.395517185763782	0.135028989770975	P2RX2
300057	cg20778451	1.99047140503906e-08	9.92519558606069	ttest	0.331551174997698	0.0909730347162396	ZNF454
301205	cg20881942	5.94634858453586e-12	10.620918882174	ttest	0.388125035717697	0.128819465530426	SFRP2
301245	cg20886049	6.76678057622902e-09	-7.92900278483885	ttest	0.442653406259515	0.587980365790069	TSKU
301315	cg20892990	6.9115804998538e-09	9.30960344733196	ttest	0.294981652947357	0.115057915332343	FGF4
301375	cg20897830	7.1646319458729e-09	10.1148847341429	ttest	0.422190250011032	0.139799162779441	
302428	cg20981086	2.03181224526914e-11	11.4700415626374	ttest	0.492067110317333	0.183118863240432	
302694	cg21002223	6.22405934193022e-11	-10.1161830863042	ttest	0.513021552205605	0.723148802240158	MFHAS1
303091	cg21036162	8.62960028331273e-11	-9.11787214258582	ttest	0.528424539928831	0.682922556206222	
303388	cg21058511	4.43554291116274e-08	-7.9391311553546	ttest	0.537448406643342	0.72450055556483	PPM1H
303750	cg21091227	7.07936784818081e-08	8.66862616687018	ttest	0.285150708984841	0.12478292264388	
305053	cg21185686	1.12266996872437e-07	8.75168527566975	ttest	0.417520301297466	0.176715043025658	PCDHGA4;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGA12;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5
305077	cg21187068	3.10126534940966e-08	-9.71034846606625	ttest	0.51050222414709	0.724492365958889	NAPRT1
305305	cg21201572	2.76632015871236e-08	-7.99312055070009	ttest	0.59003698552975	0.806112310182973	AGR2
306360	cg21277243	1.05942646122354e-28	14.7766864889357	ttest	0.330302227316628	0.153569646870599	
306571	cg21296230	2.97611246770364e-12	9.96905349410112	ttest	0.369482923223869	0.209593665426078	GREM1
306580	cg21297493	5.38102549367954e-08	9.76065623169118	ttest	0.477741139205735	0.207790141343437	
306587	cg21298174	4.49986277886909e-14	10.9609034817245	ttest	0.439313633664542	0.283001101146469	ZNF709
306771	cg21317965	5.08041527656742e-10	8.61847478389593	ttest	0.420089678921304	0.256073731012415	TFAP2B
306804	cg21322436	2.52885723443508e-08	8.88779711005828	ttest	0.467878283192353	0.221971556712387	CNTNAP2
306852	cg21328033	9.52562140217489e-08	8.93419726612161	ttest	0.431318602189775	0.198430214043785	CA10
307039	cg21346043	2.61904583127671e-11	11.8723355543119	ttest	0.473773651190107	0.209271315518517	CA3
307647	cg21406144	7.51681288156154e-09	-8.14632834619087	ttest	0.606230237363945	0.763362058016498	
308927	cg21512644	2.51023917833504e-09	11.7671138047824	ttest	0.432997563247336	0.109873736160902	NPY2R
309505	cg21553182	1.71826647227186e-09	9.94934672694416	ttest	0.270027357537715	0.0974369313225414	ZNF578
310658	cg21642988	5.35499186507512e-08	-8.96679081192218	ttest	0.542947726022343	0.802003219021899	DNAJA4
310664	cg21643178	9.22367801670184e-10	11.8248266714818	ttest	0.418567136325402	0.193423095427148	TRIM15
311853	cg21751684	3.61965284583412e-09	9.99672417782327	ttest	0.35422654433314	0.126500443920691	LOC254559
312115	cg21773633	4.40782201222141e-12	-11.0646577605846	ttest	0.606937218452985	0.784252918739436	WISP3
313242	cg21865150	4.86833604022511e-16	13.5411311578913	ttest	0.42024536369858	0.109031643259839	HOXB13
314561	cg21971621	5.35371352635076e-09	8.9768135809352	ttest	0.433493740722035	0.233446147415955	SNX32
314657	cg21982950	3.72840872280573e-27	15.6813058429097	ttest	0.345487944564191	0.110675872192252	
314896	cg22007638	2.95902023468791e-08	-9.20734389475169	ttest	0.56669254688751	0.708927710260181	
315010	cg22016949	1.19595618075182e-11	11.5778732144921	ttest	0.382745587481876	0.130712628020382	TRIM15
315528	cg22055687	6.38379527242303e-10	8.57459920205689	ttest	0.301656924589353	0.183692109660343	LOC645323
315530	cg22055728	5.31399270034485e-11	10.1454059466094	ttest	0.264845865027671	0.0981780919046726	HOXA9
315688	cg22070406	6.01648793142775e-09	9.61265232075064	ttest	0.299063427345705	0.116731689603396	ST8SIA3
316630	cg22151644	4.4097840961602e-08	7.83509787582684	ttest	0.45907881984354	0.291084827339824	HOXC4
317606	cg22234080	1.68370096884663e-08	8.84252146495671	ttest	0.368958447579637	0.227512979672274	NEFH
318105	cg22275864	1.30990291916441e-08	9.25280992968419	ttest	0.488437361612537	0.272933369818768	ADRB3
318681	cg22329743	6.03086836335424e-08	-9.30419769250235	ttest	0.578031331065865	0.801786138629573	PLEKHM3
320051	cg22450968	6.29559377712127e-08	7.99845769778114	ttest	0.384949085289298	0.191614816621657	
320485	cg22488857	6.57065413764837e-08	7.70142676299263	ttest	0.349844075074995	0.20697399740866	ACHE
320528	cg22491440	5.24663716852764e-08	-8.07147737510721	ttest	0.546387793165514	0.692886932893741	
320687	cg22502856	2.75333009462649e-09	-9.61881978026794	ttest	0.561773291116365	0.805733053425405	LAMB3
320833	cg22512768	2.62096001285804e-09	-10.7914529621235	ttest	0.591888235819161	0.837036024665961	
321132	cg22536150	1.34220523669731e-21	14.177454214599	ttest	0.395854434263672	0.176431299600694	CHST2
322740	cg22673972	4.76595972565796e-08	-7.48879449312735	ttest	0.605590479482335	0.724612184740628	
322799	cg22677715	8.36614547919288e-23	14.6106468572448	ttest	0.384728408841313	0.156416859004996	
322828	cg22679728	9.07499187856093e-13	11.8695206818078	ttest	0.349294997657061	0.115041301083156	PLD5
323297	cg22711111	6.57002395475523e-31	18.8209701539211	ttest	0.391727797216874	0.079436323405481	TRIM15
325131	cg22855255	1.03250775859477e-07	8.16932239138687	ttest	0.4159089238845	0.19553822634851	CA10
325535	cg22880933	3.59789364523697e-11	-10.9558961923234	ttest	0.577582289273149	0.70640694097553	ARHGEF1
326628	cg22967396	3.56914623621011e-09	10.2104528552793	ttest	0.345605151283819	0.175502655430883	OTX2OS1
326711	cg22974228	5.59570160230972e-08	7.89214184975414	ttest	0.339355169291349	0.217174227889842	ALX4
327814	cg23051970	1.67684803156916e-10	-10.8063925941643	ttest	0.68784407788845	0.89070037456721	SEPT9
328069	cg23067535	2.7863633530458e-08	-8.56742865261552	ttest	0.582442373253624	0.719310268311072	FAM83A
328279	cg23083049	5.56341684075171e-08	-9.62016791311973	ttest	0.550569618439062	0.800035036050481	KIRREL3
328498	cg23097402	8.27676597525905e-08	8.09399173985659	ttest	0.445712127562336	0.246013168514319	DMRTA2
329894	cg23208513	1.5717081399413e-18	14.2323603949234	ttest	0.300707185843012	0.0557752734857843	RGS22
330556	cg23250019	4.94608815772892e-08	-8.75246275675943	ttest	0.543269644601654	0.739942771925266	SLC29A2
330961	cg23278235	1.25039480952972e-11	-11.0075315749348	ttest	0.563366331397911	0.757409720217439	FBRSL1
331068	cg23284720	2.27948685187645e-11	11.6153816026783	ttest	0.305376239566707	0.124588291805688	
331297	cg23303408	1.99495556604024e-08	9.27888576461112	ttest	0.248647790294681	0.121529838861803	POU4F3
331441	cg23317501	2.23127233792067e-09	10.2252159639584	ttest	0.391314767947273	0.166577712319174	UGT3A1
332337	cg23384027	2.4194164075009e-09	-8.12104688966129	ttest	0.568633180036894	0.691100528530247	NFE2
332616	cg23407151	3.91826456343156e-08	-8.64114909077535	ttest	0.446378553200436	0.659484855859248	
332843	cg23424003	1.14879601143643e-10	10.3730164379026	ttest	0.435060586555774	0.148899848803448	EMID2
333127	cg23448729	8.56103919107306e-11	10.2665403779306	ttest	0.34655506071903	0.111362379106021	HTR1A
333281	cg23461926	5.3581823135523e-09	-9.96236312522134	ttest	0.483052184879886	0.685910915163971	SPINK7
333553	cg23482746	1.6392158391619e-10	-10.2810277728768	ttest	0.509213000054595	0.733257156023877	C15orf27
333995	cg23514765	2.11967656190348e-08	7.85494129587639	ttest	0.499117312130003	0.339233524169647	YPEL1
334420	cg23546474	3.53587029316415e-08	8.5002372936435	ttest	0.454368797268043	0.234624852131499	PAX3;CCDC140
338944	cg23909079	2.72097108403057e-08	-8.8883749874274	ttest	0.61894473684874	0.818687745857044	GRID1
341115	cg24059119	6.03346477026293e-08	7.86152041560063	ttest	0.451220774181363	0.262093022049665	
341274	cg24072202	1.34235822564623e-09	10.4537737138057	ttest	0.368981063291011	0.16940014924532	ZNF257
341451	cg24084564	4.70613101842679e-08	-9.55785230974823	ttest	0.412119640545986	0.604171520200898	
341813	cg24113409	2.42326601716338e-08	9.66321211730691	ttest	0.469253520589064	0.26950594815605	
341825	cg24114014	5.36975124009218e-09	10.2377309241404	ttest	0.573689842943355	0.316310081736951	
343445	cg24237576	1.73006092408279e-09	-10.7765771812693	ttest	0.602500327995627	0.795198759898888	DNASE1L2
343926	cg24286765	4.78682636586699e-08	9.35488257834828	ttest	0.424169354587087	0.181723454629222	
345805	cg24430580	6.25822061835652e-08	7.92338105549839	ttest	0.293630641826278	0.157113364653544	PITX2
346822	cg24507762	1.31505947498578e-09	9.30871366926017	ttest	0.290578265713597	0.131040310277249	KCNB1
347750	cg24579589	1.25226253178441e-11	-10.4955290634303	ttest	0.412108926043451	0.557578862213648	
347870	cg24588339	5.06632682825407e-09	8.57095365914929	ttest	0.471626333643805	0.290410544724988	
348419	cg24631735	5.60001850082336e-12	-11.1764918496868	ttest	0.572917379427315	0.816975025219725	DZIP1L
348591	cg24643282	1.19041298138752e-09	9.68082637130742	ttest	0.314738096784664	0.141201962560822	FMN2
350929	cg24811864	6.11364812778666e-10	10.2260834301095	ttest	0.348677631636536	0.152079857826636	ST8SIA3
351897	cg24881420	7.94360464394304e-14	12.299452773532	ttest	0.347381705796817	0.142079259216744	TLX3
352078	cg24892966	4.88543769759835e-08	9.14529592823627	ttest	0.382954398512585	0.113054658117394	
352269	cg24909548	1.93338946657158e-08	9.62291993454803	ttest	0.357612372529346	0.0907573857520382	
352575	cg24932457	2.5737697263095e-10	11.5910796972838	ttest	0.543286395781035	0.226656812761877	TNR
352747	cg24945701	1.3870138719842e-11	11.8395395372655	ttest	0.427922543537404	0.171024790518243	
354724	cg25103417	1.35922181773423e-10	9.33008517461316	ttest	0.596891953684896	0.43536930120749	
357356	cg25316624	2.77695475088384e-08	8.41138536446703	ttest	0.272199009447791	0.171887091203688	
359846	cg25507121	4.01890172161157e-08	-9.22498797737952	ttest	0.465398436306252	0.663755880499702	SCN4A
360247	cg25542878	1.97302232793219e-09	9.60611237511948	ttest	0.499881156678077	0.216739302890262	PPP2R2C
361454	cg25632577	3.58295654809803e-09	-10.8855547518532	ttest	0.52547471828417	0.86229248056755	
361746	cg25657713	1.2245537183438e-10	11.2127816055639	ttest	0.426603821211734	0.210805935167901	
362561	cg25729445	7.7817716844038e-09	9.825176736538	ttest	0.304007092610554	0.0860994892831104	GABBR1
362785	cg25743482	9.61427973011647e-08	-8.52946791826219	ttest	0.606454726879928	0.823998921459335	NAV2
362831	cg25746778	4.07444856904922e-08	10.1253378783941	ttest	0.598767905524677	0.262230367921149	EBF3
364174	cg25859099	9.09920397337306e-08	8.00765406781637	ttest	0.499350852887294	0.335061800972834	
364352	cg25880347	8.12126624852079e-10	-9.37539393786101	ttest	0.579725680440202	0.726586421843933	GLI4
364591	cg25903072	2.8476004538119e-09	10.0630920153826	ttest	0.241311060097505	0.0871100494465323	TPM1
364982	cg25936381	9.16227946969133e-08	-9.41119661414237	ttest	0.559490540560093	0.833074982544501	TNS4
365074	cg25942450	1.2586043862358e-11	12.2916801819115	ttest	0.431205249641974	0.22363075693751	TLX3
366036	cg26014036	9.84924684693429e-11	10.1293912998155	ttest	0.448087703353345	0.189293200969722	ZIC4
366318	cg26035201	1.15535521382323e-07	-9.60233686769027	ttest	0.530150133729023	0.832610761749845	PSMG3
366517	cg26053480	3.21378897066142e-12	12.0858811764789	ttest	0.464053040188298	0.191611090778469	
367062	cg26094789	4.74726514289319e-09	10.2795296358666	ttest	0.516326110591409	0.296871897091632	PAX9
367252	cg26107033	2.81057509080071e-13	-10.9852982831393	ttest	0.608884389255985	0.832455317148115	LAMB3
367804	cg26144458	1.92208398566266e-15	12.4388597250761	ttest	0.420429100222523	0.228191794859751	
367876	cg26149275	1.34270396644027e-19	14.9222328170376	ttest	0.373869279698388	0.11739129912152	EVX2
368417	cg26186727	3.62282975795631e-09	10.5329327678388	ttest	0.338401256601253	0.108291191566162	NETO1
368707	cg26211060	1.11560430139501e-07	-9.42304082332617	ttest	0.558520847346764	0.803411577718672	TSPAN9
369355	cg26257822	2.08856352024542e-15	11.898875808145	ttest	0.309073278583587	0.13760039804383	EMX2OS
369489	cg26267388	2.89046272311907e-10	10.851485697042	ttest	0.35182300546553	0.161444912332787	
369641	cg26276327	6.54066501228832e-09	9.11083009857572	ttest	0.496658399872546	0.320466430037804	
370272	cg26319827	5.74611944906795e-08	-9.31447328230529	ttest	0.612042589377105	0.838901917765888	
370845	cg26357344	5.17796196408401e-11	-9.03337651018894	ttest	0.569144561415629	0.746312201853699	KRT8
371135	cg26377677	4.25455782634264e-09	-9.43032187752783	ttest	0.556858014852434	0.737791761286668	FURIN
371773	cg26425256	3.35367864331116e-10	9.56496926941415	ttest	0.298401953997808	0.129462881476361	
372109	cg26451345	2.88570031446968e-09	-10.2046033880021	ttest	0.518805765793996	0.822598605391215	GPR115
372343	cg26466858	1.29013124723458e-08	7.17747246779697	ttest	0.424834118639388	0.309848594622763	LCE3A
372347	cg26467269	6.25849321203467e-09	-11.468834373454	ttest	0.55579918401098	0.827025120421363	LRP5
372523	cg26479630	1.35874439411669e-09	9.68756786415057	ttest	0.344726369121037	0.194376344304976	BTNL9
372681	cg26493188	1.15035094515597e-08	-9.24559691032013	ttest	0.48651815386399	0.63737428970298	FLYWCH1
372704	cg26495109	6.00449658630227e-08	7.96313528454354	ttest	0.34577048000105	0.184304715456624	LOC283856;GNAO1
372901	cg26509691	3.40821938485139e-11	11.1622016640932	ttest	0.355852754981086	0.155095514209582	PITX1
373988	cg26581714	3.8028952576186e-09	10.1500986648881	ttest	0.493359572426278	0.258279782556673	SPATA18
374091	cg26591162	3.18505802574285e-08	-9.01314112858045	ttest	0.622224011373916	0.81954986979597	SRL
375067	cg26666835	3.4499738777541e-25	14.4991739589078	ttest	0.373283810915513	0.150712859633554	
375093	cg26668276	3.7814407552153e-09	8.82603774542279	ttest	0.368370631904251	0.19216884107403	DLX6AS
375487	cg26690075	6.46747762272682e-11	9.60826037804079	ttest	0.440042658120338	0.251624892223782	WNT16
376158	cg26742275	2.2749254736758e-12	-10.8142537640776	ttest	0.618367535599804	0.798612323576064	
376536	cg26775695	1.95132812199143e-09	-9.93010685576326	ttest	0.599041287744654	0.817673715736419	
376977	cg26804336	1.24640475823202e-08	-9.67522043338569	ttest	0.552122746112923	0.743107384396124	PIK3R1
377411	cg26831119	9.06032929279246e-17	14.6569227509752	ttest	0.447635697883604	0.0978657524526521	PITX2
379591	cg26982321	3.1431140695831e-08	-7.53651492066255	ttest	0.540955511848996	0.687247171014054	
380011	cg27013696	4.6142806322044e-08	9.7762447767312	ttest	0.436702488787194	0.224608958805383	TWIST1
380304	cg27034935	3.9835680618497e-08	8.23798422801932	ttest	0.50109045539852	0.333404545406016	
382308	cg27180153	1.07330493672687e-07	9.97573360159333	ttest	0.440901479572446	0.162069992062444	
382409	cg27187375	6.50076145634872e-09	-10.1616173670574	ttest	0.593963463267352	0.853818203979909	RXFP4
383224	cg27256435	1.51959206706376e-08	8.87652227953028	ttest	0.315651870104573	0.110492255538622	LRCH2
383342	cg27265170	1.55572504178121e-11	11.1834041083644	ttest	0.373974594196627	0.173656712138171	DMRTA2
383439	cg27272679	3.45877436036161e-12	11.9426119808172	ttest	0.559121431083278	0.292938569710643	
383664	cg27291304	4.317303461198e-08	9.27251282955759	ttest	0.43186689889742	0.162429734563935	ZNF208
384591	cg27350402	2.34750484009163e-12	11.1929186366586	ttest	0.436980888765134	0.234857401861368	
387814	cg27585376	1.14000935946335e-07	-7.35416711166634	ttest	0.295903463795749	0.374883431875303	
388064	cg27606499	9.3354864200004e-11	12.1237637483731	ttest	0.412295254258486	0.115453384785133	ZIC4
